ligand_id,molecule_chembl_id,smiles,pchembl,scaffold,n_meas,sdf,pdbqt
L0325,CHEMBL454648,Cc1ncc(-c2nc(Nc3ccc(C(=O)N(C)C)c(F)c3)ncc2F)n1C(C)C,8.7,c1ccc(Nc2nccc(-c3cnc[nH]3)n2)cc1,1,L0325.sdf,L0325.pdbqt
L0326,CHEMBL510436,Cc1ncc(-c2ccnc(Nc3ccc(C(=O)N(C)C)c(F)c3)n2)n1C(C)C,8.22,c1ccc(Nc2nccc(-c3cnc[nH]3)n2)cc1,1,L0326.sdf,L0326.pdbqt
L0327,CHEMBL519422,CCn1c(-c2ccnc(Nc3ccc(C(=O)NC)cc3)n2)cnc1C,7.25,c1ccc(Nc2nccc(-c3cnc[nH]3)n2)cc1,1,L0327.sdf,L0327.pdbqt
L0328,CHEMBL458547,COCCNS(=O)(=O)c1ccc(Nc2nccc(-c3c(C)nc(C)n3C)n2)cc1,7.17,c1ccc(Nc2nccc(-c3cnc[nH]3)n2)cc1,1,L0328.sdf,L0328.pdbqt
L0329,CHEMBL484738,Cc1ncc(-c2ccnc(Nc3ccc(S(N)(=O)=O)cc3)n2)n1C,7.96,c1ccc(Nc2nccc(-c3cnc[nH]3)n2)cc1,1,L0329.sdf,L0329.pdbqt
L0330,CHEMBL485602,COCCN(C)S(=O)(=O)c1ccc(Nc2nccc(-c3cnc(C)n3C)n2)cc1,6.4,c1ccc(Nc2nccc(-c3cnc[nH]3)n2)cc1,1,L0330.sdf,L0330.pdbqt
L0331,CHEMBL476518,Cc1ncc(-c2ccnc(Nc3ccc(N(C)C)cc3)n2)n1C(C)C,7.62,c1ccc(Nc2nccc(-c3cnc[nH]3)n2)cc1,1,L0331.sdf,L0331.pdbqt
L0332,CHEMBL462385,Cc1ncc(-c2nc(Nc3ccc(C(=O)NCCN(C)C)c(F)c3)ncc2F)n1C(C)C,8.7,c1ccc(Nc2nccc(-c3cnc[nH]3)n2)cc1,1,L0332.sdf,L0332.pdbqt
L0333,CHEMBL514913,CCn1c(-c2ccnc(Nc3ccc(S(C)(=O)=O)cc3)n2)cnc1C,7.64,c1ccc(Nc2nccc(-c3cnc[nH]3)n2)cc1,1,L0333.sdf,L0333.pdbqt
L0334,CHEMBL488436,Cc1ncc(-c2ccnc(Nc3ccc(S(C)(=O)=O)cc3)n2)n1C(C)C,8.22,c1ccc(Nc2nccc(-c3cnc[nH]3)n2)cc1,5,L0334.sdf,L0334.pdbqt
L0335,CHEMBL601026,O=C(O)c1cc2c(c3c1c([N+](=O)[O-])cc1c(O)cccc13)OCO2,4.82,c1ccc2c(c1)ccc1ccc3c(c12)OCO3,1,L0335.sdf,L0335.pdbqt
L0336,CHEMBL600828,COc1c(O)ccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3,4.6,c1ccc2c(c1)ccc1ccc3c(c12)OCO3,1,L0336.sdf,L0336.pdbqt
L0337,CHEMBL604748,COc1cc(O)cc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3,4.6,c1ccc2c(c1)ccc1ccc3c(c12)OCO3,1,L0337.sdf,L0337.pdbqt
L0338,CHEMBL603494,O=C(O)c1cc2c(c3c1c([N+](=O)[O-])cc1ccc(O)cc13)OCO2,4.52,c1ccc2c(c1)ccc1ccc3c(c12)OCO3,1,L0338.sdf,L0338.pdbqt
L0339,CHEMBL3895782,O=C1NCC2(CCCCC2)n2c1cc1cnc(Nc3ccc(C(=O)N4CCN(C5CCC5)CC4)cn3)nc12,6.835,O=C1NCC2(CCCCC2)n2c1cc1cnc(Nc3ccc(C(=O)N4CCN(C5CCC5)CC4)cn3)nc12,2,L0339.sdf,L0339.pdbqt
L0340,CHEMBL3642651,CC(C)c1cc(NCc2ccncc2)n2ncc(Br)c2n1,7.38,c1cc(CNc2ccnc3ccnn23)ccn1,1,L0340.sdf,L0340.pdbqt
L0341,CHEMBL3642652,CC(C)(C)c1cc(NCc2ccncc2)n2ncc(Br)c2n1,6.77,c1cc(CNc2ccnc3ccnn23)ccn1,1,L0341.sdf,L0341.pdbqt
L0342,CHEMBL490241,COc1cc(CN/C=C2\C(=O)NC(=O)c3ccc(Br)cc32)ccn1,5.21,O=C1NC(=O)c2ccccc2/C1=C/NCc1ccncc1,1,L0342.sdf,L0342.pdbqt
L0343,CHEMBL5597605,COc1cc(F)ccc1-c1cc(Nc2ccc(NC(=O)CCCCCCC(=O)NO)cc2)ncc1F,5.02,c1ccc(Nc2cc(-c3ccccc3)ccn2)cc1,1,L0343.sdf,L0343.pdbqt
L0344,CHEMBL2112297,O=C1Nc2ccc3ncsc3c2/C1=C/Nc1ccc(S(=O)(=O)N[n+]2ccc3ccccc3c2)cc1,8.02,O=C1Nc2ccc3ncsc3c2/C1=C/Nc1ccc(S(=O)(=O)N[n+]2ccc3ccccc3c2)cc1,1,L0344.sdf,L0344.pdbqt
L0345,CHEMBL455467,Cc1ncc(-c2ccnc(Nc3ccc(C(=O)N4CCN(C)CC4)cc3)n2)n1C(C)C,8.05,O=C(c1ccc(Nc2nccc(-c3cnc[nH]3)n2)cc1)N1CCNCC1,1,L0345.sdf,L0345.pdbqt
L0346,CHEMBL451462,Cc1ncc(-c2nc(Nc3ccc(C(=O)N4CCN(C)CC4)cc3)ncc2F)n1C(C)C,7.75,O=C(c1ccc(Nc2nccc(-c3cnc[nH]3)n2)cc1)N1CCNCC1,1,L0346.sdf,L0346.pdbqt
L0347,CHEMBL192602,C[C@H](C(=O)Nc1cc(C2CC2)[nH]n1)c1ccc(N2CCNC2=O)cc1,8.7,O=C(Cc1ccc(N2CCNC2=O)cc1)Nc1cc(C2CC2)[nH]n1,2,L0347.sdf,L0347.pdbqt
L0348,CHEMBL192042,C[C@H](C(=O)Nc1cc(C2CC2)[nH]n1)c1ccc(N2CCN(C)C2=O)cc1,7.77,O=C(Cc1ccc(N2CCNC2=O)cc1)Nc1cc(C2CC2)[nH]n1,2,L0348.sdf,L0348.pdbqt
L0349,CHEMBL189047,C[C@@H](C(=O)Nc1cc(C2CC2)[nH]n1)c1ccc(N2CCNC2=O)cc1,6.34,O=C(Cc1ccc(N2CCNC2=O)cc1)Nc1cc(C2CC2)[nH]n1,2,L0349.sdf,L0349.pdbqt
L0350,CHEMBL365355,C[C@@H](C(=O)Nc1cc(C2CC2)[nH]n1)c1ccc(N2CCN(C)C2=O)cc1,5.07,O=C(Cc1ccc(N2CCNC2=O)cc1)Nc1cc(C2CC2)[nH]n1,2,L0350.sdf,L0350.pdbqt
L0351,CHEMBL2064628,CN(C)C[C@@H](OC(=O)N1Cc2c(NC(=O)C(C)(C)C)n[nH]c2C1(C)C)c1ccccc1,6.35,O=C(OCc1ccccc1)N1Cc2cn[nH]c2C1,1,L0351.sdf,L0351.pdbqt
L0352,CHEMBL336242,O=C(Nc1cc(CN[C@H]2Cc3ccc(Cl)cc3C2)n[nH]1)Nc1cccc2c1[C@@H]1CCCN1C2=O,6.735,O=C(Nc1cc(CNC2Cc3ccccc3C2)n[nH]1)Nc1cccc2c1[C@@H]1CCCN1C2=O,2,L0352.sdf,L0352.pdbqt
L0353,CHEMBL4462530,CC(=O)N[C@@H]1CCC[C@H](C(=O)Nc2cc(-c3cnn4c3CC(C)(C)C4)c(Cl)cn2)C1,9.0,O=C(Nc1cc(-c2cnn3c2CCC3)ccn1)C1CCCCC1,1,L0353.sdf,L0353.pdbqt
L0354,CHEMBL232737,Cc1cc(N2CCN(C)CC2)c2oc(-c3ccc(O)c(O)c3)c(O)c(=O)c2c1,6.19,O=c1cc(-c2ccccc2)oc2c(N3CCNCC3)cccc12,1,L0354.sdf,L0354.pdbqt
L0355,CHEMBL509435,COc1cc(C2=C(c3cn(C)c4ccccc34)C(=O)NC2)cc(OC)c1OC,4.38,O=C1NCC(c2ccccc2)=C1c1c[nH]c2ccccc12,1,L0355.sdf,L0355.pdbqt
L0356,CHEMBL4562323,CC(C)c1cnn2c(NCc3ccccc3-n3cccn3)nc(OC3CCCNC3)nc12,8.19,c1ccc(-n2cccn2)c(CNc2nc(OC3CCCNC3)nc3ccnn23)c1,1,L0356.sdf,L0356.pdbqt
L0357,CHEMBL362814,CN(C)C(=O)N1CCn2cc(C3=C(c4cnc5ccccn45)C(=O)NC3=O)c3cccc(c32)C1,5.68,O=C1NC(=O)C(c2cnc3ccccn23)=C1c1cn2c3c(cccc13)CNCC2,1,L0357.sdf,L0357.pdbqt
L0358,CHEMBL363058,CC(C)OC(=O)N1CCn2cc(C3=C(c4cnc5ccccn45)C(=O)NC3=O)c3cccc(c32)C1,5.47,O=C1NC(=O)C(c2cnc3ccccn23)=C1c1cn2c3c(cccc13)CNCC2,1,L0358.sdf,L0358.pdbqt
L0359,CHEMBL6163941,Cc1cc(C)cc(NNC(=O)[C@H]2CCCN2C(=O)Nc2ccc(Cl)cc2)c1,7.82,O=C(NNc1ccccc1)[C@H]1CCCN1C(=O)Nc1ccccc1,1,L0359.sdf,L0359.pdbqt
L0360,CHEMBL6168381,Cc1cc(C)cc(NNC(=O)[C@H]2CCCN2C(=O)Nc2ccc(C(F)(F)F)cc2)c1,7.64,O=C(NNc1ccccc1)[C@H]1CCCN1C(=O)Nc1ccccc1,1,L0360.sdf,L0360.pdbqt
L0361,CHEMBL6021833,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCNC5)ncc3F)cc2n1C1CC1,6.84,c1cc(-c2ccc3ncn(C4CC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,2,L0361.sdf,L0361.pdbqt
L0362,CHEMBL5839538,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CCN(C)C)C5)ncc3F)cc2n1C1CC1,6.5,c1cc(-c2ccc3ncn(C4CC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,1,L0362.sdf,L0362.pdbqt
L0363,CHEMBL5787921,CN[C@H](C)C(=O)N1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C6CC6)c5c4)n3)ccc2C1,6.18,c1cc(-c2ccc3ncn(C4CC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,2,L0363.sdf,L0363.pdbqt
L0364,CHEMBL6044246,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CC(=O)N(C)C)C5)ncc3F)cc2n1C1CC1,6.38,c1cc(-c2ccc3ncn(C4CC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,1,L0364.sdf,L0364.pdbqt
L0365,CHEMBL5754925,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C[C@@H](O)CN(C)C)C5)ncc3F)cc2n1C1CC1,6.43,c1cc(-c2ccc3ncn(C4CC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,2,L0365.sdf,L0365.pdbqt
L0366,CHEMBL5976713,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CC[N+](C)(C)[O-])C5)ncc3F)cc2n1C1CC1,5.9,c1cc(-c2ccc3ncn(C4CC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,1,L0366.sdf,L0366.pdbqt
L0367,CHEMBL5886747,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCNC5)ncc3F)cc2n1C1(C)CC1,7.99,c1cc(-c2ccc3ncn(C4CC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,2,L0367.sdf,L0367.pdbqt
L0368,CHEMBL5935906,CNCCN1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C6CC6)c5c4)n3)ccc2C1,6.52,c1cc(-c2ccc3ncn(C4CC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,2,L0368.sdf,L0368.pdbqt
L0369,CHEMBL5950426,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)N(C)CCN(C)C)C5)ncc3F)cc2n1C1CC1,6.44,c1cc(-c2ccc3ncn(C4CC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,2,L0369.sdf,L0369.pdbqt
L0370,CHEMBL5950277,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)NCCO)C5)ncc3F)cc2n1C1CC1,6.48,c1cc(-c2ccc3ncn(C4CC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,2,L0370.sdf,L0370.pdbqt
L0371,CHEMBL6007400,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C[C@@H](C)N(C)C)C5)ncc3F)cc2n1C1CC1,6.19,c1cc(-c2ccc3ncn(C4CC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,2,L0371.sdf,L0371.pdbqt
L0372,CHEMBL5774515,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)OCCN(C)C)C5)ncc3F)cc2n1C1CC1,6.46,c1cc(-c2ccc3ncn(C4CC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,2,L0372.sdf,L0372.pdbqt
L0373,CHEMBL5933703,CNCCN1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C6(C)CC6)c5c4)n3)ccc2C1,7.7,c1cc(-c2ccc3ncn(C4CC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,2,L0373.sdf,L0373.pdbqt
L0374,CHEMBL5757213,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCCN(C)C)C5)ncc3F)cc2n1C1CC1,5.83,c1cc(-c2ccc3ncn(C4CC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,2,L0374.sdf,L0374.pdbqt
L0375,CHEMBL4542247,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C)C5)ncc3F)cc2n1C1(C)CC1,7.79,c1cc(-c2ccc3ncn(C4CC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,2,L0375.sdf,L0375.pdbqt
L0376,CHEMBL5884004,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)[C@H](C)N(C)C)C5)ncc3F)cc2n1C1CC1,7.04,c1cc(-c2ccc3ncn(C4CC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,2,L0376.sdf,L0376.pdbqt
L0377,CHEMBL5762588,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CC(C)(C)N)C5)ncc3F)cc2n1C1CC1,6.25,c1cc(-c2ccc3ncn(C4CC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,2,L0377.sdf,L0377.pdbqt
L0378,CHEMBL5999796,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(C)C)C5)ncc3F)cc2n1C1CC1,6.15,c1cc(-c2ccc3ncn(C4CC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,2,L0378.sdf,L0378.pdbqt
L0379,CHEMBL5828906,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C[C@@H](C)N)C5)ncc3F)cc2n1C1CC1,6.6,c1cc(-c2ccc3ncn(C4CC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,2,L0379.sdf,L0379.pdbqt
L0380,CHEMBL5932825,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CN(C)C)C5)ncc3F)cc2n1C1CC1,6.52,c1cc(-c2ccc3ncn(C4CC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,3,L0380.sdf,L0380.pdbqt
L0381,CHEMBL5774696,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C[C@H](C)N)C5)ncc3F)cc2n1C1CC1,6.68,c1cc(-c2ccc3ncn(C4CC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,2,L0381.sdf,L0381.pdbqt
L0382,CHEMBL4455210,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C)C5)ncc3F)cc2n1C1CC1,6.16,c1cc(-c2ccc3ncn(C4CC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,2,L0382.sdf,L0382.pdbqt
L0383,CHEMBL5925248,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C[C@H](C)N(C)C)C5)ncc3F)cc2n1C1CC1,6.87,c1cc(-c2ccc3ncn(C4CC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,2,L0383.sdf,L0383.pdbqt
L0384,CHEMBL5757792,C=C(CCN(C)C)N1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C6CC6)c5c4)n3)ccc2C1,6.5,c1cc(-c2ccc3ncn(C4CC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,1,L0384.sdf,L0384.pdbqt
L0385,CHEMBL5832698,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)[C@@H](C)N(C)C)C5)ncc3F)cc2n1C1CC1,6.3,c1cc(-c2ccc3ncn(C4CC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,4,L0385.sdf,L0385.pdbqt
L0386,CHEMBL3673435,COc1cc(F)ccc1-c1ccnc(NC(=O)C2CCC(NC(C)=O)C2)c1,6.04,O=C(Nc1cc(-c2ccccc2)ccn1)C1CCCC1,1,L0386.sdf,L0386.pdbqt
L0387,CHEMBL419753,O=C(Nc1cc(C2CCCC2)[nH]n1)c1ccc(Br)cc1,7.3,O=C(Nc1cc(C2CCCC2)[nH]n1)c1ccccc1,2,L0387.sdf,L0387.pdbqt
L0388,CHEMBL392776,Cc1cc(N2CCCS2(=O)=O)c2oc(-c3ccc(O)c(Br)c3)c(O)c(=O)c2c1,7.12,O=c1cc(-c2ccccc2)oc2c(N3CCCS3(=O)=O)cccc12,1,L0388.sdf,L0388.pdbqt
L0389,CHEMBL232557,Cc1cc(N2CCCS2(=O)=O)c2oc(-c3ccc(O)c(O)c3)c(O)c(=O)c2c1,7.06,O=c1cc(-c2ccccc2)oc2c(N3CCCS3(=O)=O)cccc12,1,L0389.sdf,L0389.pdbqt
L0390,CHEMBL392775,Cc1cc(N2CCCS2(=O)=O)c2oc(-c3ccc(O)c(Cl)c3)c(O)c(=O)c2c1,6.72,O=c1cc(-c2ccccc2)oc2c(N3CCCS3(=O)=O)cccc12,1,L0390.sdf,L0390.pdbqt
L0391,CHEMBL232749,Cc1cc(N2CCCS2(=O)=O)c2oc(-c3ccc(O)cc3)c(O)c(=O)c2c1,6.6,O=c1cc(-c2ccccc2)oc2c(N3CCCS3(=O)=O)cccc12,1,L0391.sdf,L0391.pdbqt
L0392,CHEMBL233152,Cc1cc(N2CCCS2(=O)=O)c2oc(-c3ccc(O)c(C#N)c3)c(O)c(=O)c2c1,5.85,O=c1cc(-c2ccccc2)oc2c(N3CCCS3(=O)=O)cccc12,1,L0392.sdf,L0392.pdbqt
L0393,CHEMBL233153,Cc1cc(N2CCCS2(=O)=O)c2oc(-c3ccc(O)c(C(F)(F)F)c3)c(O)c(=O)c2c1,5.77,O=c1cc(-c2ccccc2)oc2c(N3CCCS3(=O)=O)cccc12,1,L0393.sdf,L0393.pdbqt
L0394,CHEMBL220241,CCn1c(-c2nonc2N)nc2cnc(Oc3cccc(NC(=O)c4ccc(OCCN5CCOCC5)cc4)c3)cc21,5.46,O=C(Nc1cccc(Oc2cc3[nH]c(-c4cnon4)nc3cn2)c1)c1ccc(OCCN2CCOCC2)cc1,1,L0394.sdf,L0394.pdbqt
L0395,CHEMBL222419,COc1cc2ncn(-c3cc(O[C@H](C)c4ccccc4Cl)c(C(N)=O)s3)c2cc1OC,5.8,c1ccc(COc2csc(-n3cnc4ccccc43)c2)cc1,1,L0395.sdf,L0395.pdbqt
L0396,CHEMBL514499,COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(N)=O)s3)c2cc1OC,5.12,c1ccc(COc2csc(-n3cnc4ccccc43)c2)cc1,1,L0396.sdf,L0396.pdbqt
L0397,CHEMBL5173190,COc1cc(CC(=O)Nc2cc([C@H]3CC[C@@H](OC(=O)NC(C)C)C3)[nH]n2)ccn1,7.0,O=C(Cc1ccncc1)Nc1cc(C2CCCC2)[nH]n1,1,L0397.sdf,L0397.pdbqt
L0398,CHEMBL6193353,C(=C\N1CCCCCC1)/c1nc(Nc2ccccc2)nc2[nH]cnc12,5.57,C(=C\N1CCCCCC1)/c1nc(Nc2ccccc2)nc2[nH]cnc12,1,L0398.sdf,L0398.pdbqt
L0399,CHEMBL480384,CN1CCN(c2cccc3[nH]c(-c4n[nH]c5cc(C6=CC7=CC=CNC7C=C6)ccc45)nc23)CC1,5.0,C1=CNC2C=CC(c3ccc4c(-c5nc6c(N7CCNCC7)cccc6[nH]5)n[nH]c4c3)=CC2=C1,1,L0399.sdf,L0399.pdbqt
L0400,CHEMBL362558,O=C1NC(=O)C(c2cnc3ccccn23)=C1c1cn2c3c(cc(F)cc13)CN(C(=O)N1CCCCC1)CC2,5.55,O=C1NC(=O)C(c2cnc3ccccn23)=C1c1cn2c3c(cccc13)CN(C(=O)N1CCCCC1)CC2,1,L0400.sdf,L0400.pdbqt
L0401,CHEMBL362588,O=C1NC(=O)C(c2cnc3ccccn23)=C1c1cn2c3c(cccc13)CN(C(=O)N1CCCCC1)CC2,5.27,O=C1NC(=O)C(c2cnc3ccccn23)=C1c1cn2c3c(cccc13)CN(C(=O)N1CCCCC1)CC2,1,L0401.sdf,L0401.pdbqt
L0402,CHEMBL5537078,CC(C)c1cnn2c(NCc3ccc(NC(=O)C4CCOCC4)cc3)nc(NC3CCOCC3)nc12,6.81,O=C(Nc1ccc(CNc2nc(NC3CCOCC3)nc3ccnn23)cc1)C1CCOCC1,1,L0402.sdf,L0402.pdbqt
L0403,CHEMBL573108,CC(C)(C(N)=O)C(=O)NCCCNc1nc(Nc2cccc(NC(=O)N3CCCC3)c2)ncc1Br,5.82,O=C(Nc1cccc(Nc2ncccn2)c1)N1CCCC1,1,L0403.sdf,L0403.pdbqt
L0404,CHEMBL260231,O=C(Nc1n[nH]c2nc(-c3cccs3)c(Br)cc12)C1CC1,6.19,O=C(Nc1n[nH]c2nc(-c3cccs3)ccc12)C1CC1,2,L0404.sdf,L0404.pdbqt
L0405,CHEMBL5273413,C=CC(=O)Nc1ccc(C(=O)Nc2n[nH]c3ccc(-c4cncc(N[C@H](CO)c5ccccc5)c4)cc23)cc1,6.12,O=C(Nc1n[nH]c2ccc(-c3cncc(NCc4ccccc4)c3)cc12)c1ccccc1,1,L0405.sdf,L0405.pdbqt
L0406,CHEMBL391493,N=C1NC(=O)/C(=C/c2ccc(-c3ccc(S(=O)(=O)N4CCNCC4)cc3)o2)S1,5.54,N=C1NC(=O)/C(=C/c2ccc(-c3ccc(S(=O)(=O)N4CCNCC4)cc3)o2)S1,1,L0406.sdf,L0406.pdbqt
L0407,CHEMBL3952214,CC(C)n1cnnc1-c1cccc(N2Cc3ccccc3C2=O)n1,7.2,O=C1c2ccccc2CN1c1cccc(-c2nnc[nH]2)n1,1,L0407.sdf,L0407.pdbqt
L0408,CHEMBL1630118,O=C(NO)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)s1,6.7,c1ccc(COc2ccc(Nc3ncnc4ccc(-c5cccs5)cc34)cc2)cc1,1,L0408.sdf,L0408.pdbqt
L0409,CHEMBL1630108,O=C(/C=C/c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)s1)NO,6.36,c1ccc(COc2ccc(Nc3ncnc4ccc(-c5cccs5)cc34)cc2)cc1,1,L0409.sdf,L0409.pdbqt
L0410,CHEMBL5590050,CS(=O)(=O)N1CCC(Nc2ncc(C(F)(F)F)c(-c3cnn(C4CCCCC4)c3)n2)CC1,5.3,c1cc(-c2cnn(C3CCCCC3)c2)nc(NC2CCNCC2)n1,1,L0410.sdf,L0410.pdbqt
L0411,CHEMBL5280144,Cc1c(C(=O)NCCc2ccc(F)cc2)[nH]c2cc(F)ccc12,7.47,O=C(NCCc1ccccc1)c1cc2ccccc2[nH]1,1,L0411.sdf,L0411.pdbqt
L0412,CHEMBL5287042,CCc1c(C(=O)NCCc2ccccc2)[nH]c2ccc(C)cc12,7.34,O=C(NCCc1ccccc1)c1cc2ccccc2[nH]1,1,L0412.sdf,L0412.pdbqt
L0413,CHEMBL58224,O=C1Nc2cccc(C3CCNCC3)c2/C1=C/c1[nH]cc2c1CCOC2=O,8.05,O=C1Nc2cccc(C3CCNCC3)c2/C1=C/c1[nH]cc2c1CCOC2=O,1,L0413.sdf,L0413.pdbqt
L0414,CHEMBL5518081,CC(=O)Nc1ccc(CNc2nc(NC3COC3)nc3c(C(C)C)cnn23)cc1,6.36,c1ccc(CNc2nc(NC3COC3)nc3ccnn23)cc1,1,L0414.sdf,L0414.pdbqt
L0415,CHEMBL2163612,Cc1c(N[C@H]2CCCNC2)nc2ccnn2c1Nc1ccc(OCCN2CCOCC2)cc1,4.21,c1cc2nc(N[C@H]3CCCNC3)cc(Nc3ccc(OCCN4CCOCC4)cc3)n2n1,1,L0415.sdf,L0415.pdbqt
L0416,CHEMBL14619,CCCCOc1c(C(=O)c2ccccc2)cnc2[nH]ncc12,6.96,O=C(c1ccccc1)c1cnc2[nH]ncc2c1,1,L0416.sdf,L0416.pdbqt
L0417,CHEMBL1809109,CS(=O)(=O)Nc1cccc(-c2c[nH]c(=O)c3cc(-c4ccnc5[nH]ccc45)sc23)c1,5.5,O=c1[nH]cc(-c2ccccc2)c2sc(-c3ccnc4[nH]ccc34)cc12,1,L0417.sdf,L0417.pdbqt
L0418,CHEMBL3658023,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCC(CCO)CC4)cn3)nc2n1C1CCCC1,5.54,c1cc(Nc2ncc3ccn(C4CCCC4)c3n2)ncc1N1CCCCC1,1,L0418.sdf,L0418.pdbqt
L0419,CHEMBL3658034,CN(C)C1CCN(c2ccc(Nc3ncc4cc(C#N)n(C5CCCC5)c4n3)nc2)CC1,5.08,c1cc(Nc2ncc3ccn(C4CCCC4)c3n2)ncc1N1CCCCC1,1,L0419.sdf,L0419.pdbqt
L0420,CHEMBL1933344,CN1C/C=C/CCOc2cccc(c2)-c2nc(nc3[nH]cnc23)Nc2cccc(c2)C1,5.39,C1=C/CNCc2cccc(c2)Nc2nc(c3nc[nH]c3n2)-c2cccc(c2)OCC/1,1,L0420.sdf,L0420.pdbqt
L0421,CHEMBL272684,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3cccc(-c4cc[nH]n4)c32)cc1,7.72,O=C1Nc2cccc(-c3cc[nH]n3)c2/C1=N/Nc1ccccc1,3,L0421.sdf,L0421.pdbqt
L0422,CHEMBL4453997,COc1ccc(-c2n[nH]c3c2C(=O)c2c(C=O)cccc2-3)cc1,7.24,O=C1c2ccccc2-c2[nH]nc(-c3ccccc3)c21,1,L0422.sdf,L0422.pdbqt
L0423,CHEMBL194721,FC(F)(F)c1cnc(Nc2ccc3[nH]cnc3c2)nc1Nc1ccccc1Cl,8.7,c1ccc(Nc2ccnc(Nc3ccc4[nH]cnc4c3)n2)cc1,1,L0423.sdf,L0423.pdbqt
L0424,CHEMBL5196783,CCCn1cc(/C=N/N=C2\C(=O)Nc3ccc(C)cc32)c2ccccc21,6.07,O=C1Nc2ccccc2/C1=N/N=C/c1c[nH]c2ccccc12,2,L0424.sdf,L0424.pdbqt
L0425,CHEMBL2113092,CCCCOc1cc(Nc2ccc(S(N)(=O)=O)cc2)nc(N)c1C(=O)c1c(F)cccc1F,7.08,O=C(c1ccccc1)c1ccc(Nc2ccccc2)nc1,1,L0425.sdf,L0425.pdbqt
