AF_Score,BG,DCA_Score,Function,Gene Name,Interacting Partner,Protein Name,RF_Score,SP,Subcellular Locality,UP,confident,pdb,is_membrane,is_cell_surface,AF
0.0171,N,0.21,Oxidoreductase,MAOB,P27338,Amine oxidase [flavin-containing] B,0.3298,N,"Membrane, Mitochondrion, Mitochondrion outer membrane",N,Not confident,none,True,False,0.0171
0.01704,N,0.129,Unfolded protein response,JKAMP,Q9P055,JNK1/MAPK8-associated membrane protein,0.4473,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.01704
0.01697,N,0.137,"DNA damage, DNA repair, Transferase, Ubl conjugation pathway",RFWD3,Q6PCD5,E3 ubiquitin-protein ligase RFWD3,0.3528,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.01697
0.01695,N,0.258,"Activator, Developmental protein, Differentiation, DNA-binding, Neurogenesis, Transcription, Transcription regulation",ZIC1,Q15915,Zinc finger protein ZIC 1,0.383,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.01695
0.0169,N,0.248,"Aminotransferase, Transferase",AGXT2,Q9BYV1,"Alanine--glyoxylate aminotransferase 2, mitochondrial",0.3337,N,Mitochondrion,N,Not confident,none,False,False,0.0169
0.01685,N,0.296,"Antiviral defense, Immunity, Innate immunity, Transcription",CRCP,O75575,DNA-directed RNA polymerase III subunit RPC9,0.3413,N,"Cell membrane, DNA-directed RNA polymerase, Membrane, Nucleus",N,Not confident,none,True,True,0.01685
0.01675,N,0.183,NA,SSR1,P43307,Translocon-associated protein subunit alpha,0.3376,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.01675
0.0166,N,0.303,Ubl conjugation pathway,SUGT1,Q9Y2Z0,Protein SGT1 homolog,0.3572,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.0166
0.01659,N,0.238,"Amino-acid biosynthesis, Histidine biosynthesis, Hydrolase, Methionine biosynthesis, Multifunctional enzyme, One-carbon metabolism, Oxidoreductase, Purine biosynthesis",MTHFD2L,Q9H903,"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase 2, mitochondrial",0.43,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.01659
0.01659,N,0.225,"Monooxygenase, Oxidoreductase",FMO2,Q99518,Flavin-containing monooxygenase 2,0.3594,N,"Endoplasmic reticulum, Membrane, Microsome",N,Not confident,none,True,False,0.01659
0.01659,N,0.204,NA,GPS1,Q13098,COP9 signalosome complex subunit 1,0.321,N,"Cytoplasm, Nucleus, Signalosome",N,Not confident,none,False,False,0.01659
0.01654,N,0.237,"Ion transport, Receptor, Transport",NIPAL4,Q0D2K0,Magnesium transporter NIPA4,0.3262,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.01654
0.0165,N,0.242,"GTPase activation, Sensory transduction, Vision",CHM,P24386,Rab proteins geranylgeranyltransferase component A 1,0.3162,N,Cytoplasm,N,Not confident,none,False,False,0.0165
0.01645,N,0.256,NA,OXLD1,Q5BKU9,Oxidoreductase-like domain-containing protein 1,0.5005,N,NA,N,Not confident,none,False,False,0.01645
0.01639,N,0.216,Ubl conjugation pathway,WSB1,Q9Y6I7,WD repeat and SOCS box-containing protein 1,0.3584,N,NA,N,Not confident,none,False,False,0.01639
0.01631,N,0.213,"Acyltransferase, Lipid biosynthesis, Lipid metabolism, Phospholipid biosynthesis, Phospholipid metabolism, Transferase",MBOAT2,Q6ZWT7,Lysophospholipid acyltransferase 2,0.3894,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.01631
0.01631,N,0.225,"Electron transport, Fatty acid biosynthesis, Fatty acid metabolism, Lipid biosynthesis, Lipid metabolism, Oxidoreductase, Transport",FADS3,Q9Y5Q0,Fatty acid desaturase 3,0.3142,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.01631
0.01624,N,0.266,"Chaperone, Protein transport, Translocation, Transport",TIMM9,Q9Y5J7,Mitochondrial import inner membrane translocase subunit Tim9,0.4348,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.01624
0.0162,N,0.266,"Aminopeptidase, Hydrolase, Metalloprotease, Protease",XPNPEP3,Q9NQH7,Xaa-Pro aminopeptidase 3,0.3394,N,"Cytoplasm, Mitochondrion",N,Not confident,none,False,False,0.0162
0.0162,N,0.118,"Cell adhesion, Fertilization",CD9,P21926,CD9 antigen,0.252,N,"Cell membrane, Membrane, Secreted",N,Not confident,none,True,True,0.0162
0.01619,N,0.163,"Lipid biosynthesis, Lipid metabolism, Transferase",AGPS,O00116,"Alkyldihydroxyacetonephosphate synthase, peroxisomal",0.3113,N,"Membrane, Peroxisome",N,Not confident,none,True,False,0.01619
0.01617,N,0.255,"Molybdenum cofactor biosynthesis, Transferase",MOCOS,Q96EN8,Molybdenum cofactor sulfurase,0.34,N,NA,N,Not confident,none,False,False,0.01617
0.01614,Y,0.163,"Hydrolase, Metalloprotease, Protease",MME,P08473,Neprilysin,0.1969,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.01614
0.01604,N,0.279,"Host-virus interaction, Initiation factor, Protein biosynthesis, RNA-binding",EIF4H,Q15056,Eukaryotic translation initiation factor 4H,0.735,N,Cytoplasm,N,Not confident,none,False,False,0.01604
0.01604,N,0.139,NA,TPBG,Q13641,Trophoblast glycoprotein,0.3142,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.01604
0.01598,N,0.201,"Antiport, Transport",SLC35B3,Q9H1N7,Adenosine 3'-phospho 5'-phosphosulfate transporter 2,0.4412,N,"Golgi apparatus, Membrane",N,Not confident,none,True,False,0.01598
0.01591,N,0.146,"Transferase, Ubl conjugation pathway, Wnt signaling pathway",RNF146,Q9NTX7,E3 ubiquitin-protein ligase RNF146,0.7344,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.01591
0.01585,N,0.188,Endocytosis,SH3GL1,Q99961,Endophilin-A2,0.5767,N,"Cell junction, Cell projection, Cytoplasm, Endosome, Membrane",N,Not confident,none,True,False,0.01585
0.01584,N,0.236,"Polyamine biosynthesis, Spermidine biosynthesis, Transferase",SRM,P19623,Spermidine synthase,0.4639,N,NA,N,Not confident,none,False,False,0.01584
0.01573,N,0.283,"Developmental protein, DNA-binding, mRNA processing, mRNA transport, Ribonucleoprotein, RNA-binding, Transport",ZFP36L1,Q07352,mRNA decay activator protein ZFP36L1,0.3625,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.01573
0.01572,N,0.122,"Hydrolase, Lipid degradation, Lipid metabolism",PAFAH1B2,P68402,Platelet-activating factor acetylhydrolase IB subunit alpha2,0.634,N,Cytoplasm,N,Not confident,none,False,False,0.01572
0.01572,N,0.229,"Aminopeptidase, Cell adhesion, Host-virus interaction, Hydrolase, Protease, Receptor, Serine protease",DPP4,P27487,Dipeptidyl peptidase 4,0.2837,N,"Cell junction, Cell membrane, Cell projection, Membrane, Secreted",N,Not confident,none,True,True,0.01572
0.01563,N,0.171,"Antiport, Transport",SLC44A2,Q8IWA5,Choline transporter-like protein 2,0.3467,N,"Cell membrane, Membrane, Mitochondrion, Mitochondrion outer membrane",N,Not confident,none,True,True,0.01563
0.01561,N,0.236,"Developmental protein, Differentiation, Oogenesis, Receptor",PAQR5,Q9NXK6,Membrane progestin receptor gamma,0.3293,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.01561
0.01558,N,0.25,"Cell cycle, Cell division, Mitosis, Ubl conjugation pathway",ANAPC10,Q9UM13,Anaphase-promoting complex subunit 10,0.3032,N,NA,N,Not confident,none,False,False,0.01558
0.015526,N,0.231,NA,TAF11L2,A6NLC8,TATA-box binding protein associated factor 11 like protein 2,0.4648,N,NA,N,Not confident,none,False,False,0.015526
0.0155,N,0.207,"Antiviral defense, DNA-binding, Host cell receptor for virus entry, Host-virus interaction, Hydrolase, Lipid transport, Nuclease, Receptor, Transport",PLSCR1,O15162,Phospholipid scramblase 1,0.3455,N,"Cell membrane, Cytoplasm, Membrane, Nucleus",N,Not confident,none,True,True,0.0155
0.01544,N,0.244,"Sugar transport, Transport",SLC35D1,Q9NTN3,Nucleotide sugar transporter SLC35D1,0.3113,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.01544
0.01543,N,0.261,"Initiation factor, Protein biosynthesis, RNA-binding",EIF4B,P23588,Eukaryotic translation initiation factor 4B,0.3423,N,NA,N,Not confident,none,False,False,0.01543
0.015396,N,0.231,"Ribonucleoprotein, Ribosomal protein",RPL38,P63173,Large ribosomal subunit protein eL38,0.3628,N,Cytoplasm,N,Not confident,none,False,False,0.015396
0.01537,N,0.186,"Ion transport, Sodium transport, Symport, Transport",SLC13A2,Q13183,Solute carrier family 13 member 2,0.3118,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.01537
0.01534,N,0.28,"Hydrolase, mRNA processing, mRNA splicing",DCPS,Q96C86,m7GpppX diphosphatase,0.2253,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.01534
0.01527,N,0.244,"Hydrolase, Serine esterase",BCHE,P06276,Cholinesterase,0.266,N,Secreted,N,Not confident,none,False,False,0.01527
0.01522,N,0.173,Hydrolase,ALPI,P09923,Intestinal-type alkaline phosphatase,0.5396,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.01522
0.01519,N,0.218,"Initiation factor, Protein biosynthesis",EIF2B3,Q9NR50,Translation initiation factor eIF2B subunit gamma,0.3804,N,Cytoplasm,N,Not confident,none,False,False,0.01519
0.01516,N,0.171,Autophagy,CISD2,Q8N5K1,CDGSH iron-sulfur domain-containing protein 2,0.4077,N,"Endoplasmic reticulum, Membrane, Mitochondrion, Mitochondrion outer membrane",N,Not confident,none,True,False,0.01516
0.01505,N,0.213,"DNA damage, DNA recombination, DNA repair, DNA-binding",RAD51,Q06609,DNA repair protein RAD51 homolog 1,0.3916,N,"Chromosome, Cytoplasm, Cytoskeleton, Mitochondrion, Nucleus",N,Not confident,none,False,False,0.01505
0.015,N,0.154,"Ion transport, Transport",CNNM3,Q8NE01,Metal transporter CNNM3,0.3079,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.015
0.014984,N,0.155,"Glycosyltransferase, Lipid metabolism, Steroid metabolism, Transferase",UGT2B15,P54855,UDP-glucuronosyltransferase 2B15,0.2578,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.014984
0.014915,N,0.128,Keratinization,CNFN,Q9BYD5,Cornifelin,0.3076,N,Cytoplasm,N,Not confident,none,False,False,0.014915
0.01486,N,0.203,NA,SEPTIN8,Q92599,Septin-8,0.383,N,"Cell projection, Cytoplasm, Cytoplasmic vesicle, Cytoskeleton, Membrane, Synapse",N,Not confident,none,True,False,0.01486
0.014854,N,0.18,Chaperone,CCT4,P50991,T-complex protein 1 subunit delta,0.1598,Y,"Cell projection, Cytoplasm, Cytoskeleton",N,Not confident,none,False,False,0.014854
0.0148,N,0.143,Chaperone,PSMG4,Q5JS54,Proteasome assembly chaperone 4,0.3862,N,NA,N,Not confident,none,False,False,0.0148
0.014786,N,0.21,"Motor protein, Muscle protein, Myosin",MYL3,P08590,Myosin light chain 3,0.3184,N,NA,N,Not confident,none,False,False,0.014786
0.01473,N,0.153,"Protein synthesis inhibitor, Translation regulation",EIF4EBP3,O60516,Eukaryotic translation initiation factor 4E-binding protein 3,0.435,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.01473
0.01468,N,0.28,"Nucleotidyltransferase, Transferase, tRNA processing",THG1L,Q9NWX6,Probable tRNA(His) guanylyltransferase,0.3738,N,"Cytoplasm, Membrane, Mitochondrion, Mitochondrion outer membrane",N,Not confident,none,True,False,0.01468
0.01467,N,0.259,GPI-anchor biosynthesis,PIGT,Q969N2,GPI transamidase component PIG-T,0.3945,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.01467
0.01466,N,0.207,"Prenyltransferase, Transferase",PTAR1,Q7Z6K3,Protein prenyltransferase alpha subunit repeat-containing protein 1,0.387,N,NA,N,Not confident,none,False,False,0.01466
0.014656,N,0.257,"Chaperone, Protein transport, Translocation, Transport",TIMM8A,O60220,Mitochondrial import inner membrane translocase subunit Tim8 A,0.4133,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.014656
0.01453,N,0.175,"Electron transport, Respiratory chain, Transport",MT-CYB,P00156,Cytochrome b,0.3108,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.01453
0.014465,N,0.166,"Cell cycle, Cell division, Endocytosis, Mitosis, Protein transport, Transport",SNX18,Q96RF0,Sorting nexin-18,0.4316,N,"Cell membrane, Cytoplasmic vesicle, Endosome, Membrane",N,Not confident,none,True,True,0.014465
0.01438,N,0.21,"One-carbon metabolism, Transferase",SHMT2,P34897,"Serine hydroxymethyltransferase, mitochondrial",0.3044,N,"Cytoplasm, Membrane, Mitochondrion, Mitochondrion inner membrane, Mitochondrion nucleoid, Nucleus",N,Not confident,none,True,False,0.01438
0.01437,N,0.237,NA,DDOST,P39656,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit,0.3381,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.01437
0.01429,N,0.219,"Cholesterol biosynthesis, Cholesterol metabolism, Lipid biosynthesis, Lipid metabolism, Oxidoreductase, Steroid biosynthesis, Steroid metabolism, Sterol biosynthesis, Sterol metabolism",TM7SF2,O76062,Delta(14)-sterol reductase TM7SF2,0.324,N,"Endoplasmic reticulum, Membrane, Microsome",N,Not confident,none,True,False,0.01429
0.014275,N,0.232,Receptor,PAQR4,Q8N4S7,Progestin and adipoQ receptor family member 4,0.341,N,Membrane,N,Not confident,none,True,False,0.014275
0.01426,N,0.254,GPI-anchor biosynthesis,PIGS,Q96S52,GPI transamidase component PIG-S,0.3523,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.01426
0.01426,N,0.153,"Calcium channel, Calcium transport, Ion channel, Ion transport, Transport",TRPC3,Q13507,Short transient receptor potential channel 3,0.314,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.01426
0.014206,N,0.224,"Decarboxylase, Lyase, Neurotransmitter biosynthesis",GAD1,Q99259,Glutamate decarboxylase 1,0.5225,N,NA,N,Not confident,none,False,False,0.014206
0.01415,N,0.232,"mRNA processing, mRNA splicing, RNA-binding",SRSF10,O75494,Serine/arginine-rich splicing factor 10,0.3755,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.01415
0.01414,N,0.215,GTPase activation,NPRL2,Q8WTW4,GATOR1 complex protein NPRL2,0.4175,N,"Lysosome, Membrane",N,Not confident,none,True,False,0.01414
0.01414,N,0.201,"Amino-acid transport, Ion transport, Sodium transport, Symport, Transport",SLC38A2,Q96QD8,Sodium-coupled neutral amino acid symporter 2,0.3274,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.01414
0.01412,N,0.202,Ubl conjugation pathway,FBXO16,Q8IX29,F-box only protein 16,0.3694,N,NA,N,Not confident,none,False,False,0.01412
0.01412,N,0.19,"Ion transport, Sodium transport, Symport, Transport",SLC17A3,O00476,Sodium-dependent phosphate transport protein 4,0.3435,N,"Cell membrane, Endoplasmic reticulum, Membrane",N,Not confident,none,True,True,0.01412
0.01411,N,0.229,"Fatty acid biosynthesis, Fatty acid metabolism, Lipid biosynthesis, Lipid metabolism, Transferase",ELOVL6,Q9H5J4,Very long chain fatty acid elongase 6,0.3008,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.01411
0.014084,N,0.194,"Ion channel, Ion transport, Transport",LRRC52,Q8N7C0,Leucine-rich repeat-containing protein 52,0.3186,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.014084
0.014046,N,0.233,"Ribonucleoprotein, Ribosomal protein",RPS6,P62753,Small ribosomal subunit protein eS6,0.1871,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.014046
0.01401,N,0.226,"Hydrogen ion transport, Ion transport, Transport",ATP6V0E2,Q8NHE4,V-type proton ATPase subunit e 2,0.3718,N,"Cytoplasmic vesicle, Membrane, Synapse",N,Not confident,none,True,False,0.01401
0.01397,N,0.271,"Lipid metabolism, Oxidoreductase, Steroid metabolism",RDH16,O75452,Retinol dehydrogenase 16,0.309,N,"Endoplasmic reticulum, Membrane, Microsome",N,Not confident,none,True,False,0.01397
0.01389,N,0.219,"Ribonucleoprotein, Ribosomal protein, RNA-binding, rRNA-binding",RPL8,P62917,Large ribosomal subunit protein uL2,0.4102,N,Cytoplasm,N,Not confident,none,False,False,0.01389
0.013824,N,0.252,"Hydrolase, Lipid metabolism",PLPP5,Q8NEB5,Phospholipid phosphatase 5,0.4204,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.013824
0.01371,N,0.124,"Amino-acid transport, Symport, Transport",SLC6A14,Q9UN76,Sodium- and chloride-dependent neutral and basic amino acid transporter B(0+),0.3008,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.01371
0.013695,N,0.145,"Ribonucleoprotein, RNA-binding",SRP9,P49458,Signal recognition particle 9 kDa protein,0.3706,N,"Cytoplasm, Signal recognition particle",N,Not confident,none,False,False,0.013695
0.01362,N,0.189,"Receptor, Transferase, Ubl conjugation pathway, Wnt signaling pathway",AMFR,Q9UKV5,E3 ubiquitin-protein ligase AMFR,0.3667,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.01362
0.01361,N,0.219,"Ion transport, Iron transport, Receptor, Transport",SLC22A17,Q8WUG5,Solute carrier family 22 member 17,0.4924,N,"Cell membrane, Membrane, Vacuole",N,Not confident,none,True,True,0.01361
0.01359,N,0.164,"Neurogenesis, Transcription, Transcription regulation",DPF1,Q92782,Zinc finger protein neuro-d4,0.3538,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.01359
0.013565,N,0.261,"Antioxidant, Oxidoreductase",SOD1,P00441,Superoxide dismutase [Cu-Zn],0.3286,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.013565
0.013565,N,0.26,"Developmental protein, DNA-binding, Transcription, Transcription regulation",GSX2,Q9BZM3,GS homeobox 2,0.3113,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.013565
0.01346,N,0.167,NA,TMEM50A,O95807,Transmembrane protein 50A,0.4697,N,Membrane,N,Not confident,none,True,False,0.01346
0.01345,N,0.123,"Developmental protein, Differentiation, DNA-binding, Transcription, Transcription regulation",PAX8,Q06710,Paired box protein Pax-8,0.357,N,Nucleus,N,Not confident,none,False,False,0.01345
0.01342,N,0.214,Host-virus interaction,COPS7A,Q9UBW8,COP9 signalosome complex subunit 7a,0.3328,N,"Cytoplasm, Nucleus, Signalosome",N,Not confident,none,False,False,0.01342
0.01341,N,0.214,Receptor,PAQR9,Q6ZVX9,Membrane progestin receptor epsilon,0.3562,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.01341
0.0134,N,0.181,Transport,SLC29A4,Q7RTT9,Equilibrative nucleoside transporter 4,0.324,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.0134
0.01339,N,0.153,"Hydrolase, Protease, Serine protease",PREP,P48147,Prolyl endopeptidase,0.376,N,Cytoplasm,N,Not confident,none,False,False,0.01339
0.01326,N,0.151,Apoptosis,CDIP1,Q9H305,Cell death-inducing p53-target protein 1,0.375,N,"Endosome, Lysosome, Membrane",N,Not confident,none,True,False,0.01326
0.0132,N,0.249,"Amino-acid biosynthesis, Aminotransferase, Serine biosynthesis, Transferase",PSAT1,Q9Y617,Phosphoserine aminotransferase,0.3574,N,NA,N,Not confident,none,False,False,0.0132
0.013176,N,0.237,"Ligase, Pyrimidine biosynthesis",CTPS2,Q9NRF8,CTP synthase 2,0.3523,N,NA,N,Not confident,none,False,False,0.013176
0.01316,N,0.229,"Ion channel, Ion transport, Transport",LRRC38,Q5VT99,Leucine-rich repeat-containing protein 38,0.307,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.01316
0.01305,N,0.165,"mRNA transport, RNA-binding, Translation regulation, Transport",POLDIP3,Q9BY77,Polymerase delta-interacting protein 3,0.3342,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.01305
0.01302,N,0.266,"mRNA processing, RNA-binding",PABPN1,Q86U42,Polyadenylate-binding protein 2,0.361,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.01302
0.01301,N,0.155,"Glycolysis, Lyase",ALDOB,P05062,Fructose-bisphosphate aldolase B,0.335,N,"Cytoplasm, Cytoskeleton",N,Not confident,none,False,False,0.01301
0.01296,N,0.215,"Acyltransferase, Developmental protein, Transferase",HHAT,Q5VTY9,Protein-cysteine N-palmitoyltransferase HHAT,0.3516,N,"Endoplasmic reticulum, Golgi apparatus, Membrane",N,Not confident,none,True,False,0.01296
0.01294,N,0.215,Transport,SLC22A10,Q63ZE4,Solute carrier family 22 member 10,0.273,N,Membrane,N,Not confident,none,True,False,0.01294
0.01291,N,0.17,"Methyltransferase, Transferase",BHMT2,Q9H2M3,S-methylmethionine--homocysteine S-methyltransferase BHMT2,0.427,N,NA,N,Not confident,none,False,False,0.01291
0.01291,N,0.181,Calmodulin-binding,STRN4,Q9NRL3,Striatin-4,0.3013,N,"Cell projection, Cytoplasm, Membrane, Synapse",N,Not confident,none,True,False,0.01291
0.01285,N,0.248,"Acyltransferase, Lipid biosynthesis, Lipid metabolism, Transferase",DGAT2L6,Q6ZPD8,Diacylglycerol O-acyltransferase 2-like protein 6,0.3833,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.01285
0.012825,N,0.302,Hydrolase,NIT1,Q86X76,Deaminated glutathione amidase,0.3757,N,"Cytoplasm, Mitochondrion",N,Not confident,none,False,False,0.012825
0.01272,N,0.222,"Acyltransferase, Transferase",SAT2,Q96F10,Thialysine N-epsilon-acetyltransferase,0.6226,N,Cytoplasm,N,Not confident,none,False,False,0.01272
0.012695,N,0.25,"Collagen degradation, Dipeptidase, Hydrolase, Metalloprotease, Protease",PEPD,P12955,Xaa-Pro dipeptidase,0.4956,N,NA,N,Not confident,none,False,False,0.012695
0.01261,N,0.234,"Ammonia transport, Transport",RHCG,Q9UBD6,Ammonium transporter Rh type C,0.3074,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.01261
0.012596,N,0.235,Host-virus interaction,COPS7B,Q9H9Q2,COP9 signalosome complex subunit 7b,0.334,N,"Cytoplasm, Nucleus, Signalosome",N,Not confident,none,False,False,0.012596
0.012566,N,0.129,NA,SYNGR3,O43761,Synaptogyrin-3,0.3213,N,"Cytoplasmic vesicle, Membrane, Synapse",N,Not confident,none,True,False,0.012566
0.01252,N,0.261,"Copper transport, Ion transport, Transport",SLC31A1,O15431,High affinity copper uptake protein 1,0.3352,N,"Cell membrane, Endosome, Membrane",N,Not confident,none,True,True,0.01252
0.012474,N,0.218,"Antiport, Transport",SLC25A25,Q6KCM7,Mitochondrial adenyl nucleotide antiporter SLC25A25,0.335,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.012474
0.01245,N,0.23,Host-virus interaction,PSMB2,P49721,Proteasome subunit beta type-2,0.3623,N,"Cytoplasm, Nucleus, Proteasome",N,Not confident,none,False,False,0.01245
0.01242,N,0.259,"Oxidoreductase, Pyrimidine biosynthesis",DHODH,Q02127,"Dihydroorotate dehydrogenase (quinone), mitochondrial",0.3652,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.01242
0.012375,N,0.253,Ubl conjugation pathway,UFD1,Q92890,Ubiquitin recognition factor in ER-associated degradation protein 1,0.415,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.012375
0.01237,N,0.282,"Amino-acid biosynthesis, Isomerase, Methionine biosynthesis",MRI1,Q9BV20,Methylthioribose-1-phosphate isomerase,0.3418,N,"Cell projection, Cytoplasm, Nucleus",N,Not confident,none,False,False,0.01237
0.01232,N,0.226,"Catecholamine metabolism, Neurotransmitter degradation, Oxidoreductase",MAOA,P21397,Amine oxidase [flavin-containing] A,0.4556,N,"Membrane, Mitochondrion, Mitochondrion outer membrane",N,Not confident,none,True,False,0.01232
0.01225,N,0.129,"Ion transport, Sodium transport, Symport, Transport",SLC5A5,Q92911,Sodium/iodide cotransporter,0.343,N,"Cell membrane, Cytoplasm, Membrane",N,Not confident,none,True,True,0.01225
0.012245,N,0.131,NA,SUPT20HL2,P0C7V6,Putative transcription factor SPT20 homolog-like 2,0.3333,N,NA,N,Not confident,none,False,False,0.012245
0.01224,N,0.201,"Cell cycle, Cell division",SEPTIN14,Q6ZU15,Septin-14,0.306,N,"Cell projection, Cytoplasm, Cytoplasmic vesicle, Cytoskeleton",N,Not confident,none,False,False,0.01224
0.012184,N,0.136,"Electron transport, Respiratory chain, Transport",NDUFA7,O95182,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7,0.4924,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.012184
0.01213,N,0.197,"Adaptive immunity, Developmental protein, Host-virus interaction, Immunity, Kinase, Transferase, Tyrosine-protein kinase",FYN,P06241,Tyrosine-protein kinase Fyn,0.3145,N,"Cell membrane, Cytoplasm, Membrane, Nucleus",N,Not confident,none,True,True,0.01213
0.01191,N,0.131,"Transcription, Transcription regulation",BTG2,P78543,Protein BTG2,0.372,N,NA,N,Not confident,none,False,False,0.01191
0.01191,N,0.279,"Hydrogen ion transport, Ion transport, Transport",ATP6V1F,Q16864,V-type proton ATPase subunit F,0.325,N,"Cytoplasmic vesicle, Membrane, Synapse",N,Not confident,none,True,False,0.01191
0.01183,N,0.24,"Amino-acid biosynthesis, Aminotransferase, Branched-chain amino acid biosynthesis, Lipid metabolism, Transferase",BCAT1,P54687,"Branched-chain-amino-acid aminotransferase, cytosolic",0.3462,N,Cytoplasm,N,Not confident,none,False,False,0.01183
0.01177,N,0.225,"Aminopeptidase, Hydrolase, Metalloprotease, Protease",XPNPEP1,Q9NQW7,Xaa-Pro aminopeptidase 1,0.3599,N,Cytoplasm,N,Not confident,none,False,False,0.01177
0.01175,N,0.248,"mRNA processing, mRNA splicing, Nonsense-mediated mRNA decay, RNA-binding",RNPS1,Q15287,RNA-binding protein with serine-rich domain 1,0.3206,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.01175
0.01172,N,0.098,Transport,SLC19A2,O60779,Thiamine transporter 1,0.3018,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.01172
0.01156,N,0.24,"Aminopeptidase, Hydrolase, Metalloprotease, Protease",NPEPPSL1,A6NEC2,Puromycin-sensitive aminopeptidase-like protein,0.4275,N,NA,N,Not confident,none,False,False,0.01156
0.01153,Y,0.203,"Apoptosis, Cell cycle, Cell division, DNA damage, DNA repair, DNA-binding, Lyase, Mitosis, Ribonucleoprotein, Ribosomal protein, RNA-binding, Transcription, Transcription regulation, Translation regulation",RPS3,P23396,Small ribosomal subunit protein uS3,0.16,N,"Cytoplasm, Cytoskeleton, Membrane, Mitochondrion, Mitochondrion inner membrane, Nucleus",N,Not confident,none,True,False,0.01153
0.01148,N,0.119,"Neurotransmitter transport, Symport, Transport",SLC6A2,P23975,Sodium-dependent noradrenaline transporter,0.269,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.01148
0.01148,N,0.074,"G-protein coupled receptor, Receptor, Transducer",GIPR,P48546,Gastric inhibitory polypeptide receptor,-,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.01148
0.01146,N,0.18,Hydrolase,ALPG,P10696,"Alkaline phosphatase, germ cell type",0.4277,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.01146
