AF_Score,BG,DCA_Score,Function,Gene Name,Interacting Partner,Protein Name,RF_Score,SP,Subcellular Locality,UP,confident,pdb,is_membrane,is_cell_surface,AF
0.02893,N,0.202,"Lipid biosynthesis, Lipid metabolism, Transferase",CERS3,Q8IU89,Ceramide synthase 3,0.4248,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.02893
0.02888,N,0.213,"Methyltransferase, Oxidoreductase, Transferase",NDUFAF5,Q5TEU4,"Arginine-hydroxylase NDUFAF5, mitochondrial",0.372,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.02888
0.02864,N,0.248,"Hydrolase, Protein transport, Transport",RAB4A,P20338,Ras-related protein Rab-4A,0.3115,N,"Cytoplasm, Endosome, Membrane",N,Not confident,none,True,False,0.02864
0.02861,N,0.174,"Glycosyltransferase, Transferase",UGT3A1,Q6NUS8,UDP-glucuronosyltransferase 3A1,0.3958,N,Membrane,N,Not confident,none,True,False,0.02861
0.02855,N,0.205,NA,SLC35E3,Q7Z769,Solute carrier family 35 member E3,0.308,N,Membrane,N,Not confident,none,True,False,0.02855
0.02852,N,0.186,"Protein transport, Transport",TOM1L1,O75674,TOM1-like protein 1,0.3235,N,"Cytoplasm, Endosome, Golgi apparatus, Membrane",N,Not confident,none,True,False,0.02852
0.02843,N,0.242,"Protein transport, Translocation, Transport",TIMM23,O14925,Mitochondrial import inner membrane translocase subunit Tim23,0.3936,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.02843
0.0282,N,0.286,NA,ANK1,P16157,Ankyrin-1,0.288,N,"Cytoplasm, Cytoskeleton, Membrane, Sarcoplasmic reticulum",N,Not confident,none,True,False,0.0282
0.02792,N,0.151,Cyclin,CCNI,Q14094,Cyclin-I,0.3855,N,"Membrane, Nucleus",N,Not confident,none,True,False,0.02792
0.0279,N,0.2,"Ion transport, Potassium transport, Sodium transport, Symport, Transport",SLC12A2,P55011,Solute carrier family 12 member 2,0.3262,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.0279
0.02773,N,0.194,"Ion channel, Ion transport, Oxidoreductase, Potassium transport, Transport, Voltage-gated channel",KCNAB2,Q13303,Voltage-gated potassium channel subunit beta-2,0.385,N,"Cell membrane, Cell projection, Cytoplasm, Cytoskeleton, Membrane, Synapse, Synaptosome",N,Not confident,none,True,True,0.02773
0.02773,N,0.243,NA,COX5B,P10606,"Cytochrome c oxidase subunit 5B, mitochondrial",0.3337,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.02773
0.0277,N,0.211,"Transferase, Ubl conjugation pathway",RNF5,Q99942,E3 ubiquitin-protein ligase RNF5,0.43,N,"Cell membrane, Endoplasmic reticulum, Membrane, Mitochondrion",N,Not confident,none,True,True,0.0277
0.02756,N,0.242,"Melanin biosynthesis, Protein transport, Symport, Transport",CTNS,O60931,Cystinosin,0.3838,N,"Cell membrane, Lysosome, Membrane",N,Not confident,none,True,True,0.02756
0.02739,N,0.125,NA,SYT12,Q8IV01,Synaptotagmin-12,0.4326,N,"Cytoplasmic vesicle, Membrane, Synapse",N,Not confident,none,True,False,0.02739
0.02737,N,0.132,"ATP synthesis, Hydrogen ion transport, Hydrolase, Ion transport, Transport",ATP5F1E,P56381,"ATP synthase subunit epsilon, mitochondrial",0.3123,N,"CF(1), Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.02737
0.02727,N,0.224,"Aromatic hydrocarbons catabolism, Detoxification, Hydrolase, Lipid metabolism",EPHX1,P07099,Epoxide hydrolase 1,0.4136,N,"Endoplasmic reticulum, Membrane, Microsome",N,Not confident,none,True,False,0.02727
0.02682,N,0.151,"Chaperone, Hydrolase",TOR1A,O14656,Torsin-1A,0.3096,N,"Cell projection, Cytoplasm, Cytoplasmic vesicle, Cytoskeleton, Endoplasmic reticulum, Membrane, Nucleus, Synapse",N,Not confident,none,True,False,0.02682
0.02647,N,0.225,"Acyltransferase, Transferase",ZDHHC11,Q9H8X9,Palmitoyltransferase ZDHHC11,0.3428,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.02647
0.02641,N,0.169,"Neurotransmitter transport, Transport",SLC18A1,P54219,Chromaffin granule amine transporter,0.4272,N,"Cytoplasmic vesicle, Endoplasmic reticulum, Membrane, Synapse",N,Not confident,none,True,False,0.02641
0.02625,N,0.244,"Neurotransmitter transport, Transport",STX1B,P61266,Syntaxin-1B,0.3008,N,"Cytoplasm, Cytoskeleton, Membrane, Nucleus",N,Not confident,none,True,False,0.02625
0.02599,N,0.203,"Autophagy, Immunity, Innate immunity, Transferase, Ubl conjugation pathway",RNF185,Q96GF1,E3 ubiquitin-protein ligase RNF185,0.3237,N,"Endoplasmic reticulum, Membrane, Mitochondrion, Mitochondrion outer membrane",N,Not confident,none,True,False,0.02599
0.02592,N,0.223,"Differentiation, Hydrolase, Neurogenesis",CDC42,P60953,Cell division control protein 42 homolog,0.3345,N,"Cell membrane, Cell projection, Cytoplasm, Cytoskeleton, Membrane",N,Not confident,none,True,True,0.02592
0.02579,N,0.229,"Protein transport, Transport",TMEM115,Q12893,Transmembrane protein 115,0.323,N,"Golgi apparatus, Membrane",N,Not confident,none,True,False,0.02579
0.02563,N,0.179,"ER-Golgi transport, Protein transport, Transport",SEC31B,Q9NQW1,Protein transport protein Sec31B,0.377,N,"Cytoplasm, Cytoplasmic vesicle, Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.02563
0.02539,N,0.258,"Developmental protein, Neurogenesis",TMEM14B,Q9NUH8,Transmembrane protein 14B,0.4983,N,Membrane,N,Not confident,none,True,False,0.02539
0.0253,N,0.229,NA,PEF1,Q9UBV8,Peflin,0.3713,N,"Cytoplasm, Cytoplasmic vesicle, Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.0253
0.02518,N,0.228,"Monooxygenase, Oxidoreductase",FMO4,P31512,Dimethylaniline monooxygenase [N-oxide-forming] 4,0.331,N,"Endoplasmic reticulum, Membrane, Microsome",N,Not confident,none,True,False,0.02518
0.02515,N,0.261,"mRNA transport, Protein transport, Translocation, Transport",NUP107,P57740,Nuclear pore complex protein Nup107,0.4934,N,"Centromere, Chromosome, Kinetochore, Membrane, Nuclear pore complex, Nucleus",N,Not confident,none,True,False,0.02515
0.02505,N,0.191,"Catecholamine metabolism, Oxidoreductase",AOC2,O75106,Amine oxidase [copper-containing] 2,0.3484,N,"Cell membrane, Cytoplasm, Membrane",N,Not confident,none,True,True,0.02505
0.025,N,0.21,Chaperone,CLGN,O14967,Calmegin,0.3694,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.025
0.02473,N,0.287,"Ribosome biogenesis, Translation regulation",MTG2,Q9H4K7,Mitochondrial ribosome-associated GTPase 2,0.35,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.02473
0.02473,N,0.232,NA,TVP23B,Q9NYZ1,Golgi apparatus membrane protein TVP23 homolog B,0.3254,N,Membrane,N,Not confident,none,True,False,0.02473
0.02457,N,0.132,"Hydrolase, Lipid degradation, Lipid metabolism",PNPLA2,Q96AD5,Patatin-like phospholipase domain-containing protein 2,0.6133,N,"Cell membrane, Cytoplasm, Lipid droplet, Membrane",N,Not confident,none,True,True,0.02457
0.02425,N,0.251,"Dipeptidase, Hydrolase, Lipid metabolism, Metalloprotease, Protease",DPEP1,P16444,Dipeptidase 1,0.2634,N,"Cell membrane, Cell projection, Membrane",N,Not confident,none,True,True,0.02425
0.02414,N,0.306,"Fatty acid biosynthesis, Fatty acid metabolism, Lipid biosynthesis, Lipid metabolism, Lyase",HACD2,Q6Y1H2,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 2,0.727,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.02414
0.02411,N,0.161,"Protein transport, Transport",AP4S1,Q9Y587,AP-4 complex subunit sigma-1,0.4143,N,"Golgi apparatus, Membrane",N,Not confident,none,True,False,0.02411
0.02408,N,0.226,"Hydrolase, Serine esterase",ABHD1,Q96SE0,Protein ABHD1,0.347,N,Membrane,N,Not confident,none,True,False,0.02408
0.02408,N,0.224,NA,ARL4D,P49703,ADP-ribosylation factor-like protein 4D,0.321,N,"Cell membrane, Cytoplasm, Membrane, Nucleus",N,Not confident,none,True,True,0.02408
0.02406,N,0.305,Transport,SLC25A40,Q8TBP6,Probable mitochondrial glutathione transporter SLC25A40,0.65,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.02406
0.02403,N,0.315,"Ion transport, Iron transport, Transport",SLC25A28,Q96A46,Mitoferrin-2,0.346,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.02403
0.02402,N,0.133,"Cell cycle, Cell division",PARD6G,Q9BYG4,Partitioning defective 6 homolog gamma,0.3157,N,"Cell junction, Cell membrane, Cytoplasm, Membrane, Tight junction",N,Not confident,none,True,True,0.02402
0.02397,N,0.243,"Antiport, Transport",SLC25A24,Q6NUK1,Mitochondrial adenyl nucleotide antiporter SLC25A24,0.3699,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.02397
0.02382,N,0.183,Hydrolase,ALPP,P05187,"Alkaline phosphatase, placental type",0.449,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.02382
0.02382,N,0.218,"Neurotransmitter transport, Transport",SLC32A1,Q9H598,Vesicular inhibitory amino acid transporter,0.3306,N,"Cell projection, Cytoplasmic vesicle, Membrane, Synapse",N,Not confident,none,True,False,0.02382
0.02379,N,0.23,NA,TMEM184A,Q6ZMB5,Transmembrane protein 184A,0.3513,N,"Cell membrane, Cytoplasm, Cytoplasmic vesicle, Endosome, Membrane",N,Not confident,none,True,True,0.02379
0.02376,N,0.264,"Antiport, Transport",SLC25A19,Q9HC21,Mitochondrial thiamine pyrophosphate carrier,0.389,N,"Membrane, Mitochondrion",N,Not confident,none,True,False,0.02376
0.02371,N,0.242,"Autophagy, Host-virus interaction, Protein transport, Transport",VPS39,Q96JC1,Vam6/Vps39-like protein,0.608,N,"Cytoplasm, Endosome, Lysosome, Membrane",N,Not confident,none,True,False,0.02371
0.0236,N,0.19,NA,CNPPD1,Q9BV87,Protein CNPPD1,0.454,N,Membrane,N,Not confident,none,True,False,0.0236
0.02359,N,0.214,"Kinase, Serine/threonine-protein kinase, Transferase",PIK3R4,Q99570,Phosphoinositide 3-kinase regulatory subunit 4,0.3823,N,"Cytoplasmic vesicle, Endosome, Membrane",N,Not confident,none,True,False,0.02359
0.02359,N,0.241,"Hydrolase, Lipid degradation, Lipid metabolism",FAAH,O00519,Fatty-acid amide hydrolase 1,0.267,N,"Cytoplasm, Cytoskeleton, Membrane",N,Not confident,none,True,False,0.02359
0.02351,N,0.179,"Glycosyltransferase, Transferase",UGT3A2,Q3SY77,UDP-glucuronosyltransferase 3A2,0.3108,N,Membrane,N,Not confident,none,True,False,0.02351
0.0235,N,0.217,"Hydrolase, Lipid degradation, Lipid metabolism, Serine esterase",ABHD2,P08910,Monoacylglycerol lipase ABHD2,0.4246,N,"Cell membrane, Cell projection, Cilium, Flagellum, Membrane",N,Not confident,none,True,True,0.0235
0.02348,N,0.221,"Acyltransferase, Lipid biosynthesis, Lipid metabolism, Phospholipid biosynthesis, Phospholipid metabolism, Transferase",MBOAT1,Q6ZNC8,Lysophospholipid acyltransferase 1,0.4714,N,Membrane,N,Not confident,none,True,False,0.02348
0.02304,N,0.293,"Heme biosynthesis, Transport",SLC25A39,Q9BZJ4,Probable mitochondrial glutathione transporter SLC25A39,0.539,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.02304
0.023,N,0.127,GTPase activation,FLCN,Q8NFG4,Folliculin,0.4697,N,"Cell projection, Cytoplasm, Cytoskeleton, Lysosome, Membrane, Nucleus",N,Not confident,none,True,False,0.023
0.02296,N,0.224,"Kinase, Lipid metabolism, Transferase",PI4K2A,Q9BTU6,Phosphatidylinositol 4-kinase type 2-alpha,0.3167,N,"Cell membrane, Cell projection, Cytoplasmic vesicle, Endosome, Golgi apparatus, Membrane, Mitochondrion, Synapse, Synaptosome",N,Not confident,none,True,True,0.02296
0.02287,N,0.24,"Kinase, Serine/threonine-protein kinase, Transferase",PSKH1,P11801,Serine/threonine-protein kinase H1,0.3257,N,"Cell membrane, Cytoplasm, Cytoskeleton, Endoplasmic reticulum, Golgi apparatus, Membrane, Nucleus",N,Not confident,none,True,True,0.02287
0.02284,N,0.243,"Protein transport, Transport, Ubl conjugation pathway",PEX12,O00623,Peroxisome assembly protein 12,0.3499,N,"Membrane, Peroxisome",N,Not confident,none,True,False,0.02284
0.02274,N,0.202,"Decarboxylase, Lyase",UXS1,Q8NBZ7,UDP-glucuronic acid decarboxylase 1,0.3792,N,"Golgi apparatus, Membrane",N,Not confident,none,True,False,0.02274
0.02269,N,0.211,NA,PRKAR1A,P10644,cAMP-dependent protein kinase type I-alpha regulatory subunit,0.3066,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.02269
0.0225,N,0.193,"Ion transport, Potassium transport, Sodium transport, Symport, Transport",SLC12A1,Q13621,Solute carrier family 12 member 1,0.401,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.0225
0.0224,N,0.129,"Glycosyltransferase, Lipid metabolism, Transferase",UGT1A3,P35503,UDP-glucuronosyltransferase 1A3,0.332,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.0224
0.02234,N,0.19,"Ion transport, Porin, Protein transport, Transport",TOMM40L,Q969M1,Mitochondrial import receptor subunit TOM40B,0.3562,N,"Membrane, Mitochondrion, Mitochondrion outer membrane",N,Not confident,none,True,False,0.02234
0.02232,N,0.187,NA,EMC7,Q9NPA0,Endoplasmic reticulum membrane protein complex subunit 7,0.32,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.02232
0.02228,N,0.244,"Monooxygenase, Oxidoreductase",FMO1,Q01740,Flavin-containing monooxygenase 1,0.3623,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.02228
0.0222,N,0.21,Transducer,GNAZ,P19086,Guanine nucleotide-binding protein G(z) subunit alpha,0.354,N,Membrane,N,Not confident,none,True,False,0.0222
0.02213,N,0.147,NA,ITFG1,Q8TB96,T-cell immunomodulatory protein,0.3423,N,"Membrane, Secreted",N,Not confident,none,True,False,0.02213
0.02205,N,0.281,"Chaperone, Protein transport, Translocation, Transport",TIMM10,P62072,Mitochondrial import inner membrane translocase subunit Tim10,0.423,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.02205
0.02205,N,0.192,NA,SLC22A6,Q4U2R8,Solute carrier family 22 member 6,0.2908,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.02205
0.02199,N,0.265,"Lipid metabolism, Oxidoreductase, Steroid metabolism",HSD17B6,O14756,17-beta-hydroxysteroid dehydrogenase type 6,0.3499,N,"Endoplasmic reticulum, Endosome, Membrane, Microsome",N,Not confident,none,True,False,0.02199
0.02196,N,0.254,"Lipid transport, Transport",SLC25A20,O43772,Mitochondrial carnitine/acylcarnitine carrier protein,0.4792,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.02196
0.02188,N,0.255,"Antiport, Ion transport, Transport, Zinc transport",SLC30A1,Q9Y6M5,Proton-coupled zinc antiporter SLC30A1,0.3645,N,"Cell membrane, Cytoplasmic vesicle, Membrane",N,Not confident,none,True,True,0.02188
0.02188,N,0.198,NA,LMBRD2,Q68DH5,G-protein coupled receptor-associated protein LMBRD2,0.3008,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.02188
0.02187,N,0.255,NA,LRRC59,Q96AG4,Leucine-rich repeat-containing protein 59,0.321,N,"Endoplasmic reticulum, Membrane, Microsome, Nucleus",N,Not confident,none,True,False,0.02187
0.02179,N,0.15,"GTPase activation, Signal transduction inhibitor",RGS16,O15492,Regulator of G-protein signaling 16,0.3286,N,Membrane,N,Not confident,none,True,False,0.02179
0.02177,N,0.14,"Amino-acid transport, Antiport, Host cell receptor for virus entry, Host-virus interaction, Receptor, Symport, Transport",SLC1A5,Q15758,Neutral amino acid transporter B(0),0.324,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.02177
0.02153,N,0.27,Oxidoreductase,SORD,Q00796,Sorbitol dehydrogenase,0.6597,N,"Cell projection, Cilium, Flagellum, Membrane, Mitochondrion",N,Not confident,none,True,False,0.02153
0.02145,N,0.196,"Exocytosis, Protein transport, Transport",VAMP7,P51809,Vesicle-associated membrane protein 7,0.3,N,"Cytoplasmic vesicle, Endoplasmic reticulum, Endosome, Golgi apparatus, Lysosome, Membrane, Synapse, Synaptosome",N,Not confident,none,True,False,0.02145
0.02124,N,0.122,NA,NOMO3,P69849,BOS complex subunit NOMO3,0.3184,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.02124
0.02109,N,0.138,"Glycosyltransferase, Transferase",UGT2A3,Q6UWM9,UDP-glucuronosyltransferase 2A3,0.3892,N,Membrane,N,Not confident,none,True,False,0.02109
0.0209,N,0.145,NA,TMEM201,Q5SNT2,Transmembrane protein 201,0.3252,N,"Cytoplasm, Cytoskeleton, Membrane, Nucleus",N,Not confident,none,True,False,0.0209
0.02075,N,0.274,"Carbohydrate metabolism, Glucose metabolism, Oxidoreductase, Xylose metabolism",DCXR,Q7Z4W1,L-xylulose reductase,0.4807,N,Membrane,N,Not confident,none,True,False,0.02075
0.02068,N,0.23,"Dipeptidase, Hydrolase, Lipid metabolism, Metalloprotease, Protease",DPEP2,Q9H4A9,Dipeptidase 2,0.4004,N,Membrane,N,Not confident,none,True,False,0.02068
0.02068,N,0.168,"Autophagy, Ubl conjugation pathway",MAP1LC3B2,A6NCE7,Microtubule-associated proteins 1A/1B light chain 3 beta 2,0.3328,N,"Cytoplasm, Cytoplasmic vesicle, Cytoskeleton, Membrane, Microtubule",N,Not confident,none,True,False,0.02068
0.0206,N,0.18,"Calmodulin-binding, Host-virus interaction",IQGAP1,P46940,Ras GTPase-activating-like protein IQGAP1,0.3523,N,"Cell membrane, Cytoplasm, Membrane, Nucleus",N,Not confident,none,True,True,0.0206
0.02058,N,0.189,"Hydrogen ion transport, Ion transport, Transport",ATP5PB,P24539,"ATP synthase F(0) complex subunit B1, mitochondrial",0.4287,N,"CF(0), Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.02058
0.02052,N,0.271,Hydrolase,DOLPP1,Q86YN1,Dolichyldiphosphatase 1,0.3552,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.02052
0.02036,N,0.238,"Acyltransferase, Lipid biosynthesis, Lipid metabolism, Transferase",AWAT1,Q58HT5,Acyl-CoA wax alcohol acyltransferase 1,0.3179,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.02036
0.02019,N,0.243,"ER-Golgi transport, Protein transport, Transport",ARCN1,P48444,Coatomer subunit delta,0.309,N,"Cytoplasm, Cytoplasmic vesicle, Golgi apparatus, Membrane",N,Not confident,none,True,False,0.02019
0.02011,N,0.198,NA,LEPROT,O15243,Leptin receptor gene-related protein,0.4048,N,"Endosome, Golgi apparatus, Membrane",N,Not confident,none,True,False,0.02011
0.02003,N,0.215,"Lipid biosynthesis, Lipid metabolism, Nucleotidyltransferase, Phospholipid biosynthesis, Phospholipid metabolism, Transferase",PCYT1A,P49585,Choline-phosphate cytidylyltransferase A,0.3066,N,"Cytoplasm, Endoplasmic reticulum, Membrane, Nucleus",N,Not confident,none,True,False,0.02003
0.01982,N,0.213,"Lipid biosynthesis, Lipid metabolism, Phospholipid biosynthesis, Phospholipid metabolism",SERINC1,Q9NRX5,Serine incorporator 1,0.4124,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.01982
0.01971,N,0.18,NA,SAYSD1,Q9NPB0,SAYSvFN domain-containing protein 1,0.3054,N,"Cytoplasmic vesicle, Membrane",N,Not confident,none,True,False,0.01971
0.01941,N,0.193,"Amino-acid transport, Antiport, Transport",SLC7A8,Q9UHI5,Large neutral amino acids transporter small subunit 2,0.3545,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.01941
0.0194,N,0.284,"Acyltransferase, Apoptosis, DNA damage, Transferase",ZDHHC16,Q969W1,Palmitoyltransferase ZDHHC16,0.3728,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.0194
0.0193,N,0.132,"Developmental protein, Differentiation, Neurogenesis",SEMA5B,Q9P283,Semaphorin-5B,0.3337,N,Membrane,N,Not confident,none,True,False,0.0193
0.01924,N,0.267,"Lipid biosynthesis, Lipid metabolism, Phospholipid biosynthesis, Phospholipid metabolism, Transferase",CDIPT,O14735,CDP-diacylglycerol--inositol 3-phosphatidyltransferase,0.36,N,"Cell membrane, Endoplasmic reticulum, Membrane",N,Not confident,none,True,True,0.01924
0.01924,N,0.193,"mRNA transport, Protein transport, Translocation, Transport",NUP35,Q8NFH5,Nucleoporin NUP35,0.3093,N,"Membrane, Nuclear pore complex, Nucleus",N,Not confident,none,True,False,0.01924
0.0192,N,0.208,"Antiviral defense, Exocytosis, Host-virus interaction, Protein transport, Transport",EXOC1,Q9NV70,Exocyst complex component 1,0.3938,N,"Cell membrane, Cytoplasm, Membrane",N,Not confident,none,True,True,0.0192
0.01917,N,0.22,"Cell cycle, Cell division, Chromosome partition, Mitosis, mRNA transport, Protein transport, Translocation, Transport",SEH1L,Q96EE3,Nucleoporin SEH1,0.3245,N,"Centromere, Chromosome, Kinetochore, Lysosome, Membrane, Nuclear pore complex, Nucleus",N,Not confident,none,True,False,0.01917
0.01901,N,0.091,NA,PROM1,O43490,Prominin-1,0.2089,Y,"Cell membrane, Cell projection, Cilium, Endoplasmic reticulum, Membrane",N,Not confident,none,True,True,0.01901
0.019,N,0.219,"Hydrolase, Lipid metabolism, Sphingolipid metabolism",ACER2,Q5QJU3,Alkaline ceramidase 2,0.654,N,"Golgi apparatus, Membrane",N,Not confident,none,True,False,0.019
0.01897,N,0.052,Receptor,ANTXR1,Q9H6X2,Anthrax toxin receptor 1,0.2534,N,"Cell membrane, Cell projection, Membrane",N,Not confident,none,True,True,0.01897
0.01875,N,0.164,"Glycosyltransferase, Lipid metabolism, Sphingolipid metabolism, Transferase",UGT8,Q16880,2-hydroxyacylsphingosine 1-beta-galactosyltransferase,0.454,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.01875
0.01874,N,0.267,"mRNA transport, Protein transport, Translocation, Transport",NUTF2,P61970,Nuclear transport factor 2,0.3313,N,"Cytoplasm, Membrane, Nuclear pore complex, Nucleus",N,Not confident,none,True,False,0.01874
0.01859,N,0.234,NA,LEPROTL1,O95214,Leptin receptor overlapping transcript-like 1,0.3755,N,Membrane,N,Not confident,none,True,False,0.01859
0.01857,N,0.228,"Hydrolase, Immunity, Innate immunity, Protease, Thiol protease, Ubl conjugation pathway",USP14,P54578,Ubiquitin carboxyl-terminal hydrolase 14,0.474,N,"Cell membrane, Cytoplasm, Membrane, Proteasome",N,Not confident,none,True,True,0.01857
0.01854,N,0.131,"Calmodulin-binding, Carboxypeptidase, Hydrolase, Metalloprotease, Protease",ACE,P12821,Angiotensin-converting enzyme,0.2974,N,"Cell membrane, Cytoplasm, Membrane, Secreted",N,Not confident,none,True,True,0.01854
0.01837,N,0.249,"ER-Golgi transport, Transport",ERGIC3,Q9Y282,Endoplasmic reticulum-Golgi intermediate compartment protein 3,0.3552,N,"Endoplasmic reticulum, Golgi apparatus, Membrane",N,Not confident,none,True,False,0.01837
0.01828,N,0.147,"Apoptosis, Transferase, Ubl conjugation pathway",RNF34,Q969K3,E3 ubiquitin-protein ligase RNF34,0.3984,N,"Cell membrane, Cytoplasm, Membrane, Nucleus",N,Not confident,none,True,True,0.01828
0.01823,N,0.088,Transport,SLC19A3,Q9BZV2,Thiamine transporter 2,0.2542,N,Membrane,N,Not confident,none,True,False,0.01823
0.01808,N,0.181,NA,PLSCR4,Q9NRQ2,Phospholipid scramblase 4,0.4387,N,Membrane,N,Not confident,none,True,False,0.01808
0.01799,N,0.161,"Hydrolase, Protease",SPPL2C,Q8IUH8,Signal peptide peptidase-like 2C,0.3306,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.01799
0.01797,N,0.262,"ER-Golgi transport, Protein transport, Transport",SEC22B,O75396,Vesicle-trafficking protein SEC22b,0.3096,N,"Endoplasmic reticulum, Golgi apparatus, Membrane",N,Not confident,none,True,False,0.01797
0.01796,N,0.177,"Neurotransmitter transport, Transport",SLC18A3,Q16572,Vesicular acetylcholine transporter,0.4907,N,"Cytoplasmic vesicle, Membrane, Synapse",N,Not confident,none,True,False,0.01796
0.01788,N,0.131,Hearing,USH1G,Q495M9,pre-mRNA splicing regulator USH1G,0.3052,N,"Cell membrane, Cell projection, Cytoplasm, Cytoskeleton, Membrane, Nucleus",N,Not confident,none,True,True,0.01788
0.01787,N,0.227,NA,RAB33A,Q14088,Ras-related protein Rab-33A,0.3333,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.01787
0.01785,N,0.135,"Cell cycle, Cell division",PARD6A,Q9NPB6,Partitioning defective 6 homolog alpha,0.3005,N,"Cell junction, Cell membrane, Cell projection, Cytoplasm, Cytoskeleton, Membrane, Tight junction",N,Not confident,none,True,True,0.01785
0.0176,N,0.253,NA,SPCS3,P61009,Signal peptidase complex subunit 3,0.4993,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.0176
0.01758,N,0.237,"Electron transport, Respiratory chain, Transport",UQCRC2,P22695,"Cytochrome b-c1 complex subunit 2, mitochondrial",0.3958,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.01758
0.01749,N,0.144,Endocytosis,TRIP10,Q15642,Cdc42-interacting protein 4,0.3235,N,"Cell membrane, Cell projection, Cytoplasm, Cytoskeleton, Golgi apparatus, Lysosome, Membrane",N,Not confident,none,True,True,0.01749
0.01743,N,0.255,Oxidoreductase,DHRS7B,Q6IAN0,Dehydrogenase/reductase SDR family member 7B,0.306,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.01743
0.01741,N,0.163,"Glycosyltransferase, Lipid metabolism, Steroid metabolism, Transferase",UGT2B17,O75795,UDP-glucuronosyltransferase 2B17,0.4272,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.01741
0.01735,N,0.289,NA,ZFAND2B,Q8WV99,AN1-type zinc finger protein 2B,0.4055,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.01735
0.01732,N,0.194,"Amino-acid transport, Antiport, Transport",SLC7A6,Q92536,Y+L amino acid transporter 2,0.3406,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.01732
0.01729,N,0.157,NA,TPBGL,P0DKB5,Trophoblast glycoprotein-like,0.2593,N,Membrane,N,Not confident,none,True,False,0.01729
0.01724,N,0.233,"Host-virus interaction, Protein transport, Transport",VPS29,Q9UBQ0,Vacuolar protein sorting-associated protein 29,0.3157,N,"Cytoplasm, Endosome, Membrane",N,Not confident,none,True,False,0.01724
0.0171,N,0.21,Oxidoreductase,MAOB,P27338,Amine oxidase [flavin-containing] B,0.3298,N,"Membrane, Mitochondrion, Mitochondrion outer membrane",N,Not confident,none,True,False,0.0171
0.01704,N,0.129,Unfolded protein response,JKAMP,Q9P055,JNK1/MAPK8-associated membrane protein,0.4473,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.01704
