rank,gene,protein_name,final_score,tier,multiplicative_score,tumour_quality,safety_score,consensus_multiplier,score_specificity,score_intensity,score_uniformity,score_accessibility,score_druggability,epi_mean,epi_detection,caf_mean,immune_mean,endothelial_mean,tme_max_mean,log2fc_mean,log2fc_sd,n_datasets_reproducible,n_datasets,topology_class,max_ecd_segment,surface_confirmation,ab_tractability_bucket,ot_n_drugs,ot_drugs,depmap_mean_gene_effect,safety_source,safety_is_default,protein_worst_tissue,rna_worst_tissue,rna_max_ntpm,n_normal_tissues_medium_high,almen_class,uniprot,ensembl_gene
284,SLC2A1,"Solute carrier family 2, facilitated glucose transporter member 1",0.20103659886178,Tier 3,0.0081250376995977,0.2708345899865929,0.05,0.6,0.1888243403329133,0.2162983716709414,0.1546380677626533,0.2333333333333333,0.7,0.61009695,0.1546380677626533,0.314444406,0.36602729,0.28321028,0.4451033619999999,0.5664730209987399,0.5179433067009851,1,5,multi-pass (12 TM),34,experimental (CSPA/GPI),UniProt loc high conf,0.0,,-0.2914576590950605,protein+RNA (min),False,Cerebral cortex,basal ganglia,92.7,4.0,Transporters,P11166,ENSG00000117394
285,LNPEP,Leucyl-cystinyl aminopeptidase,0.2009676748442841,Tier 3,0.0081166837242021,0.324667348968086,0.05,0.5,0.0,0.1779985277154411,0.170338217124989,1.0,0.7,0.4798743499999999,0.170338217124989,0.244587274,0.7666020259999999,0.340208252,0.7666020259999999,-0.8616125768174594,0.5541906598891173,0,5,type II,894,experimental (CSPA/GPI),UniProt loc high conf,1.0,TOSEDOSTAT,-0.0253733982085185,protein+RNA (min),False,Cerebellum,bone marrow,18.1,41.0,Enzymes,Q9UIQ6,ENSG00000113441
286,LAMP2,Lysosome-associated membrane glycoprotein 2,0.2008040448196385,Tier 3,0.0080968737910052,0.3238749516402078,0.05,0.5,0.0,0.2404208497820785,0.2620789084189606,0.7891666666666667,0.7,0.697934804,0.2620789084189606,1.315538068,0.719999706,1.02138914,1.336973648,-0.896162133292037,0.5684253307918775,0,5,type I,347,experimental (CSPA/GPI),UniProt loc high conf,0.0,,0.1491413612640006,protein+RNA (min),False,Cerebellum,liver,142.2,42.0,Receptors,P13473,ENSG00000005893
287,TSPAN8,Tetraspanin-8,0.2006458711635021,Tier 3,0.008077755098781,0.2307930028223149,0.05,0.7,0.0,0.263736718766236,0.1439782953453386,0.295,0.7,0.787387068,0.1439782953453386,0.898435446,0.0200122723999999,0.0245076848,0.898435446,-0.4035862728746004,1.3564241400749382,2,5,multi-pass (4 TM),96,Open Targets confirmed,UniProt loc high conf,0.0,,-0.035681492418351,protein+RNA (min),False,Kidney,spinal cord,891.6,11.0,Miscellaneous,P19075,ENSG00000127324
288,SLC41A2,Solute carrier family 41 member 2,0.2000966195036888,Tier 3,0.0080115999425417,0.228902855501192,0.05,0.7,0.0484788512696868,0.1255324372528027,0.1162635633486274,0.4066666666666667,0.7,0.3184087926,0.1162635633486274,0.18576889,0.1219532544,0.0067358104,0.18576889,0.1454365538090604,0.770147719165664,2,5,multi-pass (11 TM),158,Open Targets confirmed,UniProt loc high conf,0.0,,0.081579768913427,protein+RNA (min),False,Cerebellum,liver,86.0,28.0,Transporters,Q96JW4,ENSG00000136052
289,CNNM4,Metal transporter CNNM4,0.1996851741642034,Tier 3,0.0079622803376844,0.2654093445894824,0.05,0.6,0.2124503111947885,0.0880082888277338,0.1003629673274952,0.3933333333333333,0.7,0.213849168,0.1003629673274952,0.0597415604,0.1155401091999999,0.0702764722,0.1262924966,0.6373509335843657,0.2115651489290679,1,5,multi-pass (3 TM),178,experimental (CSPA/GPI),UniProt loc high conf,0.0,,-0.0994575378207928,protein+RNA (min),False,Cerebellum,cerebellum,36.0,24.0,Unclassified,Q6P4Q7,ENSG00000158158
290,GGT7,Gamma-glutamyltransferase 7,0.1995519811832731,Tier 3,0.0079463580845821,0.3178543233832852,0.05,0.5,0.1406984249920404,0.1089468252100206,0.1199021542183451,0.8825000000000001,0.65,0.271126632,0.1199021542183451,0.188261108,0.1147643499999999,0.0350493514,0.1938757353999999,0.4220952749761212,0.3563559698401721,0,5,type II,531,unconfirmed (ML prediction only),GO CC high conf,0.0,,-0.0448706722734151,protein+RNA (min),False,Cerebellum,cerebellum,80.2,27.0,Unclassified,Q9UJ14,ENSG00000131067
291,SORT1,Sortilin,0.1995415291612239,Tier 3,0.0079451095202843,0.3178043808113741,0.05,0.5,0.0,0.1444802705254133,0.1695416335314573,1.0,0.7,0.374581264,0.1695416335314573,0.4018408679999999,0.171888319,0.37715756,0.4191638359999999,-0.1481948593161198,0.3426678648846728,0,5,type I,723,experimental (CSPA/GPI),UniProt loc high conf,0.0,,-0.1416804655277235,protein+RNA (min),False,Cerebellum,spinal cord,146.6,13.0,Receptors,Q99523,ENSG00000134243
292,CD164,Sialomucin core protein 24,0.1985831577725498,Tier 3,0.007831180553616,0.3132472221446408,0.05,0.5,0.0,0.3481515245353482,0.3512095861878556,0.4558333333333333,0.7,1.152517994,0.3512095861878556,1.304810604,1.86924919,0.929664906,1.86924919,-0.7472182316473159,0.3075081067755318,0,5,type I,139,experimental (CSPA/GPI),UniProt loc high conf,0.0,,-0.1607200324440094,protein+RNA (min),False,Stomach,kidney,337.3,37.0,Unclassified,Q04900,ENSG00000135535
293,TTYH3,Protein tweety homolog 3,0.1980504327331076,Tier 3,0.0077683250055501,0.2327053597785077,0.0667653294530397,0.5,0.0,0.1924679673753355,0.1510588315172032,0.3933333333333333,0.7,0.527785424,0.1510588315172032,0.812614778,0.521622114,0.67379402,0.8652164219999999,-0.7611701174826695,0.3313310371398134,0,5,multi-pass (5 TM),130,experimental (CSPA/GPI),UniProt loc high conf,0.0,,-0.053480343132814,RNA only,False,,cerebellum,92.1,,Transporters,Q9C0H2,ENSG00000136295
294,CLSTN3,Calsyntenin-3,0.1976533007853,Tier 3,0.0077216873692925,0.3088674947717019,0.05,0.5,0.0,0.2335765050732688,0.1482609687852406,1.0,0.55,0.6725363957999999,0.1482609687852406,0.57860826,0.4526110519999999,0.6492951180000001,0.6763239780000001,-0.7878925537823258,1.090472602328903,0,5,type I,825,Open Targets confirmed,UniProt loc med conf,0.0,,-0.0983063712926917,RNA only,False,,cerebellum,137.4,,Miscellaneous,Q9BQT9,ENSG00000139182
295,LIFR,Leukemia inhibitory factor receptor,0.1975498243872801,Tier 3,0.0077095662335059,0.3083826493402374,0.05,0.5,0.0,0.1438808388824971,0.1605324078186898,1.0,0.65,0.372768064,0.1605324078186898,0.23060724,0.01515017528,4.36401428,4.36401428,-3.441797897749994,0.5637720879380623,0,5,type I,789,Open Targets confirmed,GO CC high conf,0.0,,-0.0830722314825189,protein+RNA (min),False,Cerebral cortex,liver,46.9,37.0,Receptors,P42702,ENSG00000113594
296,NPTN,Neuroplastin,0.1974997486204033,Tier 3,0.0077037049589112,0.3081481983564505,0.05,0.5,0.0,0.3019063227129346,0.2644596690693179,0.7491666666666666,0.55,0.944111834,0.2644596690693179,1.069640584,0.419927901,0.721559364,1.102291412,-0.3843756312824301,0.2941501655169824,0,5,type I,311,experimental (CSPA/GPI),UniProt loc med conf,0.0,,-0.0332173699678572,protein+RNA (min),False,Cerebral cortex,basal ganglia,278.5,35.0,Unclassified,Q9Y639,ENSG00000156642
297,TMEM30A,Cell cycle control protein 50A,0.1966289999764625,Tier 3,0.0076022598750361,0.2746065419553986,0.0553683814005484,0.5,0.0,0.250220061802387,0.2621876479746056,0.4975,0.65,0.734971176,0.2621876479746056,0.802539826,0.415552636,0.8177572200000001,1.0617901,-0.6490122982920115,1.0046141236696025,0,5,multi-pass (2 TM),255,Open Targets confirmed,GO CC high conf,0.0,,-0.2860049370412514,protein+RNA (min),False,Cerebellum,cerebral cortex,97.4,21.0,Miscellaneous,Q9NV96,ENSG00000112697
298,IL13RA1,Interleukin-13 receptor subunit alpha-1,0.1965430713975022,Tier 3,0.0075922974693926,0.3036918987757062,0.05,0.5,0.0,0.2277895382468355,0.2375449556316957,0.7541666666666667,0.65,0.651358412,0.2375449556316957,0.48649509,0.348220236,0.97818968,0.97818968,-0.5540278737102226,0.387197740707279,0,5,type I,317,unconfirmed (ML prediction only),GO CC high conf,1.0,CINTREDEKIN BESUDOTOX,-0.0007009681353386,RNA only,False,,liver,112.5,,Receptors,P78552,ENSG00000131724
299,GPC1,Glypican-1,0.196482391610747,Tier 3,0.0075852676091883,0.3034107043675348,0.05,0.5,0.0,0.2266927511679144,0.1647357706697594,0.8508333333333334,0.65,0.647374942,0.1647357706697594,0.8380039480000001,0.0439723457,0.1867431581999999,0.8380039480000001,-0.4718195296297633,0.4350079147856549,0,5,no TM (GPI/peripheral),535,experimental (CSPA/GPI),GO CC high conf,0.0,,-0.068337214720091,RNA only,False,,heart muscle,213.4,,,P35052,ENSG00000063660
300,BACE2,Beta-secretase 2,0.1964225924857109,Tier 3,0.0075783440218941,0.3031337608757644,0.05,0.5,0.0,0.1800470311051552,0.1849967732736669,0.8341666666666667,0.7,0.486564928,0.1849967732736669,0.571615062,0.102305915,0.8474702900000001,0.866192256,-0.7160488585768002,0.7678540775494206,0,5,type I,449,Open Targets confirmed,UniProt loc high conf,0.0,,0.1189800752882664,protein+RNA (min),False,Cerebral cortex,kidney,21.6,4.0,Enzymes,Q9Y5Z0,ENSG00000182240
301,NRP2,Neuropilin-2,0.1964201460754227,Tier 3,0.0075780608644277,0.3031224345771106,0.05,0.5,0.0,0.1258732668807701,0.1147389060047828,1.0,0.7,0.31939865,0.1147389060047828,1.019835116,0.1406647082,1.72571011,1.83848032,-2.088984930561949,1.4809912868114137,0,5,type I,842,Open Targets confirmed,UniProt loc high conf,0.0,,0.0103139968168364,protein+RNA (min),False,Cerebral cortex,colon,73.7,21.0,Receptors,O60462,ENSG00000118257
302,PTTG1IP,Pituitary tumor-transforming gene 1 protein-interacting protein,0.1957762755760021,Tier 3,0.0075037816273244,0.3001512650929765,0.05,0.5,0.0,0.4578702052396581,0.4028861202252244,0.4033333333333333,0.45,1.74077734,0.4028861202252244,2.29234346,0.757240594,3.0861602400000003,3.0861602400000003,-0.8301092932015172,0.4775268271767142,0,5,type I,64,unconfirmed (ML prediction only),UniProt SigP or TMHMM,0.0,,0.1508740030097754,RNA only,False,,heart muscle,234.8,,Unclassified,P53801,ENSG00000183255
303,ATP1B3,Sodium/potassium-transporting ATPase subunit beta-3,0.1956673472165855,Tier 3,0.0074912634620364,0.2996505384814595,0.05,0.5,0.0,0.3076467608932763,0.2743559315140215,0.5716666666666667,0.65,0.968842526,0.2743559315140215,1.224117604,2.306496996,2.3616404600000003,2.72891934,-1.4660685593634588,0.5274541907172446,0,5,type II,218,experimental (CSPA/GPI),GO CC high conf,6.0,LANATOSIDE C; DESLANOSIDE; DIGOXIN; ISTAROXIME; ACETYLDIGITOXIN; DIGITOXIN,-0.3151119986819068,protein+RNA (min),False,Lung,cerebellum,384.1,24.0,Transporters,P54709,ENSG00000069849
304,SLC38A2,Sodium-coupled neutral amino acid transporter 2,0.1951122409452238,Tier 3,0.0074276862570878,0.2971074502835135,0.05,0.5,0.0,0.481760013400699,0.3512772380168681,0.22,0.65,1.88881832,0.3512772380168681,2.67037788,1.61587446,2.5105734,2.92508498,-0.6381667432212718,0.5376975519305186,0,5,multi-pass (11 TM),54,Open Targets confirmed,GO CC high conf,0.0,,-0.4303144955185893,protein+RNA (min),False,Kidney,liver,287.3,35.0,Transporters,Q96QD8,ENSG00000134294
305,TMEM123,Porimin,0.1948991245998692,Tier 3,0.0074033735905737,0.296134943622948,0.05,0.5,0.0,0.4380447036561335,0.3945050144586067,0.4141666666666667,0.45,1.62369947,0.3945050144586067,1.30145664,1.45862886,1.859319512,2.03267744,-0.3463318105884657,0.4487014937130187,0,5,type I,137,unconfirmed (ML prediction only),UniProt SigP or TMHMM,0.0,,0.048288534895893,RNA only,False,,liver,368.0,,Unclassified,Q8N131,ENSG00000152558
306,CLDN12,Claudin-12,0.194712210410393,Tier 3,0.007382093830096,0.2460697943365346,0.05,0.6,0.1411207266983686,0.1277437696307079,0.1540491120044123,0.2825,0.7,0.32484432,0.1540491120044123,0.160540097,0.0280716646,0.1385655713999999,0.239700897,0.423362180095106,0.4943422916930379,1,5,multi-pass (4 TM),57,experimental (CSPA/GPI),UniProt loc high conf,0.0,,0.0636170851984747,protein+RNA (min),False,Heart muscle,liver,48.6,39.0,Miscellaneous,P56749,ENSG00000157224
307,IL4R,Interleukin-4 receptor subunit alpha,0.1944157151893288,Tier 3,0.0073484222231673,0.2939368889266925,0.05,0.5,0.0,0.1314927567972839,0.1500666878361787,0.5841666666666667,1.0,0.33582666,0.1500666878361787,0.444364318,0.6204483740000001,1.47559072,1.47559072,-1.9569859784138328,0.7834136308896649,0,5,type I,209,experimental (CSPA/GPI),Approved Drug,2.0,CINTREDEKIN BESUDOTOX; DUPILUMAB,0.0099849295426793,protein+RNA (min),False,Bone marrow,liver,114.2,13.0,Receptors,P24394,ENSG00000077238
308,SLC20A2,Sodium-dependent phosphate transporter 2,0.1941997297457722,Tier 3,0.0073239583112305,0.2092559517494451,0.05,0.7,0.0636164692681448,0.1117665559427903,0.1422134989022183,0.2291666666666666,0.7,0.27904376,0.1422134989022183,0.279810172,0.139679474,0.1949307109999999,0.293074777,0.1908494078044345,0.8129158978514444,2,5,multi-pass (12 TM),29,Open Targets confirmed,UniProt loc high conf,0.0,,-0.1776357137560949,protein+RNA (min),False,Liver,heart muscle,146.2,27.0,Transporters,Q08357,ENSG00000168575
309,IL17RC,Interleukin-17 receptor C,0.1931968606099756,Tier 3,0.0072110780288358,0.2884431211534342,0.05,0.5,0.0,0.0996173746615395,0.1182232311056315,0.9325,0.7,0.245279418,0.1182232311056315,0.3146410039999999,0.0307731077999999,0.179740538,0.3175762159999999,-0.2339044393456648,0.3024580989555033,0,5,type I,519,experimental (CSPA/GPI),UniProt loc high conf,0.0,,0.0177337596694989,protein+RNA (min),False,Heart muscle,liver,64.2,29.0,Receptors,Q8NAC3,ENSG00000163702
310,FGFR1,Fibroblast growth factor receptor 1,0.1929269744302386,Tier 3,0.0071808996989193,0.2872359879567735,0.05,0.5,0.0,0.2537102844521645,0.1430946553317033,0.7358333333333333,0.65,0.7483567680000001,0.1430946553317033,1.7166711200000002,0.1506356152,0.967605414,1.7166711200000002,-2.2316848888443,1.472663627554852,0,5,type I,355,experimental (CSPA/GPI),GO CC high conf,26.0,TG100-801; E-7090; NINTEDANIB ESYLATE; PAZOPANIB; FGFR INHIBITOR DEBIO 1347; INFIGRATINIB,-0.0757467408790826,protein+RNA (min),False,Cerebral cortex,heart muscle,86.3,39.0,Receptors,P11362,ENSG00000077782
311,HLA-DPA1,"HLA class II histocompatibility antigen, DP alpha 1 chain",0.1927106731885783,Tier 3,0.0071567740406767,0.2862709616270683,0.05,0.5,0.0,0.5446508407842665,0.2492039673510752,0.55,0.3,2.31790878,0.2492039673510752,0.4974018,8.8384164,4.580194260000001,8.8384164,-1.336071506878264,1.3910703616740483,0,5,type I,192,experimental (CSPA/GPI),not in Open Targets,,,0.0620860512898726,protein+RNA (min),False,Rectum,liver,570.0,8.0,Miscellaneous,P20036,ENSG00000168384;ENSG00000206291;ENSG00000224103;ENSG00000231389;ENSG00000228163;ENSG00000235844;ENSG00000229685;ENSG00000236177
312,HLA-DPB1,"HLA class II histocompatibility antigen, DP beta 1 chain",0.1915258125360343,Tier 3,0.0070255760691228,0.2810230427649137,0.05,0.5,0.0,0.5150434494591203,0.2344467643654484,0.5741666666666667,0.3,2.10849438,0.2344467643654484,0.56826182,8.348255,3.13915924,8.348255,-1.385214891605997,1.4509665411667303,0,5,type I,197,experimental (CSPA/GPI),not in Open Targets,,,0.039996032305854,protein+RNA (min),False,Bone marrow,spinal cord,376.0,23.0,Miscellaneous,P04440,ENSG00000215048;ENSG00000236693;ENSG00000223865;ENSG00000230763;ENSG00000226826;ENSG00000237710
313,IFNGR1,Interferon gamma receptor 1,0.1913937660512469,Tier 3,0.0070110548436265,0.2804421937450636,0.05,0.5,0.0,0.2088296721977375,0.2177562965275805,0.6008333333333333,0.7,0.583833434,0.2177562965275805,0.7899415120000001,1.073915898,4.79378774,4.79378774,-2.780577848975444,0.6678453148567142,0,5,type I,229,Open Targets confirmed,UniProt loc high conf,1.0,INTERFERON GAMMA-1B,0.066964541848761,protein+RNA (min),False,Cerebral cortex,spinal cord,154.4,30.0,Receptors,P15260,ENSG00000027697
314,SLC1A5,Neutral amino acid transporter B(0),0.1911815250977214,Tier 3,0.0069877565383813,0.2329252179460443,0.05,0.6,0.0097025683781851,0.2292601540968161,0.210812083066128,0.2466666666666666,0.7,0.6567147280000001,0.210812083066128,0.5428577019999999,0.524986568,0.496554812,0.625635434,0.0291077051345553,0.5943077403186353,1,5,multi-pass (10 TM),74,Open Targets confirmed,UniProt loc high conf,0.0,,0.0035049896518272,protein+RNA (min),False,Kidney,lung,116.9,30.0,Transporters,Q15758,ENSG00000105281
315,ITM2C,Integral membrane protein 2C,0.1907935092227287,Tier 3,0.0069452964528854,0.2778118581154162,0.05,0.5,0.0,0.262364120834665,0.1923201697424159,0.5458333333333334,0.7,0.7819928559999999,0.1923201697424159,1.77314945,1.79185535,0.2820078339999999,2.33421107,-1.680616534497662,0.6050172775957486,0,5,type II,187,Open Targets confirmed,UniProt loc high conf,0.0,,0.0708180716169086,RNA only,False,,amygdala,1020.9,,Miscellaneous,Q9NQX7,ENSG00000135916
316,ENPP4,Bis(5'-adenosyl)-triphosphatase ENPP4,0.1907481158949167,Tier 3,0.0069403403862366,0.2776136154494639,0.05,0.5,0.0,0.1130806082852009,0.1324874689621188,0.8233333333333333,0.7,0.28275013,0.1324874689621188,0.0330949624,0.24143813,0.341829984,0.365001364,-0.3377137799398803,0.8080095363887072,0,5,type I,388,experimental (CSPA/GPI),UniProt loc high conf,0.0,,0.1038471285280275,protein+RNA (min),False,Cerebral cortex,spinal cord,35.9,34.0,Enzymes,Q9Y6X5,ENSG00000001561
317,PILRB,Paired immunoglobulin-like type 2 receptor beta,0.1904518605857262,Tier 3,0.0069080529751478,0.2763221190059128,0.05,0.5,0.0,0.2971914066797708,0.1981691883497933,0.5316666666666667,0.65,0.92403178,0.1981691883497933,0.433775088,0.981345646,1.013759336,1.0639877700000002,-0.3005688780402572,0.2992189517621093,0,5,type I,170,unconfirmed (ML prediction only),GO CC high conf,0.0,,-0.0255175016351826,protein+RNA (min),False,Cerebellum,cerebellum,264.0,35.0,Unclassified,Q9UKJ0,ENSG00000121716
318,SLC4A7,Sodium bicarbonate cotransporter 3,0.1903263457760745,Tier 3,0.0068944039881975,0.2757761595279028,0.05,0.5,0.0,0.0986017300130609,0.1065290676264533,0.865,0.7,0.2424974939999999,0.1065290676264533,0.383388896,0.985578556,0.90864333,1.054574096,-1.667462284118604,0.6213949794115152,0,5,multi-pass (11 TM),603,experimental (CSPA/GPI),UniProt loc high conf,0.0,,-0.4773642624787226,protein+RNA (min),False,Kidney,duodenum,67.5,6.0,Transporters,Q9Y6M7,ENSG00000033867
319,SLC37A1,Glycerol-3-phosphate transporter,0.1896344890899111,Tier 3,0.0068194912705942,0.194842607731264,0.05,0.7,0.1369397374882616,0.1158025108777659,0.1167509215461616,0.265,0.45,0.290461633,0.1167509215461616,0.16703956,0.174239678,0.0845501484,0.1902387039999999,0.4108192124647849,0.3316928158869983,2,5,multi-pass (12 TM),60,unconfirmed (ML prediction only),UniProt SigP or TMHMM,0.0,,-0.0785393784053821,protein+RNA (min),False,Cerebellum,duodenum,43.1,35.0,Transporters,P57057,ENSG00000160190
320,SLC40A1,Solute carrier family 40 member 1,0.1895595070468281,Tier 3,0.0068114051271046,0.2270468375701559,0.05,0.6,0.0,0.2204194759171265,0.2004397119336533,0.2525,0.7,0.6247747140000001,0.2004397119336533,1.175675266,0.282296,0.258650532,1.175675266,-0.9318403574681738,1.0594000671478494,1,5,multi-pass (9 TM),57,Open Targets confirmed,UniProt loc high conf,0.0,,0.0344944984862455,protein+RNA (min),False,Bone marrow,liver,346.9,1.0,Transporters,Q9NP59,ENSG00000138449
321,ABCC5,Multidrug resistance-associated protein 5,0.1892566725956291,Tier 3,0.0067788121767009,0.2259604058900302,0.05,0.6,0.0912663528825353,0.1659490420639949,0.1357034580623533,0.2216666666666666,0.7,0.441124798,0.1357034580623533,0.192437498,0.1751573867999999,0.370206102,0.389117174,0.273799058647606,0.1854097110190103,1,5,multi-pass (12 TM),32,Open Targets confirmed,UniProt loc high conf,0.0,,0.0511393791990192,RNA only,False,,cerebellum,137.7,,Transporters,O15440,ENSG00000114770
322,PKD1,Polycystin-1,0.1890492963899845,Tier 3,0.0067565531270457,0.2702621250818286,0.05,0.5,0.0,0.0749209099045019,0.1026397155046412,0.865,0.7,0.179366827,0.1026397155046412,0.355335216,0.156546898,0.23798514,0.361672832,-0.7656443008309566,0.3345736533020664,0,5,multi-pass (11 TM),3051,Open Targets confirmed,UniProt loc high conf,0.0,,0.2216338301878826,protein+RNA (min),False,Kidney,cerebellum,199.9,20.0,Transporters,P98161,ENSG00000008710
323,HLA-DQA1,"HLA class II histocompatibility antigen, DQ alpha 1 chain",0.1887801422218488,Tier 3,0.0067277357776225,0.1807960773894031,0.0744234706279851,0.5,0.0,0.1800072609595624,0.1152231259874534,0.5116666666666667,0.3,0.486434748,0.1152231259874534,0.189048758,3.05836352,0.76224713,3.05836352,-1.766326587348399,1.8081552492226325,0,5,type I,194,experimental (CSPA/GPI),not in Open Targets,,,0.1241495672762648,protein+RNA (min),False,Lung,liver,314.3,16.0,Miscellaneous,P01909,ENSG00000196735;ENSG00000206305;ENSG00000232062
324,FZD6,Frizzled-6,0.1879846699185294,Tier 3,0.0066430466533443,0.2214348884448111,0.05,0.6,0.0,0.1526539547451386,0.1563954874789169,0.4141666666666667,0.65,0.3995458699999999,0.1563954874789169,0.129173609,0.0441360394,0.43472094,0.43472094,-0.258566671422992,0.5971726089264734,1,5,multi-pass (7 TM),179,Open Targets confirmed,GO CC high conf,0.0,,0.1374904620683144,protein+RNA (min),False,Heart muscle,lung,23.9,41.0,Receptors,O60353,ENSG00000164930
325,SERINC3,Serine incorporator 3,0.1875278831524125,Tier 3,0.0065947381135796,0.2637895245431866,0.05,0.5,0.0,0.2762876219991812,0.2814100007167522,0.315,0.7,0.8374747599999999,0.2814100007167522,1.15264289,0.84506099,1.75739254,1.75739254,-1.0117824277987502,0.2188835240974007,0,5,multi-pass (8 TM),96,Open Targets confirmed,UniProt loc high conf,0.0,,-0.0577663240021018,RNA only,False,,cerebral cortex,109.5,,Transporters,Q13530,ENSG00000132824
326,TP53I13,Tumor protein p53-inducible protein 13,0.1875117004328628,Tier 3,0.0065930309820364,0.2637212392814568,0.05,0.5,0.0,0.1625903643390904,0.1772658320681938,0.605,0.7,0.430505712,0.1772658320681938,0.67698802,0.579800284,0.253440692,0.8798372520000001,-0.9376345945100052,0.1665004334090997,0,5,type I,282,Open Targets confirmed,UniProt loc high conf,0.0,,-0.1579494905973464,RNA only,False,,liver,113.8,,Unclassified,Q8NBR0,ENSG00000167543
327,TPBG,Trophoblast glycoprotein,0.1867328903207866,Tier 3,0.0065112213318179,0.2604488532727168,0.05,0.5,0.0,0.1269984567193895,0.1483708096441946,0.6691666666666667,0.7,0.3226717719999999,0.1483708096441946,0.539699492,0.01160531208,0.1399519246,0.539699492,-0.6370893776710255,0.3070546527351249,0,5,type I,323,experimental (CSPA/GPI),UniProt loc high conf,3.0,PF-06263507; ANATUMOMAB MAFENATOX; NAPTUMOMAB ESTAFENATOX,0.0219683909916328,protein+RNA (min),False,Kidney,basal ganglia,32.5,37.0,Miscellaneous,Q13641,ENSG00000146242
328,SLC44A1,Choline transporter-like protein 1,0.1865633579213883,Tier 3,0.0064935030643975,0.2597401225759006,0.05,0.5,0.0,0.2303884783243085,0.2226871345551946,0.4275,0.7,0.660836116,0.2226871345551946,1.56923762,0.339518008,0.642317826,1.56923762,-1.0120689773461664,0.4625827845863806,0,5,multi-pass (9 TM),159,experimental (CSPA/GPI),UniProt loc high conf,0.0,,0.0248879993457698,protein+RNA (min),False,Kidney,midbrain,229.5,22.0,Transporters,Q8WWI5,ENSG00000070214
329,TSPAN15,Tetraspanin-15,0.1865503565203428,Tier 3,0.0064921455831352,0.2399298130701466,0.0541170394796843,0.5,0.0,0.2163699846662777,0.2095290806844552,0.3316666666666666,0.7,0.6103508719999999,0.2095290806844552,0.06895367994,0.109487751,0.981702856,0.981702856,-0.6792970003654617,0.3859574981522564,0,5,multi-pass (4 TM),116,Open Targets confirmed,UniProt loc high conf,0.0,,-0.0436964027127914,protein+RNA (min),False,Cerebral cortex,spinal cord,98.0,26.0,Miscellaneous,O95858,ENSG00000099282
330,HM13,Minor histocompatibility antigen H13,0.185982113209429,Tier 3,0.0064329997442995,0.2573199897719798,0.05,0.5,0.0,0.3755113435193036,0.3473386053405954,0.2016666666666666,0.55,1.2861868959999998,0.3473386053405954,1.64258582,1.144497272,0.98561624,1.72141892,-0.4108426320682101,0.4674717865379488,0,5,multi-pass (9 TM),32,Open Targets confirmed,UniProt loc med conf,0.0,,-0.1077853462010743,protein+RNA (min),False,Pancreas,liver,221.9,20.0,Unclassified,Q8TCT9,ENSG00000101294
331,MANSC1,MANSC domain-containing protein 1,0.1858274625466702,Tier 3,0.0064169652888559,0.2138988429618642,0.05,0.6,0.0,0.1060428817477655,0.1097013330615557,0.6883333333333334,0.45,0.263024275,0.1097013330615557,0.0503828543999999,0.0315617418,0.340798212,0.340798212,-0.5759994460502694,0.8211652704541912,1,5,type I,358,unconfirmed (ML prediction only),UniProt SigP or TMHMM,0.0,,-0.0118870685605082,protein+RNA (min),False,Cerebral cortex,pancreas,65.5,23.0,Enzymes,Q9H8J5,ENSG00000111261
332,HLA-DQB1,"HLA class II histocompatibility antigen, DQ beta 1 chain",0.1856980867804539,Tier 3,0.0064035718658382,0.2561428746335316,0.05,0.5,0.0,0.3784517074913825,0.2610126656762755,0.5549999999999999,0.3,1.30103742,0.2610126656762755,0.268839528,4.53002672,2.14942288,4.71465672,-1.6423732650597942,1.1097890318555197,0,5,type I,198,experimental (CSPA/GPI),not in Open Targets,,,0.2465662731534227,protein+RNA (min),False,Cerebellum,lung,290.6,25.0,Miscellaneous,P01920,ENSG00000231286;ENSG00000233209;ENSG00000225824
333,SIGIRR,Single Ig IL-1-related receptor,0.1853920659055802,Tier 3,0.0063719657393213,0.2548786295728544,0.05,0.5,0.0,0.2360056878151026,0.2377624600491698,0.4175,0.65,0.6815069659999999,0.2377624600491698,0.4816023994,1.182352512,1.3875996000000002,1.39478082,-0.94128338747705,0.1471976055952078,0,5,type I,117,unconfirmed (ML prediction only),GO CC high conf,0.0,,0.0168852424090776,protein+RNA (min),False,Liver,liver,90.1,25.0,Receptors,Q6IA17,ENSG00000185187
334,PVR,Poliovirus receptor,0.1848882905070522,Tier 3,0.0063201621522685,0.2528064860907424,0.05,0.5,0.0,0.1820905085749029,0.1375669218788092,0.6091666666666666,0.65,0.493269228,0.1375669218788092,0.100421685,0.067853402,0.48395637,0.48395637,-0.1922646544370733,0.5711824182882586,0,5,type I,323,experimental (CSPA/GPI),GO CC high conf,0.0,,-0.0150192154741145,protein+RNA (min),False,Heart muscle,liver,30.7,18.0,Receptors,P15151,ENSG00000073008
335,PRNP,Major prion protein,0.1848878422474059,Tier 3,0.0063201161828871,0.2528046473154854,0.05,0.5,0.0,0.1817244441142734,0.1991737924631537,0.5275000000000001,0.65,0.492066014,0.1991737924631537,1.33535164,1.03740094,0.511595298,1.3389524,-1.3898145181633987,0.2235392668447642,0,5,no TM (GPI/peripheral),231,experimental (CSPA/GPI),GO CC high conf,0.0,,0.065966445475072,protein+RNA (min),False,Cerebellum,amygdala,480.4,5.0,Unclassified,P04156,ENSG00000171867
