chembl_id,pref_name,max_phase,pains_alert,n_targets_high_ad,best_target,best_pred_pAffinity,second_best_pred,selectivity_gap_log,n_targets_top_decile,frequent_hitter,BRD4,CTSK,EZH2,HDAC1,HDAC6,HSP90AA1,IDO1,KDM1A,NAMPT,PARP1,PDE4B,PDE5A,PRMT5,PTP1B,PTPN11,SIRT1
CHEMBL3989959,NACUBACTAM,3.0,,0,,,,,1,False,4.522,5.316,6.135,5.082,5.642,5.698,5.592,5.984,6.748,5.879,6.708,5.233,5.285,4.719,4.354,5.388
CHEMBL3989961,TEPILAMIDE FUMARATE,2.0,,0,,,,,0,False,3.887,5.069,6.003,5.208,5.943,4.757,5.61,5.639,5.4,5.242,6.037,5.126,4.615,4.783,4.768,5.088
CHEMBL3989962,PEMETREXED TROMETHAMINE,4.0,,0,,,,,0,False,5.872,6.703,5.96,6.138,5.925,6.055,5.819,5.262,6.095,6.602,6.224,5.363,6.075,5.041,4.905,5.138
CHEMBL3989966,CONTEZOLID ACEFOSAMIL,3.0,,0,,,,,9,True,6.076,6.294,6.35,6.381,6.509,6.214,6.525,6.342,6.524,7.368,7.367,6.046,6.793,5.594,4.389,5.146
CHEMBL3989968,DIFAMILAST,3.0,,0,,,,,2,False,5.71,6.041,6.277,5.407,5.967,5.755,6.306,5.419,7.786,5.661,7.575,6.07,5.758,5.012,4.373,4.939
CHEMBL3989969,OPIGOLIX,2.0,,0,,,,,1,False,5.879,6.042,6.096,5.857,6.104,6.188,6.124,5.764,6.787,6.667,7.217,5.338,6.232,4.662,5.55,4.786
CHEMBL3989970,MAVELERTINIB,2.0,,0,,,,,2,False,5.774,6.265,6.021,6.365,5.959,5.616,6.111,5.827,6.147,6.345,7.388,5.225,5.713,5.156,4.608,5.141
CHEMBL3989972,BALIPODECT,2.0,,0,,,,,4,True,6.357,5.823,6.132,6.306,6.999,5.984,5.917,5.861,6.27,6.818,6.202,5.488,6.129,4.899,5.629,5.142
CHEMBL3990047,OZENOXACIN,4.0,,0,,,,,1,False,6.255,5.816,6.184,5.986,5.855,5.935,5.483,5.846,6.172,6.569,6.441,5.882,6.001,5.222,5.611,4.849
CHEMBL3990145,IMARIKIREN,2.0,,0,,,,,3,False,5.731,6.551,6.045,6.145,6.259,5.704,5.866,5.261,7.339,6.035,5.677,6.451,6.549,5.056,5.059,5.128
CHEMBL3990238,STERCURONIUM,2.0,,0,,,,,1,False,4.956,6.003,6.002,5.479,5.935,6.88,5.65,5.713,7.007,5.843,6.145,5.619,5.476,5.426,5.49,5.078
CHEMBL3990346,DROXINAVIR,2.0,,0,,,,,1,False,5.626,6.295,6.029,5.722,5.958,5.99,5.943,5.63,6.334,4.664,6.151,5.599,5.664,5.196,4.141,5.227
CHEMBL3990749,LOFENTANIL,2.0,,0,,,,,2,False,5.624,6.118,5.775,5.66,5.539,6.649,5.877,6.61,6.818,6.721,5.82,5.526,4.894,5.127,5.205,4.879
CHEMBL3990804,EDAGLITAZONE,2.0,,0,,,,,2,False,6.288,5.783,6.419,5.997,6.03,5.671,5.724,5.827,7.008,6.22,6.655,6.33,5.523,4.98,5.256,5.153
CHEMBL3990892,DOXPICOMINE,2.0,,0,,,,,0,False,4.168,5.859,6.156,4.627,5.795,5.436,4.926,5.198,4.267,5.576,5.692,4.684,5.63,4.755,4.709,4.956
CHEMBL3990947,MIRINCAMYCIN,2.0,,0,,,,,4,True,5.12,6.198,6.146,5.52,5.668,6.84,7.034,5.433,7.085,5.582,6.291,5.836,6.06,5.534,5.603,5.283
CHEMBL3990988,LEVOPROPYLCILLIN,2.0,,0,,,,,1,False,5.807,6.043,5.901,5.274,5.905,5.686,5.448,5.205,6.327,6.573,7.184,5.104,5.363,5.122,4.888,5.091
CHEMBL3991065,ATOGEPANT,4.0,,0,,,,,11,True,7.19,7.211,6.368,5.85,6.559,6.346,7.059,5.637,6.795,6.895,7.092,6.477,6.785,5.907,5.781,4.991
CHEMBL3991122,EUPROCIN,2.0,,0,,,,,2,False,5.286,6.434,5.997,5.518,6.145,6.286,6.146,6.155,6.922,5.868,6.217,6.464,5.149,5.22,5.325,4.943
CHEMBL3991344,BISOBRIN,2.0,,0,,,,,2,False,5.571,6.144,6.022,6.14,6.669,6.385,6.108,5.73,7.395,6.143,5.571,5.547,5.309,5.103,5.003,5.037
CHEMBL3991393,SERGOLEXOLE,2.0,,0,,,,,4,True,5.636,6.519,6.112,5.463,6.483,6.495,6.287,5.753,6.997,6.531,5.294,6.656,5.47,5.35,5.717,5.054
CHEMBL3991927,HMN-214,1.0,,0,,,,,0,False,5.85,6.0,6.077,5.634,6.069,6.47,6.365,5.954,6.553,5.387,5.755,5.529,6.042,4.937,4.801,4.835
CHEMBL3991932,PEXMETINIB,2.0,,0,,,,,5,True,6.524,6.022,6.15,5.777,6.122,7.033,6.756,5.683,6.85,6.197,7.594,5.663,5.698,5.544,5.592,4.823
CHEMBL39933,CARABERSAT,2.0,,0,,,,,0,False,5.75,5.579,5.839,5.788,6.134,5.948,6.316,5.53,5.778,6.542,6.607,5.218,5.111,5.043,5.462,4.871
CHEMBL399510,BROMOPRIDE,3.0,,0,,,,,0,False,5.476,6.487,5.833,5.607,6.076,6.103,5.521,5.685,6.005,5.852,6.272,5.11,5.289,4.663,4.452,5.048
CHEMBL39999,TROVIRDINE,2.0,,0,,,,,0,False,4.937,5.896,5.773,5.297,5.332,5.692,5.362,5.394,4.968,6.076,5.573,5.608,5.162,4.804,4.593,4.911
CHEMBL40,PHENOBARBITAL,4.0,,0,,,,,0,False,4.751,4.969,6.028,5.365,5.666,4.905,5.867,5.189,4.318,5.517,4.823,4.558,5.199,5.144,4.776,4.926
CHEMBL40124,PAZELLIPTINE,2.0,,0,,,,,3,False,5.664,6.548,6.222,5.79,6.439,5.888,5.689,6.229,6.641,6.066,6.263,6.789,5.865,4.684,5.37,4.841
CHEMBL401796,TAPRIZOSIN,2.0,,0,,,,,7,True,6.101,6.17,5.907,6.866,6.36,6.371,5.843,6.169,7.15,6.287,8.0,6.492,7.095,5.019,5.309,4.916
CHEMBL402061,VALTRATE,2.0,,0,,,,,1,False,5.422,6.664,6.126,5.248,5.505,6.776,6.336,5.412,7.045,5.218,6.809,5.241,5.689,4.736,4.494,5.059
CHEMBL402548,DANUSERTIB,2.0,,0,,,,,2,False,5.682,8.361,5.899,6.189,6.028,5.906,5.907,5.831,6.359,6.232,4.984,5.631,6.71,5.203,5.341,4.991
CHEMBL403,SULBACTAM,4.0,,0,,,,,0,False,3.355,5.694,6.126,4.568,5.547,5.786,5.484,4.956,5.592,5.485,4.862,4.733,5.332,5.366,4.723,5.072
CHEMBL40356,LINOGLIRIDE,2.0,,0,,,,,0,False,4.021,5.761,6.037,5.629,6.207,5.879,4.369,5.172,5.609,6.144,5.125,5.092,5.246,4.693,5.436,4.872
CHEMBL40357,ARONIXIL,2.0,,0,,,,,0,False,5.298,6.189,5.991,5.53,5.343,5.468,5.027,5.252,5.552,5.925,6.175,5.085,5.653,4.785,5.229,4.835
CHEMBL403578,BESIGOMSIN,2.0,,0,,,,,0,False,5.359,6.268,6.154,5.386,5.842,6.301,6.103,5.287,7.071,6.636,6.06,5.546,5.791,4.946,5.429,4.968
CHEMBL404,TAZOBACTAM,4.0,,0,,,,,2,False,4.195,5.697,6.223,4.737,5.659,5.448,5.777,4.909,5.789,6.134,5.54,4.688,5.82,5.602,4.805,5.221
CHEMBL404108,LUMIRACOXIB,4.0,,0,,,,,0,False,4.759,5.52,5.902,5.21,5.046,5.421,5.469,4.756,5.697,5.689,6.118,5.353,5.057,4.755,5.372,4.71
CHEMBL404215,PRIDINOL,2.0,,0,,,,,0,False,5.088,5.542,5.85,5.193,5.924,5.674,5.095,5.632,6.185,6.319,4.688,4.934,4.933,5.073,5.273,4.773
CHEMBL404431,OZ277,3.0,,0,,,,,3,False,5.073,6.127,6.138,5.954,6.122,6.786,5.755,5.837,7.693,5.444,6.322,6.1,5.803,5.33,5.507,5.321
CHEMBL404520,CHLORTETRACYCLINE,4.0,,0,,,,,3,False,5.716,6.323,6.248,5.619,5.958,6.439,6.115,5.731,6.55,6.563,7.609,5.758,6.322,4.826,6.11,5.057
CHEMBL404849,SULOCTIDIL,4.0,,0,,,,,0,False,4.786,6.668,5.914,5.492,5.003,5.645,5.293,5.664,6.871,5.255,5.702,5.516,5.065,5.326,5.366,4.826
CHEMBL405,AMPHETAMINE,4.0,,0,,,,,0,False,4.389,5.547,5.898,4.7,5.993,5.089,4.801,4.785,4.5,4.897,5.326,4.522,4.75,4.657,4.614,4.778
CHEMBL405110,METHYLENE BLUE ANHYDROUS,4.0,,0,,,,,0,False,5.309,5.406,5.891,5.474,6.069,5.717,4.538,5.954,5.378,5.428,6.041,4.939,5.536,4.61,5.391,4.681
CHEMBL405821,SENICAPOC,3.0,,0,,,,,0,False,5.041,5.909,5.787,5.248,5.603,5.203,5.698,5.222,6.283,6.187,5.438,5.249,4.793,4.703,4.883,4.802
CHEMBL4059888,RINTODESTRANT,1.0,,0,,,,,1,False,5.414,6.233,6.161,5.429,5.64,5.703,5.85,5.829,6.945,5.979,6.461,6.009,5.329,5.348,6.284,4.827
CHEMBL406050,PX-12,2.0,,0,,,,,0,False,4.128,5.422,6.056,5.055,6.267,5.536,5.119,4.833,5.162,4.643,6.14,5.386,5.506,4.945,5.269,5.029
CHEMBL40611,MIDAGLIZOLE,2.0,,0,,,,,0,False,5.263,5.639,5.847,5.213,5.848,5.442,4.905,5.01,4.294,5.687,5.768,4.693,5.509,4.939,4.461,4.77
CHEMBL4065616,REMDESIVIR,4.0,,0,,,,,4,True,6.02,6.834,5.942,5.842,5.728,5.462,6.068,5.993,6.817,6.522,6.951,6.459,6.882,5.627,4.802,5.039
CHEMBL4066193,ATINVICITINIB,2.0,,0,,,,,5,True,5.269,5.85,6.08,6.035,6.529,6.017,6.937,5.882,6.293,6.996,7.405,5.642,6.173,5.819,4.836,5.146
CHEMBL4067549,ULECACICLIB,2.0,,0,,,,,8,True,6.158,7.644,5.972,6.399,6.263,5.721,6.611,6.395,6.535,6.732,6.68,7.282,6.52,4.946,6.328,5.157
CHEMBL4068509,PRN-1371,1.0,,0,,,,,6,True,6.172,7.981,6.277,6.103,6.343,5.834,6.024,5.39,7.333,6.921,6.827,6.908,6.622,4.974,4.724,5.0
CHEMBL4068611,RELACORILANT,3.0,,0,,,,,5,True,5.804,6.314,6.259,6.615,6.254,5.385,6.441,5.777,6.919,7.088,7.616,5.601,6.224,5.453,5.163,5.158
CHEMBL4068844,NENOCORILANT,2.0,,0,,,,,5,True,5.724,6.273,6.225,6.574,6.048,5.377,6.385,5.832,6.798,6.88,7.638,5.867,6.53,5.428,5.375,5.116
CHEMBL4069220,DNDI-0690,1.0,,0,,,,,2,False,5.536,5.786,6.247,6.266,6.388,5.71,6.136,5.485,6.262,7.016,6.796,5.303,6.087,5.404,4.659,4.9
CHEMBL4069597,PRITELIVIR,3.0,,0,,,,,0,False,5.639,5.963,6.039,6.149,6.233,5.66,5.863,5.322,6.978,6.215,6.51,5.529,6.138,5.094,4.918,4.851
CHEMBL4069704,RODATRISTAT ETHYL,2.0,,0,,,,,8,True,6.349,7.523,6.342,5.814,6.115,6.874,6.809,6.148,6.534,6.312,7.702,6.362,5.907,5.027,6.347,5.104
CHEMBL407,FLUMAZENIL,4.0,,0,,,,,0,False,5.563,5.492,6.214,6.207,6.055,5.811,5.5,4.532,5.345,6.233,6.166,5.68,5.202,5.167,5.377,4.818
CHEMBL4071161,TIRABRUTINIB,4.0,,0,,,,,4,True,6.109,5.994,5.888,5.765,6.341,5.774,6.018,6.101,6.142,6.473,5.981,6.451,7.431,5.082,4.501,5.095
CHEMBL4071864,GSK2982772,2.0,,0,,,,,1,False,5.723,6.32,6.035,6.074,5.559,5.44,6.313,5.77,6.193,6.324,6.348,5.23,6.308,5.12,5.602,5.114
CHEMBL4072756,AZD-5423,2.0,,0,,,,,2,False,5.754,5.286,6.018,5.795,6.45,5.93,6.784,5.65,6.783,5.294,5.905,5.689,4.831,5.288,5.151,4.77
CHEMBL4072833,EVOBRUTINIB,3.0,,0,,,,,4,True,5.889,6.0,5.832,5.652,5.82,6.092,5.605,6.048,6.897,6.827,6.577,6.513,6.593,4.675,5.109,5.134
CHEMBL4073443,TOMIVOSERTIB,2.0,,0,,,,,2,False,5.098,6.131,6.227,5.94,5.695,5.79,6.148,5.484,6.122,6.366,7.192,5.126,6.437,5.03,4.433,5.19
CHEMBL407535,NIFURIMIDE,2.0,,0,,,,,0,False,4.472,5.96,6.244,5.682,5.737,5.079,5.507,5.792,4.649,5.888,5.55,4.174,5.721,4.983,5.38,5.196
CHEMBL4076124,LSZ-102,1.0,,0,,,,,2,False,5.156,6.559,6.07,5.437,5.482,5.642,6.438,5.725,6.742,5.615,6.87,5.662,5.552,5.441,6.657,4.752
CHEMBL407641,MEZILAMINE,2.0,,0,,,,,1,False,3.95,6.694,6.187,5.289,5.865,5.584,5.116,5.481,5.029,5.239,4.932,5.349,5.731,4.655,5.607,5.245
CHEMBL4076467,ABT-072,2.0,,0,,,,,3,False,5.892,5.953,6.405,5.596,6.517,6.117,5.7,5.534,6.81,6.238,6.792,5.508,5.884,5.243,5.799,5.042
CHEMBL4078588,MK-7622,2.0,,0,,,,,6,True,6.25,6.927,6.282,6.16,6.546,6.153,5.913,6.191,6.568,6.783,6.314,6.528,5.731,5.067,4.571,4.918
CHEMBL407874,6-O-BENZYLGUANINE,3.0,,0,,,,,0,False,4.801,6.308,5.846,5.176,6.031,5.014,4.98,5.496,4.593,5.73,5.383,4.918,5.793,4.876,4.642,4.926
CHEMBL4079239,JNJ-54175446,2.0,,0,,,,,3,False,6.032,5.834,6.427,5.907,6.299,6.335,6.43,5.56,6.311,7.025,5.603,5.918,5.963,5.329,4.75,4.869
CHEMBL4080062,BFH-772,2.0,,0,,,,,4,True,5.391,5.65,6.144,5.567,6.568,5.578,6.43,6.103,6.723,5.704,6.369,5.315,5.571,5.525,4.714,4.86
CHEMBL4081588,ZED-1227,2.0,,0,,,,,3,False,6.052,6.568,6.089,6.553,5.269,5.656,5.927,5.0,6.856,5.742,7.802,6.83,6.045,5.277,5.1,5.163
CHEMBL4081711,ZIMLOVISERTIB,2.0,,0,,,,,1,False,5.518,6.217,5.991,5.564,5.715,5.867,5.679,5.461,5.965,6.155,7.713,5.671,5.853,5.149,4.387,4.962
CHEMBL4085457,RITLECITINIB,4.0,,0,,,,,0,False,5.111,6.805,6.001,5.431,5.704,5.175,5.242,5.272,5.195,6.566,5.807,5.136,6.217,5.224,4.09,5.127
CHEMBL4086816,BMS-816336,1.0,,0,,,,,1,False,4.41,6.106,5.974,5.688,5.7,5.821,5.541,5.737,6.232,5.963,5.355,5.931,5.418,5.995,5.118,4.959
CHEMBL4088896,LY2623091,2.0,,0,,,,,5,True,6.348,5.957,6.498,5.955,5.551,6.406,6.047,6.243,6.475,6.687,6.978,6.761,6.143,5.238,6.174,5.016
CHEMBL4089083,FOLIGLURAX,2.0,,0,,,,,4,True,5.915,6.171,6.202,6.936,5.867,5.694,5.584,6.005,7.15,7.178,5.907,7.392,5.581,4.96,4.971,4.94
CHEMBL4089731,EXICORILANT,2.0,,0,,,,,6,True,6.005,7.246,6.206,6.319,5.879,5.485,6.222,5.792,6.832,6.313,7.571,6.408,6.757,5.666,4.835,5.2
CHEMBL409,BICALUTAMIDE,4.0,,0,,,,,1,False,5.561,5.874,6.154,5.286,5.423,6.114,6.446,5.883,6.621,5.81,6.866,5.318,4.969,5.109,5.533,5.013
CHEMBL4091152,GSK-065,1.0,,0,,,,,0,False,5.638,5.406,6.167,5.284,4.984,6.219,4.863,5.665,6.635,5.104,6.17,5.633,5.801,4.825,4.739,4.835
CHEMBL4091374,LANIFIBRANOR,3.0,,0,,,,,1,False,5.799,5.546,6.242,6.142,5.125,5.614,5.57,5.636,6.451,5.788,5.759,6.299,5.775,4.954,5.893,4.994
CHEMBL409153,ISAVUCONAZOLE,3.0,,0,,,,,6,True,6.327,6.289,6.458,6.526,5.792,6.088,6.469,5.845,6.926,7.073,6.575,6.585,5.641,4.964,4.863,4.866
CHEMBL4091801,ALRIZOMADLIN,2.0,,0,,,,,7,True,6.186,6.432,6.427,5.96,5.878,6.199,6.937,5.529,6.642,6.109,8.15,6.536,5.403,5.759,6.564,5.072
CHEMBL4093031,BMS-929075,1.0,,0,,,,,8,True,6.908,6.233,6.352,5.622,6.329,6.256,6.371,6.598,7.237,6.838,7.69,6.056,6.053,5.496,5.409,4.852
CHEMBL4094894,CIPEPOFOL,3.0,,0,,,,,0,False,4.134,5.669,6.243,4.58,5.759,5.789,5.193,5.346,5.466,5.266,6.165,4.912,4.831,4.868,4.768,5.019
CHEMBL4097139,ICANBELIMOD,2.0,,0,,,,,4,True,5.656,6.349,6.2,5.737,6.69,6.505,6.637,5.759,6.755,6.224,6.081,6.7,5.345,5.195,5.451,5.079
CHEMBL41,FLUOXETINE,4.0,,0,,,,,0,False,5.238,5.835,5.695,5.474,5.669,5.294,4.803,4.795,5.736,4.831,6.105,5.113,5.159,4.934,5.229,4.794
CHEMBL4101487,GALICAFTOR,2.0,,0,,,,,5,True,6.039,5.753,6.243,6.272,5.72,6.628,6.61,6.063,7.081,5.949,7.192,6.137,6.228,4.982,4.991,4.84
CHEMBL4101807,VOXELOTOR,4.0,,0,,,,,0,False,5.7,5.872,6.079,5.166,5.898,5.954,5.431,4.825,5.986,6.315,6.147,5.881,5.409,5.036,5.018,4.936
CHEMBL4104957,RODATRISTAT,2.0,,0,,,,,8,True,6.218,7.78,6.368,5.813,6.063,6.996,6.758,6.124,7.008,6.484,7.021,6.401,6.354,4.839,6.162,5.069
CHEMBL4105630,ZURANOLONE,4.0,,0,,,,,3,False,5.543,6.613,6.257,5.706,6.47,7.03,6.016,5.815,7.144,6.164,6.926,6.411,5.955,5.38,4.416,5.125
CHEMBL4110551,SITOKIREN,3.0,,0,,,,,6,True,5.557,6.929,6.331,6.422,6.702,5.878,6.515,5.979,6.245,6.434,6.075,6.205,5.866,4.7,4.241,5.263
CHEMBL4112929,MILVEXIAN,3.0,,0,,,,,7,True,6.849,6.014,6.449,6.118,6.526,5.687,6.402,6.289,6.92,6.15,8.17,6.286,6.128,5.622,4.846,5.11
CHEMBL4113131,ENSARTINIB,4.0,,0,,,,,7,True,6.297,6.423,6.287,6.569,6.151,6.454,6.544,6.192,7.007,6.679,7.264,6.497,6.89,4.699,5.183,5.057
CHEMBL4113975,BAXDROSTAT,3.0,,0,,,,,1,False,5.222,6.28,6.136,6.326,6.08,6.146,6.166,5.568,6.653,6.648,6.55,5.774,5.731,4.894,4.856,4.99
CHEMBL4114766,ATUZABRUTINIB,2.0,,0,,,,,7,True,6.431,6.25,6.082,6.711,6.36,6.19,6.819,6.434,5.753,5.745,7.645,6.583,7.439,5.103,5.116,5.104
CHEMBL4116269,ORC-13661,2.0,,0,,,,,2,False,6.039,6.232,6.37,5.447,5.569,5.658,6.302,5.283,7.104,5.75,6.363,5.715,5.31,4.865,5.851,5.028
CHEMBL4116378,GANFEBOROLE,2.0,,0,,,,,0,False,4.724,5.237,6.13,5.012,5.689,5.196,5.156,5.499,4.684,5.779,6.068,4.599,4.977,4.484,5.096,5.088
CHEMBL4116649,LENUMLOSTAT,2.0,,0,,,,,0,False,5.365,6.62,5.919,6.026,5.82,5.875,5.944,5.374,6.318,6.715,6.088,4.828,5.908,5.004,4.864,5.039
CHEMBL4117187,MASUPIRDINE,3.0,,0,,,,,3,False,5.778,6.723,5.95,5.651,6.46,5.617,5.476,6.089,7.218,6.141,5.075,5.906,5.164,5.137,5.579,4.906
CHEMBL411907,SONOLISIB,2.0,,0,,,,,3,False,5.278,6.45,6.435,5.532,5.877,6.165,5.526,5.453,7.916,6.283,7.985,5.924,6.14,4.951,5.437,5.126
CHEMBL41194,PRATOSARTAN,2.0,,0,,,,,5,True,6.152,7.075,6.287,6.077,6.098,5.782,6.197,5.707,7.571,6.325,5.628,6.984,5.801,5.374,6.264,5.008
CHEMBL412142,LADUVIGLUSIB,1.0,,0,,,,,3,False,5.856,6.013,6.268,6.644,6.148,5.781,5.943,6.738,6.492,6.631,6.702,6.368,6.531,5.14,5.332,4.952
CHEMBL412262,IBIPINABANT,2.0,,0,,,,,2,False,5.833,5.481,6.076,5.688,5.933,5.483,5.441,6.163,7.244,6.349,5.81,5.92,5.802,4.874,4.96,4.881
CHEMBL41286,DIACEREIN,3.0,quinone_A(370),0,,,,,0,False,4.896,5.689,6.031,5.439,6.27,5.389,6.263,5.733,6.406,5.875,6.117,5.115,5.411,4.913,5.43,4.837
CHEMBL4129018,MW-150,2.0,,0,,,,,0,False,5.902,5.686,5.982,5.764,6.237,6.084,5.068,5.304,6.135,6.449,5.308,5.435,5.564,4.65,5.648,4.812
CHEMBL4129286,ADAFOSBUVIR,2.0,,0,,,,,2,False,5.482,7.274,6.251,6.079,5.763,5.828,5.972,5.913,6.657,6.044,7.145,5.533,6.01,5.201,5.009,5.185
CHEMBL4130229,VODOBATINIB,2.0,,0,,,,,2,False,6.413,5.644,6.155,5.532,6.237,5.456,5.478,5.98,6.591,6.123,6.109,6.463,6.066,4.927,4.857,4.815
CHEMBL414636,INDORENATE,2.0,,0,,,,,0,False,4.968,5.115,5.784,5.413,6.191,5.155,4.88,5.618,4.195,6.205,6.25,5.016,5.242,5.0,4.655,4.955
CHEMBL415049,BARASERTIB,3.0,,0,,,,,5,True,5.569,6.5,6.037,6.467,6.134,5.296,6.459,5.676,6.484,6.294,7.123,6.857,6.089,5.535,5.373,5.013
CHEMBL415247,JDTIC,1.0,,0,,,,,5,True,5.956,6.964,6.231,6.331,6.156,6.885,5.844,5.669,6.992,6.833,6.581,6.227,6.729,5.174,5.504,5.158
CHEMBL415284,NALORPHINE,2.0,,0,,,,,1,False,4.929,6.344,6.264,4.953,5.407,5.712,5.624,5.578,5.983,6.352,5.699,5.119,5.164,4.681,5.767,4.98
CHEMBL415768,DEOXYANDROGRAPHOLIDE,2.0,,0,,,,,1,False,5.04,6.039,6.176,5.505,5.297,6.747,5.549,5.65,6.306,5.714,6.223,5.355,5.435,4.869,5.04,5.172
CHEMBL416,METHOXSALEN,4.0,,0,,,,,0,False,4.403,5.657,6.102,4.688,6.287,5.669,5.235,4.715,4.921,6.1,5.413,5.229,5.2,4.734,4.893,4.805
CHEMBL416146,ETORICOXIB,4.0,,0,,,,,0,False,5.313,5.619,6.132,5.795,5.907,5.9,5.775,4.951,6.051,6.661,6.457,5.453,5.031,4.679,5.189,4.812
CHEMBL416230,DECOQUINATE,2.0,,0,,,,,2,False,5.579,6.093,6.023,5.364,5.648,5.564,5.698,4.92,7.227,5.213,6.362,5.566,5.703,5.461,5.309,4.957
CHEMBL4162752,DDO-3055,1.0,,0,,,,,0,False,5.71,5.564,5.952,5.78,4.785,5.428,5.54,5.503,6.058,6.243,6.571,5.534,5.882,5.175,4.677,4.928
CHEMBL41632,TIRATRICOL,3.0,,0,,,,,0,False,5.298,5.589,5.908,5.355,4.746,5.715,5.048,5.087,6.205,5.262,6.068,5.415,5.093,4.904,5.546,4.718
CHEMBL416557,DIOXIFEDRINE,2.0,catechol_A(92),0,,,,,0,False,5.024,5.505,6.017,4.734,5.356,5.206,4.301,5.747,4.501,5.404,5.992,4.716,4.747,4.753,5.388,4.789
CHEMBL416578,BEFLOXATONE,2.0,,0,,,,,0,False,5.151,5.73,6.194,5.722,5.821,6.307,5.464,5.681,5.983,6.341,5.944,5.309,5.329,4.811,4.202,5.169
CHEMBL416956,MEFLOQUINE,4.0,,0,,,,,0,False,5.391,6.329,5.924,5.015,6.026,5.484,5.401,5.872,5.837,6.178,6.069,5.466,5.011,5.005,4.616,5.087
CHEMBL4173974,ASTX-660,1.0,,0,,,,,4,True,5.807,6.752,6.088,5.923,6.336,5.999,6.06,5.688,6.348,6.959,7.18,6.641,6.653,5.018,5.039,5.171
CHEMBL4175981,OLORINAB,2.0,,0,,,,,1,False,5.632,5.946,6.132,5.8,5.86,6.043,6.151,5.886,6.184,5.9,6.398,4.895,5.835,5.131,4.693,5.223
CHEMBL417975,SEZOLAMIDE,2.0,,0,,,,,1,False,5.207,6.291,6.16,5.294,5.956,5.779,6.073,6.209,6.171,5.16,6.281,4.853,5.186,5.257,5.089,5.174
CHEMBL418134,BUNITROLOL,2.0,,0,,,,,1,False,5.097,5.823,5.814,5.412,6.751,5.766,5.245,5.598,5.322,5.599,6.021,4.815,5.0,4.738,4.595,4.867
CHEMBL418192,TOLAMOLOL,2.0,,0,,,,,0,False,5.325,5.341,5.816,5.97,5.81,5.814,5.132,5.12,6.038,5.985,6.775,5.061,5.451,4.887,4.513,4.922
CHEMBL419380,CETIEDIL,2.0,,0,,,,,0,False,4.753,6.31,6.006,4.95,5.669,6.044,4.76,5.737,6.391,5.566,5.809,5.494,5.0,5.14,5.225,5.026
CHEMBL419667,RELCOVAPTAN,2.0,,0,,,,,7,True,6.722,6.106,6.012,7.101,6.349,5.701,5.989,5.837,6.61,6.823,7.283,6.435,6.802,4.969,5.546,5.231
CHEMBL419792,SUMANIROLE,3.0,,0,,,,,1,False,4.354,5.883,5.949,4.561,5.648,5.274,4.561,5.73,4.527,7.216,4.513,4.87,5.076,5.297,4.696,5.08
CHEMBL419952,OCTIMIBATE,2.0,,0,,,,,1,False,5.404,5.962,5.939,5.638,4.596,5.778,5.887,5.54,6.929,5.902,5.651,5.474,5.99,5.526,5.066,4.726
CHEMBL42,CLOZAPINE,4.0,,0,,,,,0,False,5.688,5.599,5.91,5.559,5.776,5.629,5.253,5.556,5.773,6.481,5.462,5.556,5.808,5.2,4.921,4.949
CHEMBL420,GUANABENZ,4.0,,0,,,,,0,False,4.698,5.406,6.053,5.282,6.247,4.587,4.423,5.982,4.984,5.887,5.61,5.02,5.083,4.136,5.233,4.809
CHEMBL4204794,AVAPRITINIB,4.0,,0,,,,,6,True,6.388,6.174,6.143,7.062,6.568,5.809,6.662,5.522,6.77,6.472,6.716,5.631,6.837,5.128,5.362,5.313
CHEMBL4204869,ELENBECESTAT,3.0,,0,,,,,6,True,6.029,7.106,6.364,6.324,5.949,6.182,6.604,5.762,6.881,7.121,6.924,5.575,5.889,5.481,5.067,4.995
CHEMBL4205422,MK-0752,1.0,,0,,,,,1,False,5.534,5.501,6.156,5.991,4.787,5.915,6.475,5.887,6.816,5.967,6.003,5.083,4.561,5.341,4.919,5.096
CHEMBL4206033,BAY1436032,1.0,,0,,,,,2,False,5.254,5.956,6.004,6.01,5.214,6.005,6.79,5.757,6.876,5.722,6.712,5.611,5.642,5.296,6.162,4.831
CHEMBL4206119,UPAMOSTAT,2.0,,0,,,,,1,False,5.617,6.063,6.196,5.841,5.632,5.592,5.866,5.745,6.56,6.614,7.611,6.192,5.843,5.257,5.112,5.177
CHEMBL4206129,ANCREMONAM,1.0,,0,,,,,5,True,5.331,7.238,6.11,6.063,5.281,6.037,6.238,6.144,7.117,6.824,7.538,6.67,5.774,5.268,4.539,5.163
CHEMBL4207489,SJ-733,2.0,,0,,,,,5,True,5.966,6.145,6.448,5.811,5.763,6.542,6.791,6.531,7.552,5.636,6.534,5.896,5.018,5.071,5.289,4.827
CHEMBL420762,MOZAVAPTAN,4.0,,0,,,,,3,False,5.681,6.174,6.138,5.251,5.791,6.3,6.47,6.044,7.141,5.759,5.445,5.206,5.484,4.906,5.159,4.863
CHEMBL4207852,MIZACORAT,2.0,,0,,,,,4,True,6.462,5.956,6.32,5.919,6.522,5.797,6.467,5.544,6.715,5.213,5.875,5.038,5.631,5.177,4.899,4.83
