record_id,use_or_organism,product_name,manufacturer,submission_no,pathway,status_note,fda_link
NAT299,Herpes simplex Virus,ARIES System,Luminex Corporation,K160517; K160517/S001,510(k); 历史K号：路径待核对,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K160517
NAT300,Herpes simplex Virus,"ARIES MI System, ARIES HSV 1&2 Assay Cassettes-Carton of 24 (IVD)",Luminex Corporation,K161495,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K161495
NAT301,Herpes simplex Virus,IsoAmp HSV Assay,BioHelix Corporation,K111951,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K111951
NAT302,Herpes simplex Virus,MultiCode-RTx Herpes Simplex Virus 1 & 2 Kit,"EraGen Biosciences, Inc.",K100336; K111527,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K100336
NAT303,Herpes simplex Virus,BD ProbeTec Herpes Simplex Viruses (HSV I & 2) QX Amplified DNA Assays,BD Diagnostic Systems,K103798,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K103798
NAT304,Herpes simplex Virus,SIMPLEXA HSV 1&2 DIRECT,FOCUS DIAGNOSTICS,DEN130049; K133621,De Novo; 历史K号：路径待核对,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN130049
NAT305,Herpes simplex Virus,AMIPLIVUE HSV 1&2 ASSAY,QUIDEL CORPORATION,K140029,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K140029
NAT306,Herpes simplex Virus,"illumigene HSV 1&2 DNA Amplification Assay, illumigene HSV 1&2 External Control Kit","Meridian Bioscience, Inc.",K151046,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K151046
NAT307,Herpes simplex Virus,IMDX HSV-1/2 FOR ABBOTT M2000,"INTELLIGENT MEDICAL, INC.",K140198,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K140198
NAT308,Herpes simplex Virus,SIMPLEXA HSV 1&2 DIRECT/POSITIVE CONTROL PACK,FOCUS DIAGNOSTICS,K141458; K151565; K151565/S001,510(k); 历史K号：路径待核对,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K141458
NAT309,Herpes simplex Virus,"SIMPLEXA HSV 1 & 2 DIRECT, SIMPLEXA HSV 1 & 2 Positive Control Pack",DIASORIN MOLECULAR LLC,K173798,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K173798
NAT310,Herpes simplex Virus,Solana HSV 1+2/VZV Assay,Quidel Corporation,K162451,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K162451
NAT311,Herpes simplex Virus,"Savanna HSV 1+2/VZV Assay, Savanna HSV 1+2/VZV Control Set, Savanna Instrument",Quidel Corporation,K232286,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K232286
NAT312,Herpes simplex Virus,ARTUS HSV-1/2 QS-RGQ MDx KIT,QIAGEN,K142738,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K142738
NAT313,Herpes simplex Virus,SEEGENE ANYPLEX II HSV-1/2 ASSAY,SEEGENE,K142156,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K142156
NAT314,Herpes simplex Virus,QUIDEL MOLECULAR DIRECT HSV 1 +2/VZV ASSAY,DIAGNOSTIC HYBRIDS INC.,DEN140004; K133448,De Novo; 历史K号：路径待核对,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN140004
NAT315,Herpes simplex Virus,SENTOSA SA201 HSV 1/2 QUALITATIVE PCR TEST,VELA DIAGNOSTICS USA INC.,K172509,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K172509
NAT316,Herpes simplex Virus,HSV 1 & 2 ELITE MGB KIT; ELITE INGENIUS,ELITECHGROUP,K180559,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K180559
NAT317,Hepatitis virus,Abbott RealTime HCV Genotype II,"Abbott Molecular, Inc.",P120012,PMA,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P120012
NAT318,Hepatitis virus,Abbott Realtime HCV Assay,"Abbott Molecular, Inc.",P100017,PMA,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P100017
NAT319,Hepatitis virus,Alinity m HCV,"Abbott Molecular, Inc.",P190025,PMA,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P190025
NAT320,Hepatitis virus,Abbott Realtime HBV Assay,"Abbott Molecular, Inc.",P080026,PMA,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P080026
NAT321,Hepatitis virus,Aptima HCV Quant Dx Assay,"Hologic, Inc.",K233352; P160023,510(k); PMA,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K233352
NAT322,Hepatitis virus,COBAS HBV Test,Roche Molecular Systems,P150014,PMA,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P150014
NAT323,Hepatitis virus,Alinity m HBV,"Abbott Molecular, Inc.",P200013,PMA,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P200013
NAT324,Hepatitis virus,COBAS HCV Test,Roche Molecular Systems,K221007; P150015; P160016,510(k); PMA,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K221007
NAT325,Hepatitis virus,COBAS AmpliPrep/COBAS TaqMan HCV test,Roche Molecular Systems,P060030,PMA,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P060030
NAT326,Hepatitis virus,COBAS Taqman HBV Test,"Roche Molecular Systems, Inc.",P050028,PMA,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P050028
NAT327,Hepatitis virus,Versant HCV 3.0 Assay (bDNA),Siemens Healthcare Diagnostics,P020022,PMA,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P020022
NAT328,Hepatitis virus,Versant HCV RNA Qualitative Assay,"Gen-Probe, Inc.",P020011,PMA,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P020011
NAT329,Hepatitis virus,COBAS AMPLICOR Hepatitis C Virus (HCV) Test,"Roche Molecular Systems, Inc.",P000012,PMA,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P000012
NAT330,Hepatitis virus,"AMPLICOR HCV Test, v2.0","Roche Molecular Systems, Inc.",P000010,PMA,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P000010
NAT331,Hepatitis virus,APTIMA HBV QUANT ASSAY,"HOLOGIC, INC",P170025,PMA,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P170025
NAT332,Hepatitis virus,Xpert HCV; GeneXpert Xpress System,Cepheid,DEN240016,De Novo,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN240016
NAT333,Human Metapneumovirus,Pro hMPV+ Assay,"Gen-Probe Prodesse, Inc.",K082688; K123838; K132200,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K082688
NAT334,Human Metapneumovirus,Quidel Molecular hMPV Assay,Quidel Corporation,K112490,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K112490
NAT335,Human Metapneumovirus,Quidel Molecular RSV + hMPV Assay,Quidel Corporation,K122189; K131813,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K122189
NAT336,Human Papillomvirus,Alinity m HR HPV,"Abbott Molecular, Inc",P230003,PMA,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P230003
NAT337,Human Papillomvirus,APTIMA HPV 16 18/45 Genotype Assay,"Gen-Probe, Inc.",P120007,PMA,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P120007
NAT338,Human Papillomvirus,APTIMA HPV Assay,"Gen-Probe, Inc.",P100042,PMA,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P100042
NAT339,Human Papillomvirus,BD ONCLARITY HPV ASSAY,"BECTON, DICKINSON AND COMPANY",P160037,PMA,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P160037
NAT340,Human Papillomvirus,cobas HPV for use on the cobas 6800/8800 Systems,"Roche Molecular Systems, Inc",P190028,PMA,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P190028
NAT341,Human Papillomvirus,Cervista HPV 16/18,"Hologic, Inc.",P080015,PMA,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P080015
NAT342,Human Papillomvirus,Cervista HPV HR and Genfind DNA Extraction Kit,"Hologic, Inc.",P080014,PMA,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P080014
NAT343,Human Papillomvirus,COBAS HPV Test,"Roche Molecular Systems, Inc.",P100020,PMA,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P100020
NAT344,Human Papillomvirus,Digene Hybrid Capture 2 High-Risk HPV DNA Test,Digene Corporation,P890064,PMA,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P890064
NAT345,Influenza and Respiratory Viruses,PLEX-ID Flu assay,Abbott Laboratories,K121003,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K121003
NAT346,Influenza and Respiratory Viruses,Alere i Influenza A & B,"ALERE SCARBOROUGH, INC D/B/A BINAX, INC",K141520; K151464; K151690; K163266,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K141520
NAT347,Influenza and Respiratory Viruses,Alere i RSV,"Alere Scarborough, Inc.",K161375,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K161375
NAT348,Influenza and Respiratory Viruses,ARIES Flu A/B & RSV Assay,Luminex Corporation,K161220,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K161220
NAT349,Influenza and Respiratory Viruses,artus Infl A/B RG RT-PCR Kit,Qiagen GmbH,K113323,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K113323
NAT350,Influenza and Respiratory Viruses,CDC Human Influenza Virus Real-time RT-PCR Detection and Characterization Panel,Centers for Disease Control and Prevention,K080570,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K080570
NAT351,Influenza and Respiratory Viruses,CDC Human Influenza Virus Real-Time RT-PCR Diagnostic Panel,Centers for Disease Control and Prevention,K111507; K123905; K130551; K132508; K133869; K161556,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K111507
NAT352,Influenza and Respiratory Viruses,"CDC Human Influenza Virus Real-Time RT-PCR Diagnostic Panel, Influenza A Subtyping Kit",Centers for Disease Control and Prevention,K161556,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K161556
NAT353,Influenza and Respiratory Viruses,"CDC Human Influenza Virus Real-Time RT-PCR Diagnostic Panel, Influenza A/B Typing Kit",Centers for Disease Control and Prevention,K172091,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K172091
NAT354,Influenza and Respiratory Viruses,"CDC Human Influenza Virus Real-time RT-PCR Diagnostic Panel, Influenza A/B Typing Kit, CDC Human Influenza Virus Real-time RT-PCR Diagnostic Panel, Influenza A Subtyping Kit, CDC Human Influenza Virus Real-time RT-PCR, Influenza A/H5 Subtyping Kit",Centers for Disease Control and Prevention,K200370,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K200370
NAT355,Influenza and Respiratory Viruses,CDC HUMAN INFLUENZA VIRUS REAL-TIME RT-PCR DIAGNOSTIC PANEL INFLUENZA A/H5 SUBTYPING,CENTERS FOR DISEASE CONTROL AND PREVENTION,K141859; K153148,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K141859
NAT356,Influenza and Respiratory Viruses,CDC Influenza 2009 A (H1N1) pdm Real-Time RT-PCR Panel,Centers for Disease Control and Prevention,K101564,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K101564
NAT357,Influenza and Respiratory Viruses,CDC Human Influenza Virus Real-time RT-PCR Diagnostic Panel Influenza B Lineage Genotyping Kit,Centers for Disease Control and Prevention,K181736,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K181736
NAT358,Influenza and Respiratory Viruses,"XPERT XPRESS FLU/RSV, XPERT Nasopharyngral Sample Collection Kit, XPERT Nasal Sample Collection Kit, GENEXPERT XPRESS II, GENEXPERT XPRESS IV",Cepheid,K180218,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K180218
NAT359,Influenza and Respiratory Viruses,ACCULA RSV TEST,"MESA BIOTECH, INC.",K181443,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K181443
NAT360,Influenza and Respiratory Viruses,BioCode Respiratory Pathogen Panel (RPP),"Applied BioCode, Inc",K192485,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K192485
NAT361,Influenza and Respiratory Viruses,cobas Liat Influenza A/B & RSV,"Iquum, Inc.",K153544; K153544/S001,510(k); 历史K号：路径待核对,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K153544
NAT362,Influenza and Respiratory Viruses,eNAT molecular collection and preservation medium,Copan Italia S.p.A.,K201849,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K201849
NAT363,Influenza and Respiratory Viruses,DNA/RNA Shield Collection Tube,Zymo Research,K202641,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K202641
NAT364,Influenza and Respiratory Viruses,ePlex Respiratory Pathogen Panel,"GenMark Diagnostics, Inc",K163636; K163636/S001,510(k); 历史K号：路径待核对,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K163636
NAT365,Influenza and Respiratory Viruses,eSensor Respiratory Viral Panel (RVP),"Clinical Micro Sensors, Inc.",K113731,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K113731
NAT366,Influenza and Respiratory Viruses,FilmArray Respiratory Panel (RP),"Idaho Technology, Inc.",K103175; K110764; K120267,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K103175
NAT367,Influenza and Respiratory Viruses,FilmArray Respiratory Panel (RP),"BioFire Diagnostics, LLC",K123620; K143080; K160068,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K123620
NAT368,Influenza and Respiratory Viruses,FilmArray Respiratory Panel 2 (RP2),"BioFire Diagnostics, LLC",K170604,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K170604
NAT369,Influenza and Respiratory Viruses,FilmArray Respiratory Panel EZ (RP EZ),"BioFire Diagnostics, LLC",K152579; K152579/S001; K152579/S002,510(k); 历史K号：路径待核对,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K152579
NAT370,Influenza and Respiratory Viruses,FilmArray RP EZ Control Panel M265,"Maine Molecular Quality Controls, Inc.",K161573,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K161573
NAT371,Influenza and Respiratory Viruses,Idylla Respiratory (IFV-RSV) Panel,Janssen Pharmaceutica NV,K163628; K163629; K163630,510(k); 历史K号：路径待核对,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K163628
NAT372,Influenza and Respiratory Viruses,IMDx Flu A/B and RSV for Abbott m2000,"Intelligent Medical Devices, Inc.",K131584,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K131584
NAT373,Influenza and Respiratory Viruses,INFLUENZA A SUBTYPING KIT CDC HUMAN INFLUENZA VIRUS REAL-TIME RT-PCR DIAGNOSTIC PANEL,CENTERS FOR DISEASE CONTROL AND PREVENTION,K140851,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K140851
NAT374,Influenza and Respiratory Viruses,Influenza A/H5 (Asian lineage) Virus Real-time RT-PCR Primer and Probe Set,Centers for Disease Control and Prevention,K060159,历史K号：路径待核对,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K060159
NAT375,Influenza and Respiratory Viruses,INFLUENZA B LINEAGE GENOTYPING KIT CDC HUMAN INFLUENZA VIRUS REAL-TIME RT-PCR DIAGNOSTIC PANEL,CENTERS FOR DISEASE CONTROL AND PREVENTION,K140857,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K140857
NAT376,Influenza and Respiratory Viruses,JBAIDS Influenza A Subtyping Kit,U.S. Army Medical Materiel Development Activity,K111778,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K111778
NAT377,Influenza and Respiratory Viruses,JBAIDS Influenza A&B Detection Kit,U.S. Army Medical Materiel Development Activity,K111775; K152523,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K111775
NAT378,Influenza and Respiratory Viruses,JBAIDS Influenza A/H5 (Asian lineage) Detection Kit,U.S. Army Medical Materiel Development Activity,K100287,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K100287
NAT379,Influenza and Respiratory Viruses,LIAISON PLEX Respiratory Flex (RSP Flex) Assay,Luminex Corporation,K233410,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K233410
NAT380,Influenza and Respiratory Viruses,Liat Influenza A/B Assay,"IQuum, Inc.",K111387,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K111387
NAT381,Influenza and Respiratory Viruses,Lyra Influenza A+B Assay,Quidel Corporation,K230236,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K230236
NAT382,Influenza and Respiratory Viruses,LYRA PARAINFLUENZA VIRUS ASSAY,QUIDEL CORPORATION,K141927,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K141927
NAT383,Influenza and Respiratory Viruses,NxTAG Respiratory Pathogen Panel,"Luminex Molecular Diagnostics, Inc.",K152386; K242613,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K152386
NAT384,Influenza and Respiratory Viruses,"NxTAG Respiratory Pathogen Panel, NxTAG Respiratory Pathogen Panel Files, SYNCT Software","Luminex Molecular Diagnostics, Inc.",K193167,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K193167
NAT385,Influenza and Respiratory Viruses,Prodesse ProFAST Assay,"Gen-Probe Prodesse, Inc.",K132237,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K132237
NAT386,Influenza and Respiratory Viruses,Prodesse ProFlu + Assay,"Gen-Probe Prodesse, Inc.",K132129,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K132129
NAT387,Influenza and Respiratory Viruses,Prodesse ProParaflu Assay,"Gen-Probe Prodesse, Inc.",K091053; K132238,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K091053
NAT388,Influenza and Respiratory Viruses,Prodesse ProParaflu Assay,"Hologic/Gen-Probe Prodesse, Inc.",K132238; K153223,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K132238
NAT389,Influenza and Respiratory Viruses,ProFlu+ Assay,"Hologic/Gen-Probe Prodesse, Inc.",K073029; K081030; K092500; K110968; K153219,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K073029
NAT390,Influenza and Respiratory Viruses,ProParaFlu + Assay,"Prodesse, Inc.",K091053,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K091053
NAT391,Influenza and Respiratory Viruses,Quidel Molecular Influenza A + B Assay,Quidel Corporation,K112172; K113777; K131728,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K112172
NAT392,Influenza and Respiratory Viruses,Simplexa Flu A/B & RSV,"Focus Diagnostics, Inc.",K102170,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K102170
NAT393,Influenza and Respiratory Viruses,Simplexa Flu A/B & RSV Direct,"Focus Diagnostics, Inc.",K120413; K142365; K152408,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K120413
NAT394,Influenza and Respiratory Viruses,Simplexa Influenza A H1N1 (2009),"Focus Diagnostics, Inc .",K100148,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K100148
NAT395,Influenza and Respiratory Viruses,Solana Influenza A+B Assay,Quidel Corporation,K161814,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K161814
NAT396,Influenza and Respiratory Viruses,Verigene Respiratory Pathogens Flex Nucleic Acid Test (RP Flex),"Nanosphere, Inc.",K143653; K143653/S001,510(k); 历史K号：路径待核对,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K143653
NAT397,Influenza and Respiratory Viruses,Verigene Respiratory Virus Plus Nucleic Acid Test (RV+),"Nanosphere, Inc.",K083088; K092566; K092957; K093337; K103209,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K083088
NAT398,Influenza and Respiratory Viruses,Xpert Xpress Flu,Cepheid,K162456; K162456/S001; K171552,510(k); 历史K号：路径待核对,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K162456
