marker_id,category_cn,label,tier,n_510k,n_denovo,n_pma,link_status,ex_510k,ex_denovo,ex_pma,clia_analyte_id,n_clia,clia_doc_examples,notes,official_link,source
M0972,病毒,Respiratory viruses,分析物／抗原／病原体标签,15,0,0,已关联历史获准记录（目录／数据库级）,K022713; K081746; K081928,,,427,53,CR140293; CR140424; CR140538; CR150418; CR160011,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K022713,catalog_v1
M0973,血液学与凝血,Reticulocyte count,功能／计数／检测对象组,31,0,0,已关联历史获准记录（目录／数据库级）,K001683; K011342; K012934,,,210,65,CDC000131; CDC000256; CR140072; CR140130; CR150203,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K001683,catalog_v1
M0974,血液学与凝血,"Reticulocyte, immature fraction",分析物／抗原／病原体标签,10,0,0,已关联历史获准记录（目录／数据库级）,K012934; K051215; K061667,,,378,13,K012934; K051215; K061667; K071967; K971152,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K012934,catalog_v1
M0975,临床生化,Retinol binding protein (RBP),分析物／抗原／病原体标签,3,0,0,已关联历史获准记录（目录／数据库级）,K943997; K955881; K973189,,,630,13,CDC000033; K943997; K955881; K973189; X080028,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K943997,catalog_v1
M0976,输血与免疫血液学,Rh Blood Group System (Anti-Cw),抗体／免疫反应性,0,0,0,仅CLIA记录：三路径待核实,,,,1290,1,CR260336,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0977,输血与免疫血液学,"Rh phenotype (C, c, E, e)",分析物／抗原／病原体标签,0,0,0,仅CLIA记录：三路径待核实,,,,1116,37,CR180687; CR180723; CR180805; CR180810; CR180914,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0978,输血与免疫血液学,"Rh phenotype (C, c, E, e) +K",分析物／抗原／病原体标签,0,0,0,仅CLIA记录：三路径待核实,,,,1117,12,CR180687; CR190142; CR190745; CR200230; CR200556,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0979,输血与免疫血液学,RhD,分析物／抗原／病原体标签,0,0,0,仅CLIA记录：三路径待核实,,,,1118,13,CR180687; CR180805; CR180810; CR180914; CR190142,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0980,输血与免疫血液学,"RhD + phenotype (C, c, E, e)",分析物／抗原／病原体标签,0,0,0,仅CLIA记录：三路径待核实,,,,1119,4,CR190142; CR200556,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0981,输血与免疫血液学,RhD Type - D(RHO),分析物／抗原／病原体标签,0,0,0,仅CLIA记录：三路径待核实,,,,1162,19,CR190443; CR190634; CR190764; CR200175; CR200230,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0982,输血与免疫血液学,RhD Type - Weak D antigen detection,抗体／免疫反应性,0,0,0,仅CLIA记录：三路径待核实,,,,1163,12,CR190443; CR190741; CR190742; CR190743; CR190744,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0983,免疫与自身免疫,Rheumatoid factor (RF),分析物／抗原／病原体标签,78,0,0,已关联历史获准记录（目录／数据库级）,K000534; K001647; K002609,,,119,318,CDC000002; CDC000018; CDC000019; CDC000032; CDC000033,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K000534,catalog_v1
M0984,免疫与自身免疫,Rickettsia conorii Ab (mediterranean spotted Fvr),分析物／抗原／病原体标签,0,0,0,仅CLIA记录：三路径待核实,,,,805,1,CDC000152,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0985,免疫与自身免疫,Rickettsia rickettsii Ab (rocky Mt. spotted fever),分析物／抗原／病原体标签,1,0,0,已关联历史获准记录（目录／数据库级）,K864110,,,777,7,CDC000127; CDC000152; CR170008; K864110,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K864110,catalog_v1
M0986,细菌与耐药,Rickettsia spp. DNA,遗传／核酸／分型,0,0,0,仅CLIA记录：三路径待核实,,,,1083,1,CR170185,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0987,免疫与自身免疫,Rickettsia typhi antibodies (typhus antibodies),抗体／免疫反应性,1,0,0,已关联历史获准记录（目录／数据库级）,K920569,,,542,4,CDC000127; CDC000152; K920569,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K920569,catalog_v1
M0988,血液学与凝血,Rivaroxaban,分析物／抗原／病原体标签,0,0,0,仅CLIA记录：三路径待核实,,,,1250,16,CR220405; CR230649; CR240008,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0989,细菌与耐药,RNA host response biomarkers extracted directly from whole blood,遗传／核酸／分型,0,0,0,仅CLIA记录：三路径待核实,,,,1067,3,CR160647; CR200642; CR240323,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0990,病毒,RNA host-response biomarkers extracted directly from whole blood,遗传／核酸／分型,0,0,0,仅CLIA记录：三路径待核实,,,,1274,1,CR240323,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0991,病毒,Rotavirus,分析物／抗原／病原体标签,8,0,0,已关联历史获准记录（目录／数据库级）,K912666; K932384; K933587,,,366,35,CDC000020; CDC000036; CDC000057; CDC000061; CDC000149,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K912666,catalog_v1
M0992,免疫与自身免疫,Rubella antibodies,抗体／免疫反应性,50,0,0,已关联历史获准记录（目录／数据库级）,K001875; K003412; K010668,,,226,172,CDC000020; CDC000032; CDC000044; CDC000046; CDC000057,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K001875,catalog_v1
M0993,免疫与自身免疫,Rubeola antibodies (measles),抗体／免疫反应性,7,0,0,已关联历史获准记录（目录／数据库级）,K091616; K904083; K904854,,,501,44,CDC000036; CDC000044; CDC000048; CDC000094; CDC000120,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K091616,catalog_v1
M0994,毒理与治疗药物监测,Salicylates,分析物／抗原／病原体标签,43,0,0,已关联历史获准记录（目录／数据库级）,K010061; K011213; K011465,,,244,273,CDC000035; CDC000055; CDC000089; CDC000104; CDC000114,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K010061,catalog_v1
M0995,细菌与耐药,Salmonella,分析物／抗原／病原体标签,3,0,0,已关联历史获准记录（目录／数据库级）,K123274; K912791; K951069,,,507,17,CDC000018; CDC000020; CDC000032; CDC000036; CDC000095,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K123274,catalog_v1
M0996,临床生化,Sarcosine,分析物／抗原／病原体标签,1,0,0,已关联历史获准记录（目录／数据库级）,K925093,,,580,1,K925093,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K925093,catalog_v1
M0997,病毒,SARS-CoV-2,分析物／抗原／病原体标签,0,0,0,仅CLIA记录：三路径待核实,,,,1218,69,CR210140; CR210256; CR210467; CR220154; CR220212,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0998,病毒,SARS-CoV-2 and other Respiratory viruses,分析物／抗原／病原体标签,0,0,0,仅CLIA记录：三路径待核实,,,,1219,86,CR200247; CR220128; CR220320; CR230173; CR230614,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0999,免疫与自身免疫,SARS-CoV-2 antibodies,抗体／免疫反应性,0,0,0,仅CLIA记录：三路径待核实,,,,1247,15,CR210362; CR210367; CR250126; CR250454; CR260007,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M1000,寄生虫,Scabies,分析物／抗原／病原体标签,0,0,0,仅CLIA记录：三路径待核实,,,,831,1,CDC000327,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M1001,免疫与自身免疫,Schistosoma antibodies,抗体／免疫反应性,0,0,0,仅CLIA记录：三路径待核实,,,,727,1,CDC000017,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M1002,毒理与治疗药物监测,Secobarbital,分析物／抗原／病原体标签,0,0,0,仅CLIA记录：三路径待核实,,,,1200,179,CR190430; CR190767; CR200097; CR200299; CR200431,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M1003,血液学与凝血,Semen,分析物／抗原／病原体标签,14,0,0,已关联历史获准记录（目录／数据库级）,K011679; K012352; K012805,,,364,33,CDC000122; CDC000131; CDC000285; CR150591; CR160281,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K011679,catalog_v1
M1004,临床生化,Serine,分析物／抗原／病原体标签,1,0,0,已关联历史获准记录（目录／数据库级）,K925093,,,581,1,K925093,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K925093,catalog_v1
M1005,内分泌与生殖,Serotonin,分析物／抗原／病原体标签,0,0,0,仅CLIA记录：三路径待核实,,,,47,4,CDC000139; E990021; X030027; X030028,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M1006,免疫与自身免疫,SERPINA1 gene,遗传／核酸／分型,0,0,0,仅CLIA记录：三路径待核实,,,,1074,4,CR160339; CR170320; CR190619; CR220179,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M1007,内分泌与生殖,Sex hormone binding globulin,分析物／抗原／病原体标签,10,0,0,已关联历史获准记录（目录／数据库级）,K022603; K031717; K060818,,,432,47,CDC000091; CDC000272; CR140425; CR150360; CR170224,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K022603,catalog_v1
M1008,细菌与耐药,Shigella,抗体／免疫反应性,1,0,0,已关联历史获准记录（目录／数据库级）,K953316,,,650,6,CDC000095; CDC000230; CDC000276; CDC000278; CDC000430,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K953316,catalog_v1
M1009,毒理与治疗药物监测,Sirolimus,分析物／抗原／病原体标签,6,1,0,已关联历史获准记录（目录／数据库级）,K042411; K070822; K073604,DEN040008,,839,18,CR150008; CR150226; CR190728; CR260316; K034069,路线为空表示本次未建立直接关联，不表示没有获准产品。 De Novo依据见目录映射表；未回填panel内部成员。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K042411,catalog_v1
M1010,毒理与治疗药物监测,Sisomicin,分析物／抗原／病原体标签,0,0,0,仅CLIA记录：三路径待核实,,,,726,1,CDC000421,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M1011,临床生化,"Small, dense LDL-cholesterol (sd LDL-C)",分析物／抗原／病原体标签,0,0,0,仅CLIA记录：三路径待核实,,,,1085,14,CR160313; CR180416; CR200450; CR240623,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M1012,临床生化,Sodium,分析物／抗原／病原体标签,179,0,0,已关联历史获准记录（目录／数据库级）,K000103; K000895; K000926,,,137,616,CDC000005; CDC000011; CDC000023; CDC000035; CDC000058,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K000103,catalog_v1
M1013,毒理与治疗药物监测,Soluble fms-like tyrosine kinase-1 (sFlt-1),分析物／抗原／病原体标签,0,0,0,仅CLIA记录：三路径待核实,,,,1245,6,CR220155; CR240283; CR250260,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M1014,免疫与自身免疫,Soluble mesothelin related peptide,分析物／抗原／病原体标签,0,0,0,仅CLIA记录：三路径待核实,,,,876,1,H060004,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M1015,毒理与治疗药物监测,Solute carrier organic anion transporter family member 1B1 (SLCO1B1) genotype,遗传／核酸／分型,0,0,0,仅CLIA记录：三路径待核实,,,,1124,1,CR180381,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M1016,临床生化,Sorbital dehydrogenase (SDH),分析物／抗原／病原体标签,0,0,0,仅CLIA记录：三路径待核实,,,,722,27,CDC000246; CDC000418; CDC000428; CDC000434; CDC000436,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M1017,血液学与凝血,Sperm DNA Fragmentation Index (DFI),组合／谱／比值：成员待展开,0,0,0,仅CLIA记录：三路径待核实,,,,1277,2,CR240463,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M1018,血液学与凝血,Sperm-vaginal fluid/cervical mucus interaction,分析物／抗原／病原体标签,0,0,0,仅CLIA记录：三路径待核实,,,,837,1,CDC000405,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M1019,免疫与自身免疫,Sporothrix schenckii antibodies,抗体／免疫反应性,0,0,0,仅CLIA记录：三路径待核实,,,,797,1,CDC000138,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M1020,血液学与凝血,Spun microhematocrit,分析物／抗原／病原体标签,2,0,0,已关联历史获准记录（目录／数据库级）,K890849; K953519,,,530,5,CDC000131; CDC000319; CDC000361; K890849; K953519,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K890849,catalog_v1
M1021,临床生化,ST2 protein,分析物／抗原／病原体标签,1,0,0,已关联历史获准记录（目录／数据库级）,K111452,,,984,1,K111452,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K111452,catalog_v1
M1022,细菌与耐药,Staphylococcus,分析物／抗原／病原体标签,35,0,0,已关联历史获准记录（目录／数据库级）,K033415; K042812; K060099,,,348,69,CDC000008; CDC000020; CDC000026; CDC000032; CDC000036,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K033415,catalog_v1
M1023,免疫与自身免疫,Staphylococcus aureus antibodies,抗体／免疫反应性,0,0,0,仅CLIA记录：三路径待核实,,,,809,1,CDC000186,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M1024,免疫与自身免疫,"Stem cells, CD34",分析物／抗原／病原体标签,0,0,0,仅CLIA记录：三路径待核实,,,,499,6,B970018; CR210148; CR220037; CR220092; CR230542,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M1025,细菌与耐药,Streptococcus pneumoniae,分析物／抗原／病原体标签,15,0,0,已关联历史获准记录（目录／数据库级）,K010523; K012151; K012521,,,157,38,CDC000032; CDC000057; CDC000095; CDC000116; CDC000161,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K010523,catalog_v1
M1026,细菌与耐药,"Streptococcus, group A",分析物／抗原／病原体标签,41,0,0,已关联历史获准记录（目录／数据库级）,K010582; K011097; K011709,,,104,326,CDC000007; CDC000008; CDC000021; CDC000034; CDC000039,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K010582,catalog_v1
M1027,细菌与耐药,"Streptococcus, Group A, C and G",分析物／抗原／病原体标签,0,0,0,仅CLIA记录：三路径待核实,,,,1056,1,CR160439,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M1028,细菌与耐药,"Streptococcus, group B",分析物／抗原／病原体标签,15,0,0,已关联历史获准记录（目录／数据库级）,K022504; K060540; K062948,,,424,65,CDC000008; CDC000034; CDC000057; CDC000090; CDC000095,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K022504,catalog_v1
M1029,细菌与耐药,"Streptococcus, group C",分析物／抗原／病原体标签,3,0,0,已关联历史获准记录（目录／数据库级）,K934383; K942093; K962296,,,503,15,CDC000008; CDC000057; CDC000090; CDC000095; CDC000161,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K934383,catalog_v1
M1030,细菌与耐药,"Streptococcus, group D",分析物／抗原／病原体标签,1,0,0,已关联历史获准记录（目录／数据库级）,K934383,,,504,11,CDC000036; CDC000057; CDC000090; CDC000095; CDC000161,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K934383,catalog_v1
M1031,细菌与耐药,"Streptococcus, group F",分析物／抗原／病原体标签,3,0,0,已关联历史获准记录（目录／数据库级）,K934383; K942093; K962296,,,506,15,CDC000008; CDC000057; CDC000090; CDC000095; CDC000161,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K934383,catalog_v1
M1032,细菌与耐药,"Streptococcus, group G",分析物／抗原／病原体标签,3,0,0,已关联历史获准记录（目录／数据库级）,K934383; K942093; K962296,,,505,15,CDC000008; CDC000057; CDC000090; CDC000095; CDC000161,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K934383,catalog_v1
M1033,毒理与治疗药物监测,Streptomycin,分析物／抗原／病原体标签,1,0,0,已关联历史获准记录（目录／数据库级）,K071316,,,723,3,CDC000418; K071316,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K071316,catalog_v1
M1034,免疫与自身免疫,Strongyloides antibodies,抗体／免疫反应性,0,0,0,仅CLIA记录：三路径待核实,,,,1267,1,CR240355,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M1035,临床生化,Succinylacetone,分析物／抗原／病原体标签,2,0,0,已关联历史获准记录（目录／数据库级）,K083130; K093916,,,945,5,CR170626; CR190676; K083130; K093916,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K083130,catalog_v1
M1036,临床生化,Sulfhemoglobin,分析物／抗原／病原体标签,2,0,0,已关联历史获准记录（目录／数据库级）,K031560; K954018,,,464,4,CR190517; K031560; K954018,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K031560,catalog_v1
M1037,临床生化,Surfactant/albumin ratio,组合／谱／比值：成员待展开,0,0,0,仅CLIA记录：三路径待核实,,,,827,2,CDC000287,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M1038,免疫与自身免疫,Survival Motor Neuron 1 (SMN1),分析物／抗原／病原体标签,0,0,0,仅CLIA记录：三路径待核实,,,,1238,1,CR200346,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M1039,免疫与自身免疫,T lymphocytes,分析物／抗原／病原体标签,0,0,0,仅CLIA记录：三路径待核实,,,,1080,4,CR160540; CR180911; CR230509,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M1040,内分泌与生殖,T uptake (TU),分析物／抗原／病原体标签,22,0,0,已关联历史获准记录（目录／数据库级）,K023049; K042291; K042307,,,64,97,CDC000262; CDC000376; CDC000393; CDC000401; CR170132,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K023049,catalog_v1
M1041,免疫与自身免疫,T-Cell Receptor Excision Circles (TRECs),分析物／抗原／病原体标签,0,0,0,仅CLIA记录：三路径待核实,,,,1235,1,CR200500,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M1042,毒理与治疗药物监测,Tacrolimus,分析物／抗原／病原体标签,8,0,1,已关联历史获准记录（目录／数据库级）,K050206; K060385; K060502,,P970007,704,38,CR150008; CR150051; CR150226; CR170437; CR170671,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K050206,catalog_v1
M1043,免疫与自身免疫,Taenia solium antibodies (cysticercosis),抗体／免疫反应性,0,0,0,仅CLIA记录：三路径待核实,,,,808,2,CDC000163,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M1044,病理与分子肿瘤,Targeted Somatic Mutation Panel,组合／谱／比值：成员待展开,0,0,0,仅CLIA记录：三路径待核实,,,,1079,22,CR160484; CR160569; CR170288; CR170530; CR190127,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M1045,临床生化,Taurine,分析物／抗原／病原体标签,2,0,0,已关联历史获准记录（目录／数据库级）,K925093; K943978,,,582,2,K925093; K943978,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K925093,catalog_v1
M1046,内分泌与生殖,Testosterone,分析物／抗原／病原体标签,37,0,0,已关联历史获准记录（目录／数据库级）,K000043; K001935; K002294,,,156,100,CDC000037; CDC000090; CDC000091; CDC000141; CDC000166,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K000043,catalog_v1
M1047,内分泌与生殖,"Testosterone, free",分析物／抗原／病原体标签,4,0,0,已关联历史获准记录（目录／数据库级）,K001086; K030730; K052649,,,192,10,CDC000090; CR180269; CR190320; CR240168; CR260396,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K001086,catalog_v1
M1048,毒理与治疗药物监测,Theophylline,分析物／抗原／病原体标签,69,0,0,已关联历史获准记录（目录／数据库级）,K010061; K011166; K011213,,,189,292,CDC000007; CDC000035; CDC000055; CDC000090; CDC000104,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K010061,catalog_v1
M1049,毒理与治疗药物监测,Thiopurine methyltransferase (TPMT) genotype,遗传／核酸／分型,0,0,0,仅CLIA记录：三路径待核实,,,,1126,1,CR180381,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M1050,临床生化,Threonine,分析物／抗原／病原体标签,1,0,0,已关联历史获准记录（目录／数据库级）,K925093,,,583,1,K925093,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K925093,catalog_v1
M1051,血液学与凝血,Thrombin time,功能／计数／检测对象组,34,0,0,已关联历史获准记录（目录／数据库级）,K000053; K030818; K031377,,,230,141,CDC000038; CDC000093; CDC000118; CDC000123; CDC000147,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K000053,catalog_v1
