pma_no,product_name,generic_name,product_code,classification_def,decision_date,decision_code,n_records,status_note,approval_order_excerpt,fda_link
P010051,IMMULITE 2000 XPI ANTI-HBC,Qualitative and Quantitative Hepatitis B Virus Antibody assays,SEI,In vitro diagnostic devices intended for use in the detection of antibodies to HBV. These devices are intended to aid in the diagnosis of HBV infection in persons with signs and symptoms of hepatitis and in persons at risk for HBV infection. Anti-HBs assay results may be used as an aid in the determination of susceptibility to HBV infection in individuals prior to or following HBV vaccination or when vaccination status is unknown.,2002-07-24,APRL,17,历史记录；未核实当前销售状态,"APPROVAL FOR THE IMMULITE ANTI-HBC AND IMMULITE 2000 ANTI-HBC.  THESE DEVICES ARE INDICATED FOR:  IMMULITE. ANTI-HBC: IMMULITE ANTI-HBC IS A SOLID -PHASE CHEMILUMINESCENT ENZYME IMMUNOASSAY DESIGNED FOR USE ON THE IMMULITE AUTOMATED IMMUNOASSAY ANALYZER FOR THE QUALITATIVE DETECTION OF TOTAL ANTIBODIES AGAINST HEPATITIS  B CORE ANTIGEN (ANTI-HBC) IN HUMAN SERUM OR PLASMA (EDTA, HEPARINIZED, CITRATE).  IT IS INTENDED FOR IN VITRO DIAGNOSTIC USE FOR THE LABORATORY DIAGNOSIS OF ONGOING OR PREVIOUS HEPATITIS B VIRUS INFECTION.  IMMULITE. 2000 ANTI-HBC: IMMULITE 2000 ANTI-HBC IS A SOLID-PHASE CHEMILUMINESCENT ENZYME IMMUNOASSAY DESIGNED FOR USE ON THE IMMULITE 2000 AUTOMATED IMMUNOASSAY ANALYZER FOR THE QUALITATIVE DETECTION OF TOTAL ANTIBODIES AGAINST HEPATITIS B CORE ANTIGEN (ANTI-HBC) IN HUMAN SERUM OR PLASMA (EDTA, HEPARINIZED, CITRATE).  IT IS INTENDED FOR IN VITRO DIAGNOSTIC USE FOR THE LABORATORY DIAGNOSIS OF ONGOING OR PREVIOUS HEPATITIS B VIRUS INFECTION .",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P010051
P010052,IMMULITE 2000 XPI ANTI-HBS,Qualitative and Quantitative Hepatitis B Virus Antibody assays,SEI,In vitro diagnostic devices intended for use in the detection of antibodies to HBV. These devices are intended to aid in the diagnosis of HBV infection in persons with signs and symptoms of hepatitis and in persons at risk for HBV infection. Anti-HBs assay results may be used as an aid in the determination of susceptibility to HBV infection in individuals prior to or following HBV vaccination or when vaccination status is unknown.,2002-07-22,APRL,16,历史记录；未核实当前销售状态,"APPROVAL FOR THE IMMULITE ANTI-HBS AND IMMULITE 2000 ANTI-HBS.  THE DEVICES ARE INDICATED FOR:  IMMULITE ANTI-HBS:  FOR IN VITRO DIAGNOSTIC USE WITH THE IMMULITE AUTOMATED IMMUNOASSAY ANALYZER FOR THE QUALITATIVE MEASUREMENT OF TOTAL ANTIBODIES TO THE HEPATITIS B SURFACE ANTIGEN (ANTI-HBS) IN HUMAN SERUM AND PLASMA (HEPARINIZED OR EDTA).  ASSAY RESULTS MAY BE USED AS AN AID IN THE DETERMINATION OF SUSCEPTIBILITY TO HEPATITIS B VIRUS (HBV) INFECTION FOR INDIVIDUALS PRIOR TO OR FOLLOWING HBV VACCINATION, OR WHERE VACCINATION STATUS IS UNKNOWN.  ASSAY RESULTS MAY BE USED WITH OTHER HBV SEROLOGICAL MARKERS FOR THE LABORATORY DIAGNOSIS OF HBV DISEASE ASSOCIATED WITH HBV INFECTION.  A REACTIVE ASSAY RESULT WILL ALLOW A DIFFERENTIAL DIAGNOSIS IN INDIVIDUALS DISPLAYING SIGNS AND SYMPTOMS OF HEPATITIS IN WHOM ETIOLOGY IS UNKNOWN.  THE DETECTION OF ANTI-HBS IS INDICATIVE OF LABORATORY DIAGNOSIS OF SEROCONVERSION FROM HEPATITIS B VIRUS (HBV) INFECTION.  IMMULITE 2000 ANTI-HBS:  FOR IN VITRO DIAGN〔节选〕",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P010052
P010053,IMMULITE 2000 XPI ANTI-HBC IMG,Qualitative and Quantitative Hepatitis B Virus Antibody assays,SEI,In vitro diagnostic devices intended for use in the detection of antibodies to HBV. These devices are intended to aid in the diagnosis of HBV infection in persons with signs and symptoms of hepatitis and in persons at risk for HBV infection. Anti-HBs assay results may be used as an aid in the determination of susceptibility to HBV infection in individuals prior to or following HBV vaccination or when vaccination status is unknown.,2002-07-26,APRL,15,历史记录；未核实当前销售状态,"APPROVAL FOR THE IMMULITE ANTI-HBC IGM AND IMMULITE 2000 ANTI-HBC IGM.  THESE DEVICES ARE INDICATED FOR:  IMMULITE. ANTI-HBC IGM: IMMULITE ANTI-HBC IGM IS A SOLID-PHASE CHEMILUMINESCENT ENZYME IMMUNOASSAY DESIGNED FOR USE WITH THE IMMULITE AUTOMATED IMMUNOASSAY ANALYZER FOR THE QUALITATIVE MEASUREMENT OF IGM ANTIBODY TO HEPATITIS B CORE ANTIGEN (ANTI-HBC IGM) IN HUMAN SERUM AND PLASMA (EDTA, HEPARINIZED OR CITRATE).  IT IS INTENDED FOR IN VITRO DIAGNOSTIC USE FOR THE LABORATORY DIAGNOSIS OF ACUTE OR RECENT (USUALLY WITHIN 6 MONTHS) HEPATITIS B VIRAL INFECTION.  IMMULITE. 2000 ANTI-HBC IGM: IMMULITE 2000 ANTI-HBC IGM IS A SOLID-PHASE CHEMILUMINESCENT ENZYME IMMUNOASSAY DESIGNED FOR USE WITH THE IMMULITE 2000 AUTOMATED IMMUNOASSAY ANALYZER FOR THE QUALITATIVE MEASUREMENT IF IGM ANTIBODY TO HEPATITIS B CORE ANTIGEN (ANTI-HBC IGM) IN HUMAN SERUM AND PLASMA (EDTA, HEPARINIZED OR CITRATE).  IT IS INTENDED FOR IN VITRO DIAGNOSTIC USE FOR THE LABORATORY DIAGNOSIS OF ACUTE OR RECENT (USUALLY WI〔节选〕",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P010053
P010054,ELECSYS ANTI-HBS,Qualitative and Quantitative Hepatitis B Virus Antibody assays,SEI,In vitro diagnostic devices intended for use in the detection of antibodies to HBV. These devices are intended to aid in the diagnosis of HBV infection in persons with signs and symptoms of hepatitis and in persons at risk for HBV infection. Anti-HBs assay results may be used as an aid in the determination of susceptibility to HBV infection in individuals prior to or following HBV vaccination or when vaccination status is unknown.,2002-02-28,APRL,46,历史记录；未核实当前销售状态,"APPROVAL FOR THE ELECSYS ANTI-HBS IMMUNOASSAY AND ELECSYS PRECICONTROL ANTI-HBS.  THE ELECSYS ANTI-HBS IMMUNOASSAY IS INDICATED FOR:  THE QUALITATIVE DETERMINATION OF TOTAL ANTIBODIES TO THE HEPATITIS B SURFACE ANTIGEN (HBSAG) IN HUMAN SERUM AND PLASMA (EDTA).  THE ELECTROCHEMILUMIN-ESCENCE IMMUNOASSAY ""ECLIA"" IS INTENDED FOR USE ON THE ROCHE ELECSYS 2010 IMMUNOASSAY ANALYZER.  ASSAY RESULTS MAY BE USED AS AN AID IN THE DETERMINATION OF SUSCEPTIBILITY TO HEPATITIS B VIRUS (HBV) INFECTION FOR INDIVIDUALS PRIOR TO OR FOLLOWING HBV VACCINATION, OR WHERE VACCINATION STATUS IS UNKNOWN.  ASSAY RESULTS MAY BE USED WITH OTHER HBV SEROLOGICAL MARKERS FOR THE LABORATORY DIAGNOSIS OF HBV DISEASE ASSOCIATED WITH HBV INFECTION.  A REACTIVE ASSAY RESULT WILL ALLOW A DIFFERENTIAL DIAGNOSIS IN INDIVIDUALS DISPLAYING SIGNS AND SYMPTOMS OF HEPATITIS IN WHOM ETIOLOGY IS UNKNOWN.  THE DETECTION OF ANTI-HBS IS INDICATIVE OF LABORATORY DIAGNOSIS OF SEROCONVERSION FROM HEPATITIS B VIRUS (HBV) INFECTION.  THE〔节选〕",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P010054
P020002,THINPREP (R) IMAGING SYSTEM,"READER, CERVICAL CYTOLOGY SLIDE, AUTOMATED",MNM,,2003-06-06,APCB,10,历史记录；未核实当前销售状态,"APPROVAL FOR THE THINPREP IMAGING SYSTEM.  THE DEVICE IS INDICATED FOR ASSISTING IN PRIMARY CERVICAL CANCER SCREENING OF THINPREP PAP TEST SLIDES FOR THE PRESENCE OF ATYPICAL CELLS, CERVICAL NEOPLASIA, INCLUDING ITS PRECURSOR LESIONS (LOW GRADE SQUAMOUS INTRAEPITHELIAL LESIONS, HIGH GRADE SQUAMOUS INTRAEPITHELIAL LESIONS, AND CARCINOMA AS WELL AS ALL OTHER CYTOLOGICAL CRITERIA AS DEFINED BY THE 2001 BETHESDA SYSTEM: TERMINOLOGY FOR REPORTING RESULTS OF CERVICAL CYTOLOGY.",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P020002
P020011,VERSANT HCV RNA QUALITATIVE ASSAY,"Assay, hybridization and/or nucleic acid amplification for detection of hepatitis c rna,hepatitis c virus",MZP,,2002-11-07,APRL,17,历史记录；未核实当前销售状态,"APPROVAL FOR THE VERSANT HCV RNA QUALITATIVE ASSAY.  THE DEVICE IS INDICATED FOR:  THE VERSANT HCV RNA QUALITATIVE ASSAY IS AN IN VITRO NUCLEIC ACID AMPLIFICATION ASSAY FOR THE DETECTION OF HEPATITIS C VIRUS (HCV) RNA IN HUMAN PLASMA (EDTA, SODIUM HEPARIN, SODIUM CITRATE, AND ACD) OR SERUM.  THE VERSANT HCV RNA QUALITATIVE  ASSAY IS INDICATED FOR USE WITH FRESH OR FROZEN SPECIMENS FROM THE FOLLOWING POPULATIONS: INDIVIDUALS WITH ANTIBODY EVIDENCE OF HCV INFECTION WITH EVIDENCE OF LIVER DISEASE, AND INDIVIDUALS SUSPECTED TO BE ACTIVELY INFECTED WITH HCV WITH ANTIBODY EVIDENCE, AND INDIVIDUALS AT RISK FOR HCV INFECTION WITH ANTIBODIES TO HCV.  DETECTION OF HCV RNA IS EVIDENCE OF ACTIVE HCV INFECTION.",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P020011
P020022,BAYER VERSANT (TM) HCV RNA 3.0 ASSAY (BDNA),"Assay, hybridization and/or nucleic acid amplification for detection of hepatitis c rna,hepatitis c virus",MZP,,2003-03-28,APWD,12,存在原始PMA撤回记录,"APPROVAL FOR THE BAYER VERSANT HCV RNA 3.0 ASSAY (BDNA).  THE DEVICE IS INDICATED FOR:  THE VERSANT HCV RNA 3.0 ASSAY (BDNA) IS A SIGNAL AMPLIFICATION NUCLEIC ACID PROBE ASSAY FOR THE QUANTITATION OF HUMAN HEPATITIS C VIRAL RNA (HCV RNA) IN THE SERUM OR PLASMA (EDTA AND ACD) OF HCV-INFECTED INDIVIDUALS USING THE BAYER SYSTEM 340 BDNA ANALYZER.  SPECIMENS CONTAINING HCV GENOTYPES 1-6 HAVE BEEN VALIDATED FOR QUANTITATION IN THE ASSAY.  THE VERSANT HCV RNA 3.0 ASSAY IS INTENDED FOR USE AS AN AID IN THE MANAGEMENT OF HCV-INFECTED PATIENTS UNDERGOING ANTI-VIRAL THERAPY.  THE ASSAY MEASURES HCV RNA LEVELS AT BASELINE AND DURING TREATMENT AND ARE USEFUL IN PREDICTING NON-RESPONSE TO HCV THERAPY, AND ARE PREDICTIVE OF NON-SUSTAINED VIROLOGICAL RESPONSE.  THE RESULTS FROM THE VERSANT HCV RNA 3.0 ASSAY (BDNA) MUST BE INTERPRETED WITHIN THE CONTEXT OF ALL RELEVANT CLINICAL AND LABORATORY FINDINGS.  ASSAY PERFORMANCE CHARACTERISTICS HAVE BEEN ESTABLISHED ONLY FOR INDIVIDUALS TREATED WITH INTERFERO〔节选〕",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P020022
P020027,DIMENSION FPSA FLEX REAGENT CARTRIDGE AND DIMENSION T/F PSA CALIBRATOR FOR DIMENSION RXL AND XPAND SYSTEMS,"Test, prostate specific antigen, free, (noncomplexed) to distinguish prostate cancer from benign conditions",MTG,,2003-01-24,APPR,42,历史记录；未核实当前销售状态,APPROVAL FOR THE DIMENSION FPSA FLEX REAGENT CARTRIDGE AND DIMENSION T/F PSA CALIBRATOR FOR DIMENSION RXL AND XPAND SYSTEMS.  THE DIMENSION FPSA FLEX REAGENT CARTRIDGE IS INDICATED FOR:  THE FPSA METHOD FOR THE DIMENSION CLINICAL CHEMISTRY SYSTEM WITH THE HETEROGENOUS IMMUNOASSAY MODULE IS AN IN VITRO DIAGNOSTIC TEST INTENDED TO QUANTITATIVELY MEASURE FREE PROSTATE SPECIFIC ANTIGEN (FPSA) IN HUMAN SERUM.  MEASUREMENT OF FPSA ARE USED IN CONJUNCTION WITH TOTAL PSA (TPSA) METHOD ON DIMENSION SYSTEM TO CALCULATE FPSA TO TPSA RATIO EXPRESSED AS A PERCENT FPSA.  THE PERCENT FPSA IS USED AS AN AID IN DISTINGUISHING PROSTATE CANCER FROM BENIGN PROSTATE CONDITIONS IN MEN 50 YEARS OR OLDER WITH TPSA OF 4.0 TO 10.0 NG/ML [UG/L] AND DIGITAL RECTAL EXAMINATION (DRE) FINDINGS NOT SUSPICIOUS FOR CANCER.  PROSTATE BIOPSY IS REQUIRED FOR DIAGNOSIS OF CANCER.  THE DIMENSION T/F PSA CALIBRATOR IS INDICATED FOR: THE T/F PSA CALIBRATOR IS AN IN VITRO DIAGNOSTIC PRODUCT INTENDED TO BE USED TO CALIBRATE THE〔节选〕,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P020027
P020055,VENTANA MEDICAL SYSTEMS PATHWAY ANTI-C-KIT (9.7) PRIMARY ANTIBODY,"Immunohistochemistry antibody assay, c-kit",NKF,"Identification/Intended Use - The anti-c-KIT primary antibody is intended for laboratory use, via light microscopy, for the qualitative detection of KIT protein in formalin-fixed, paraffin-embedded gastrointestinal stromal tumors (GISTs) using either an automated immunohistochemistry staining system or manual assay. It is indicated as an aid in the selection of GIST patients who may qualify for imatinib mesylate therapy within the context of the patient's clinical history, tumor morphology, and other diagnostic tests evaluated by a qualified pathologist. The test is not intended as the sole basis for making the diagnosis of GIST and is not intended as the sole basis for selecting imatinib mesylate therapy.  A negative result would not necessarily exclude the diagnosis of GIST",2004-08-11,APPR,32,历史记录；未核实当前销售状态,"APPROVAL FOR THE VENTANA  MEDICAL SYSTEMS' PATHWAY ANTI-C-KIT (9.7) PRIMARY ANTIBODY.  THE DEVICE IS INDICATED AS FOLLOWS: VENTANA MEDICAL SYSTEMS' PATHWAY ANTI-C-KIT (9.7) PRIMARY ANTIBODY IS INTENDED FOR LABORATORY USE, VIA LIGHT MICROSCOPY, FOR THE QUALITATIVE DETECTION OF KIT PROTEIN IN FORMALIN-FIXED, PARAFFIN-EMBEDDED GASTROINTESTINAL STROMAL TUMORS (GISTS) USING EITHER AN AUTOMATED IMMUNOHISTOCHEM-ISTRY STAINING SYSTEM OR A MANUAL ASSAY.  IT IS INDICATED AS AN AID IN THE DIAGNOSIS OF GIST WITHIN THE CONTEXT OF THE PATIENT'S CLINICAL HISTORY, TUMOR MORPHOLOGY, AND OTHER DIAGNOSTIC TESTS EVALUATED BY A QUALIFIED PATHOLOGIST.  IT MAY BE USED AFTER THE DIAGNOSIS OF GIST AS AN AID IN THE SELECTION OF GIST PATIENTS WHO MAY QUALIFY FOR IMATINIB MESYLATE (GLEEVEC ) THERAPY.  PATHWAY ANTI-C-KIT (9.7) PRIMARY ANTIBODY IS OPTIMIZED FOR USE ON VENTANA AUTOMATED SLIDE STAINER AND FOR MANUAL APPLICATION IN COMBINATION WITH VENTANA MEDICAL SYSTEMS' IVIEW DAB DETECTION KIT AND ACCESSORIES.  THE〔节选〕",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P020055
P030024,VITROS IMMUNODIAGNOSTIC PRODUCTS ANTI-HBC REAGENT PACK/CALIBRATOR,Qualitative and Quantitative Hepatitis B Virus Antibody assays,SEI,In vitro diagnostic devices intended for use in the detection of antibodies to HBV. These devices are intended to aid in the diagnosis of HBV infection in persons with signs and symptoms of hepatitis and in persons at risk for HBV infection. Anti-HBs assay results may be used as an aid in the determination of susceptibility to HBV infection in individuals prior to or following HBV vaccination or when vaccination status is unknown.,2004-03-04,APRL,30,历史记录；未核实当前销售状态,"APPROVAL FOR THE VITROS IMMUNODIAGNOSTIC PRODUCTS ANTI-HBC REAGENT PACK AND VITROS IMMUNODIAGNOSTIC PRODUCTS ANTI-HBC CALIBRATOR.  THESE DEVICES ARE INDICATED FOR:  1) VITROS IMMUNODIAGNOSTIC PRODUCTS ANTI-HBC REAGENT PACK IS INDICATED FOR THE IN VITRO  QUALITATIVE DETECTION OF TOTAL ANTIBODY (IGG AND IGM) TO HEPATITIS B CORE ANTIGEN (TOTAL ANTI-HBC) IN HUMAN ADULT AND PEDIATRIC SERUM AND PLASMA (EDTA AND CITRATE) AND NEONATE SERUM USING THE VITROS ECI IMMUNODIAGNOSTIC SYSTEM.  ASSAY RESULTS, IN CONJUNCTION WITH OTHER SEROLOGICAL AND CLINICAL INFORMATION, MAY BE USED FOR THE LABORATORY DIAGNOSIS OF INDIVIDUALS WITH ACUTE OR CHRONIC HEPATITIS B, OR RECOVERY FROM HEPATITIS B INFECTION.  THE PRESENCE OF ANTI-HBC MAY BE USED AS AN AID IN THE DETERMINATION OF EXPOSURE TO HBV INFECTION FOR INDIVIDUALS PRIOR TO HBV VACCINATION.  2) VITROS IMMUNODIAGNOSTIC PRODUCTS ANTI-HBC CALIBRATOR IS INDICATED FOR USE IN THE CALIBRATION OF THE VITROS ECI IMMUNODIAGNOSTIC SYSTEM WHEN USED FOR THE IN VITRO Q〔节选〕",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P030024
P030026,VITROS IMMUNODIAGNOSTIC PRODUCTS ANTI-HBC IGM REAGENT PAK/CALIBRATOR,Qualitative and Quantitative Hepatitis B Virus Antibody assays,SEI,In vitro diagnostic devices intended for use in the detection of antibodies to HBV. These devices are intended to aid in the diagnosis of HBV infection in persons with signs and symptoms of hepatitis and in persons at risk for HBV infection. Anti-HBs assay results may be used as an aid in the determination of susceptibility to HBV infection in individuals prior to or following HBV vaccination or when vaccination status is unknown.,2004-03-04,APRL,38,历史记录；未核实当前销售状态,"APPROVAL FOR THE VITROS IMMUNODIAGNOSTIC PRODUCTS ANTI-HBC IGM REAGENT PACK AND VITROS IMMUNODIAGNOSTIC PRODUCTS ANTI-HBC IGM CALIBRATOR.  THESE DEVICES ARE INDICATED FOR:  1) VITROS IMMUNODIAGNOSTIC PRODUCTS ANTI-HBC IGM REAGENT PACK IS INDICATED FOR THE IN VITRO QUALITATIVE DETECTION OF IGM ANTIBODY TO HEPATITIS B CORE ANTIGEN (ANTI-HBC IGM) IN HUMAN ADULT AND PEDIATRIC SERUM AND PLASMA (HEPARIN, EDTA AND CITRATE) AND NEONATE SERUM USING THE VITROS ECI IMMUNODIAGNOSTIC SYSTEM.  ASSAY RESULTS, IN CONJUNCTION WITH OTHER SEROLOGICAL AND CLINICAL INFORMATION, MAY BE USED FOR THE LABORATORY DIAGNOSIS OF INDIVIDUALS WITH ACUTE OR CHRONIC HEPATITIS B.   2) VITROS IMMUNODIAGNOSTIC PRODUCTS ANTI-HBC IGM CALIBRATOR IS INDICATED FOR THE USE IN THE CALIBRATION OF THE VITROS IMMUNODIAGNOSTIC SYSTEM FOR THE IN VITRO QUALITATIVE DETECTION OF IGM ANTIBODY TO HEPATITIS B CORE ANTIGEN (ANTI-HBC IGM) IN HUMAN ADULT AND PEDIATRIC SERUM AND PLASMA (EDTA, HEPARIN OR CITRATE) AND NEONATE SERUM USING VITRO 〔节选〕",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P030026
P030029,ADVIA CENTAUR ANTI-HBS READYPACK REAGENTS AND CALIBRATORS,"Test, Hepatitis B (B Antigen, B Surface Antigen, Be Antigen)",LOM,In vitro diagnostic device intended for aid in the diagnosis of chronic or acute HBV infection. HBV surface antigen (HbsAg) is also used for screening of HBV infection in pregnant women to identify neonates who are at risk of acquiring hepatitis B during perinatal period.,2004-05-14,APWD,12,存在原始PMA撤回记录,APPROVAL FOR THE ADVIA CENTAUR ANTI-HBS READYPACK REAGENTS AND ADVIA CENTAUR ANTI-HBS READYPACK CALIBRATORS.  THE DEVICE IS INDICATED FOR THE QUALITATIVE DETERMINATION OF TOTAL ANTIBODIES TO HEPATITIS B SURFACE ANTIGEN IN HUMAN SERUM OR PLASMA (EDTA OR HEPARINIZED) USING THE ADVIA CENTAUR SYSTEM.  THE ASSAY RESULTS MAY BE USED AS AN AID IN THE DETERMINATION OF SUSCEPTIBILITY TO HEPATITIS B VIRUS (HBV) INFECTION IN INDIVIDUALS PRIOR TO OR FOLLOWING HBV VACCINATION OR WHERE VACCINATION STATUS IS UNKNOWN.  ASSAY RESULTS MAY BE USED WITH OTHER HBV SEROLOGICAL MARKERS FOR THE LABORATORY DIAGNOSIS OF HBV  DISEASE ASSOCIATED WITH HBV INFECTION.  A REACTIVE ASSAY RESULT WILL ALLOW A DIFFERENTIAL DIAGNOSIS IN INDIVIDUALS DISPLAYING SIGNS AND SYMPTOMS OF HEPATITIS IN WHOM ETIOLOGY IN UNKNOWN.,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P030029
P030040,"ADVIA CENTAUR HBC IGM READYPACK REAGENTS, ADVIA CENTAUR  HBC IGM QUALITY CONTROL MATERIALS",Qualitative and Quantitative Hepatitis B Virus Antibody assays,SEI,In vitro diagnostic devices intended for use in the detection of antibodies to HBV. These devices are intended to aid in the diagnosis of HBV infection in persons with signs and symptoms of hepatitis and in persons at risk for HBV infection. Anti-HBs assay results may be used as an aid in the determination of susceptibility to HBV infection in individuals prior to or following HBV vaccination or when vaccination status is unknown.,2004-08-06,APRL,24,历史记录；未核实当前销售状态,"APPROVAL FOR THE ADVIA CENTAUR HBC IGM.  HBC IGM READY PACK REAGENTS: THIS DEVICE IS INDICATED FOR USE FOR THE ADVIA CENTAUR HBC IGM ASSAY AND IS AN IN VITRO  DIAGNOSTIC TEST FOR THE QUALITATIVE DETERMINATION IF IGM RESPONSE TO HEPATITIS B VIRUS CORE ANTIGEN IN HUMAN SERUM AND PLASMA (EDTA OR LITHIUM OR SODIUM HEPARINIZED) USING THE ADVIA CENTAUR SYSTEM.  THE ASSAY USES RECOMBINANT HBC ANTIGEN.  THIS ASSAY MAY BE USED IN COMBINATION WITH OTHER HEPATITIS B VIRUS (HBV) MARKET ASSAYS TO DEFINE THE CLINICAL STATUS OF KNOWN HBV INFECTED PATIENTS OR CAN BE COMBINED WITH OTHER HBV, HAV (HEPATITIS A VIRUS), AND HCV (HEPATITIS C VIRUS) ASSAYS FOR THE DIAGNOSIS OF PATIENTS PRESENTING SYMPTOMS OF ACUTE VIRAL HEPATITIS.  ASSAY PERFORMANCE CHARACTERISTICS HAVE NOT BEEN ESTABLISHED FOR IMMUNOCOMPRO-MISED OR IMMUNOSUPPRESSED PATIENTS, CORD BLOOD, NEONATAL SPECIMENS, INFANTS OR CHILDREN.  ASSAY PERFORMANCE CHARACTERISTICS HAVE NOT BEEN ESTABLISHED WHEN THE ADVIA CENTAUR HBC IGM ASSAY IS USED IN CONJUN〔节选〕",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P030040
P030044,DAKOCYTOMATION EGFR PHARMDX,"Immunohistochemistry assay, antibody, epidermal growth factor receptor",NQF,"The epidermal growth factor receptor (EGFR) antibody/assay is a qualitative immunohistochemical antibody/assay to identify EGFR expression in normal and neoplastic tissues routinely-fixed for histological evaluation.  EGFR antibody/assay specifically detects the EGFR (HER1) protein in EGFR-expressing cells.  This antibody/assay is indicated as an aid in identifying colorectal cancer patients eligible for treatment with cetuximab, a monoclonal antibody drug.    This will be a specialized subcategory for EGFR immunohistochemistry assays under the general heading of the regulation for all Immunohistochemistry assays.",2004-02-12,APWD,8,存在原始PMA撤回记录,APPROVAL FOR THE DAKOCYTOMATION EGFR PHARMDX.  THE DEVICE IS INDICATED FOR:  THE EGFR PHARMDX ASSAY IS A QUALITATIVE IMMUNOHISTOCHEMICAL (IHC) KIT SYSTEM TO IDENTIFY EPIDERMAL GROWTH FACTOR RECEPTOR (EGFR) EXPRESSION IN NORMAL AND NEOPLASTIC TISSUES ROUTINELY-FIXED FOR HISTOLOGICAL EVALUATION.  EGFR PHARMDX SPECIFICALLY DETECTS THE EGFR (HER1) PROTEIN IN EGFR-EXPRESSING CELLS.  EGFR PHARMDX IS INDICATED AS AN AID IN IDENTIFYING COLORECTAL CANCER PATIENTS ELIGIBLE FOR TREATMENT WITH ERBITUX (CETUXIMAB).,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P030044
P030049,ADVIA CENTAUR HBSAG READY PACK REAGENTS/CONFIRMATORY READY PACK REAGENTS/QUALITY CONTROL MATERIAL,"Test, Hepatitis B (B Antigen, B Surface Antigen, Be Antigen)",LOM,In vitro diagnostic device intended for aid in the diagnosis of chronic or acute HBV infection. HBV surface antigen (HbsAg) is also used for screening of HBV infection in pregnant women to identify neonates who are at risk of acquiring hepatitis B during perinatal period.,2005-05-26,APRL,15,历史记录；未核实当前销售状态,"APPROVAL FOR THE ADVIA CENTAUR HBSAG READYPACK REAGENTS, ADVIA CENTAUR HBSAG CONFIRMATORY READYPACK REAGENTS, AND ADVIA CENTAUR HBSAG QUALITY CONTROL MATERIAL:  ADVIA CENTAUR HBSAG READY PACK INDICATIONS FOR USE: THE ADVIA CENTAUR HBSAG ASSAY IS AN IN VITRO IMMUNOASSAY FOR THE QUALITATIVE DETECTION OF HEPATITIS B SURFACE ANTIGEN (HBSAG) IN HUMAN SERUM AND PLASMA (POTASSIUM EDTA, LITHIUM OR SODIUM HEPARINIZED) USING THE ADVIA CENTAUR SYSTEM.  THE ASSAY MAY BE USED IN CONJUNCTION WITH OTHER SEROLOGICAL AND CLINICAL INFORMATION TO DIAGNOSE INDIVIDUALS WITH ACUTE OR CHRONIC HEPATITIS B INFECTIONS.  THE ASSAY MAY ALSO BE USED TO SCREEN FOR HEPATITIS B INFECTION IN PREGNANT WOMEN TO IDENTIFY NEONATES WHO ARE AT RISK OF ACQUIRING HEPATITIS B DURING THE PERINATAL PERIOD.  ADVIA CENTAUR HBSAG CONFIRMATORY READY PACK INDICATION FOR USE: THE ADVIA CENTAUR HBSAG CONFIRMATORY  ASSAY IS AN IN VITRO DIAGNOSTIC IMMUNOASSAY FOR THE QUALITATIVE CONFIRMATION OF THE PRESENCE OF HEPATITIS B SURFACE ANTIGEN〔节选〕",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P030049
