product_code,device_name,regulation_number,device_class,medical_specialty,review_panel,n_510k_total,definition
OPM,"Multiplex Immunoassay For T. Gondii, Rubella, Cytomegalovirus And Herpes Simplex Virus 1 And 2",866.3510,2,Microbiology,MI,1,"The test is a multiplex immunoassay intended for the qualitative detection of specific human IgG antibodies to Toxoplasma gondii (T.gondii), Rubella, Cytomegalovirus (CMV) and Herpes Simplex Virus 1 & 2 (HSV 1 and HSV 2) in human serum. The results of this assay are intended to be used as an aid in the assessment of a patient's serological status to Toxoplasma gondii, Rubella, CMV and HSV 1 & 2. The test is not intended for use in screening blood or plasma donors."
OPN,"Auto-Antibodies; Phosphatidylserine, Prothrombin, Phosphatidylserine/Prothrombin Complex",866.5660,2,Immunology,IM,1,"For the detection of autoantibodies to phosphatidylserine (PS), prothrombin (PT), or phosphatidylserine/prothrombin (PS/PT) complex in human serum or plasma.  To aid in the diagnosis of certain autoimmune thrombotic disorders such as anti-phospholipid syndrome and those secondary to systemic lupus erythematosus or other lupus-like diseases"
OPX,Immunoglobulin A Kappa Heavy & Light Chain Combined,866.5510,2,Immunology,IM,3,"Intended for the in-vitro quantification of iga kappa concentration in human serum.  The result is to be used with previously diagnosed iga multiple myeloma, in conjunction with other clinical and laboratory findings.  For previously diagnosed iga multiple myeloma patients."
OQO,Herpes Simplex Virus Nucleic Acid Amplification Assay,866.3305,2,Microbiology,MI,12,A polymerase chain reaction (pcr)-based qualitative in vitro diagnostic test for the detection and typing of herpes simplex virus (hsv) dna using vaginal swab specimens.
OQW,"2009 H1n1 Influenza Virus (Swine Origin), Nucleic Acid Or Antigen, Detection And Identification",866.3332,2,Microbiology,MI,10,2009 H1N1 influenza virus detection and identification reagents are used to directly detect and differentiate the 2009 H1N1 influenza virus in human respiratory specimens
ORH,Lamotrigine Assay,862.3350,2,Clinical Toxicology,TX,2,for the quantitative determination of  lamotrigine in human serum or plasma on automated clinical chemistry analyzers.
ORI,Levetiracetam Assay,862.3350,2,Clinical Toxicology,TX,2,For the quantitative determination of levetiracetam in human serum or plasma.
OSK,Anti-Glutamate Receptor (Type Nmda) Ifa,866.5660,2,Immunology,IM,1,Intended for the qualitative determination of autoantibodies against glutamate receptor (type NMDA) in human serum. Used as an aid in the diagnosis of anti-glutamate receptor (type NMDA) autoimmune encephalitis in conjunction with other laboratory and clinical findings.
OSX,Galectin-3 In Vitro Diagnostic Assay,862.1117,2,Clinical Chemistry,CH,2,Galectin-3 is indicated for use in conjunction with clinical evaluation as an aid in assessing the prognosis of patients diagnosed with chronic heart failure.
OTF,Gabapentin Assay,862.3350,2,Clinical Toxicology,TX,1,Test for the quantitative determination of gabapentin in human serum or plasma.  Gabapentin concentrations can be used as an aid in management of patients treated with gabapentin.
OUF,Everolimus Immunoassay,862.3840,2,Clinical Toxicology,TX,2,To quantify everolimus in whole blood.
OUS,Methicillin Resistant Staphylococcus Aureus/Methicillin Susceptible Staphylococcus Aureus Blood  Culture Test Bt,866.2050,1,Microbiology,MI,2,The  mrsa/mssa blood  culture test-bt  is a qualitative  ivd test using bacteriophage amplification for the identification of  staphylococcus aureus and the determination of  meca mediated methicillin resistance or methicillin susceptbility  directly  from positive blood cultures  confirmed to have gram positive cocci in clusters (gpcc) or gram positive cocci in singles (gpc) by gram stain.
OUY,Trichomonas Vaginalis Nucleic Acid Amplification Test System,866.3860,2,Immunology,MI,10,"In vitro nucleic acid amplification test for the qualitative detection of ribosomal rna from trichomonas vaginalis as an aid in the diagnosis of trichomoniasis from vaginal, cervical, urogenital and gynecological specimens from symptomatic patients"
OUZ,Nucleic Amplification Assays For The Detection Of Leishmania Nucleic Acids,866.3870,1,Microbiology,MI,1,Detection of  Leishmania species in skin lesions.
OVF,"Assay, Direct, Nucleic Acid Amplification, Q Fever",866.3500,1,Microbiology,MI,1,These reagents are nucleic acid primers and probes intended for the amplification and identification of Coxiella burnetii directly from clinical specimens. The identification aids in the diagnosis of Q Fever and provides epidemiological information on this disease. This reagent differs from the description in the regulation in that it consists of nucleic acid primers and probes rather than antisera or antigens.
OVK,Cytokeratin Fragments 21-1 Eia Kit,866.6010,2,Immunology,IM,3,The CYFRA 21-1 EIA kit is intended for the quantitative determination of soluble cytokeratin 19 fragments in human serum. The assay is to be used as an aid in monitoring disease progression during the course of disease and treatment in lung cancer patients. Serial testing for patient CYFRA 21-1 assay values should be used in conjunction with other clinical methods used for monitoring lung cancer.
OVQ,Chronic Lymphocytic Leukemia Fish Probe Kit,866.6040,2,Immunology,PA,2,"The CLL FISH Probe Kit is intended to detect deletion of the LSI TP53, LSI ATM, and LSI D13S319 probe targets and gain of the D12Z3 sequence in peripheral blood specimens from untreated patients with B-cell chronic lymphocytic leukemia (CLL). The assay may be used to dichotomize CLL (the 13q-, +12, or normal genotype group versus the 11q- or 17p- group) and may be used as an aid in determining disease prognosis in combination with additional biomarkers, morphology and other clinical information."
OWF,"Immunohistochemical Assay, Helicobacter Pylori",866.3110,1,Microbiology,MI,1,"Anti-helicobacter pylori  rabbit monoclonal primary antibody is designed to qualitatively detect the presence of helicobacter pylori in formalin-fixed, paraffin-embedded gastric biopsy tissue via light microscopy. Immunohistochemical staining with this antibody product may aid in the diagnosis of helicobacter pylori infection. This product should be interpreted by a qualified pathologist in conjunction with histological examination, relevant clinical information and proper controls.  This antibody is intended for in vitro diagnostic (IVD) use"
OWK,Early Growth Response 1 (Egr) Fish Probe Kit,866.6040,2,Immunology,PA,1,"The egr1 fish probe kit is intended to detect deletion of the lsi egr1 probe target in bone marrow specimens and may be used, in addition to cytogenetics, other biomarkers, morphology, and other clinical information, at the time of diagnosis as an aid in determining the prognosis of acute myeloid leukemia (aml) patients."
OWM,"Prostate-Specific Antigen (Psa) For Prognostic, Recurrence Risk Assessment Of Prostate Cancers",866.6040,2,Immunology,PA,1,"Determines rate of increase of total prostate specific antigen at ultrasensitive concentration levels (picogram/ml serum), and identifies those patients following prostatectomies which are at reduced risk for recurrence of prostate cancer."
OXP,"Dna-Probe Kit, Human Chromosome X And Y, Bmt Engraftment",866.6010,2,Immunology,PA,1,X/Y DNA probe kit is intended to detect alpha satellite sequences in the centromere of chromosome (Chr) X and satellite III DNA at Yq12 of Chr Y along with routine diagnostic cytogenetic testing. It is indicated for use as an adjunct to standard cytogenetic analysis for identifying and enumerating Chr X and Y via FISH in interphase nuclei and metaphase spreads obtained from bone marrow (BM) specimens in recipients of opposite-sex BM transplantation (BMT) for hematological disorders. It is not intended to be used as a stand alone assay for test reporting; in subjects with like-sex BMT; in diagnostic testing or screening for constitutional X and Y Chr aneuploidies.
OYE,Flow Cytometric Reagents And Accessories.,864.5220,2,Hematology,HE,8,To identify and classify cells or other particles in suspension by their inherent physical properties or associated fluorescent molecules in order to provide information about the distribution or  number cells in suspension or their level of protein expression. These characteristics may aid in the diagnosis of conditions such as  immunodeficiency and cancer.
OYG,St2 Assay,862.1117,2,Clinical Chemistry,CH,1,Immunoassay for the in vitro quantitative determination of soluble ST2 protein in human serum and plasma.
OYP,Anti-Jcv Antibody Detection Assay,866.3336,2,Microbiology,MI,2,The anti-jcv antibody detection assay is intended for the detection of antibodies to the john cunningham virus (jcv) in serum or plasma samples from multiple sclerosis (ms) and crohn's disease (cd) patients receiving immunomodulatory  therapies.
OYU,"Dna-Probe Kit, Human Chromosome",866.4700,2,Immunology,PA,3,"Detection of alpha satellite sequences in the centromere regions of human chromosomes in conjunction with routine diagnostic cytgenetic testing.  It is indicated for use as an adjunct to standard cytogenetic methaphase analysis a identifying and enumerating human chromosomes via fluorescence in situ hybridization (FISH) in metaphase cells and interphase nuclei of human cells.  It is not intended to be used as a stand alone assay for test reporting or clinical diagnosis.  FISH results are intended to be reported and interpreted only in conjunction with results of standard cytogenetic analysis, performed concurrently, utilizing the same patient specimen."
OYZ,Group A Streptococcus Nucleic Acid Amplification Assay System,866.3740,1,Microbiology,MI,1,An in vitro diagnostic test for the detection of Streptococcuc pyogenes (Group A beta hemolytic Streptococcus) in throat swab specimens from symptomatic patients.
OZE,Influenza A And Influenza B Multiplex Nucleic Acid Assay,866.3980,2,Microbiology,MI,20,An Influenza A and Influenza B multiplex nucleic acid assay is a multiplex in vitro diagnostic test for the simultaneous qualitative detection and discrimination of influenza A and influenza B nucleic acids isolated and purified from human respiratory specimens obtained from individuals exhibiting signs and symptoms of respiratory tract infections or viral culture. The detection and discrimination of influenza A and B nucleic acids from symptomatic patients aid in the diagnosis of human respiratory tract influenza viral infections if used in conjunction with other clinical and laboratory findings.
OZN,C. Difficile Toxin Gene Amplification Assay,866.3130,2,Microbiology,MI,18,Amplification assay for the detection of c. Difficile toxin genes from stool specimens of  symptomatic patients.
OZX,Mycoplasma Pneumoniae Dna Assay System,866.3980,2,Microbiology,MI,3,A qualitative in vitro diagnostic assay intended to detect Mycoplasma pneumoniae DNA extracted from human respiratory specimens. Detection of Mycoplasma pneumoniae DNA aids in the diagnosis of Mycoplasma pneumoniae respiratory infection in conjunction with other clinical and laboratory testing in patients exhibiting signs and symptoms of upper respiratory tract infection.
PAF,Voltage Gated  Calcium Channel (Vgcc) Antibody Assay,866.5660,2,Immunology,IM,1,"Intended for semi-quantitative determination of VGCC Antibody in human serum. The VGCC Ab may be present in patients diagnosed with Lambert-Eaton Syndrome (LEMS). The assay result is not to be used alone and to be used in conjunction with other clinical, electrodiagnostic and laboratory findings."
PAM,Gram-Positive Bacteria And Their Resistance Markers,866.3365,2,Microbiology,MI,7,A qualitive multiplexed in vitro diagnostic device to detect and identify Gram positive bacteria and resistant markers in positive blood cultures.
PCG,21-Hydroxylase Antibody (21-Ohab),866.5660,2,Immunology,IM,2,"For semi-quantitative determination of antibodies to steroid 21-hydroxylase (21-OH) in human serum. The assay may be useful as an aid in the diagnosis of autoimmune adrenal disease, whether expressed as autoimmune Addison's disease (isolated) or Addison's disease as part of more complex autoimmune polyglandular syndrome (APS), type I or II. The assay result is to be used in conjunction with other clinical and laboratory findings and is not a substitute for functional testing required to diagnose adrenal insufficiency."
PCH,Gastrointestinal Pathogen Panel Multiplex Nucleic Acid-Based Assay System,866.3990,2,Microbiology,MI,38,A gastrointestinal pathogen panel multiplex nucleic acid assay is a qualitative in vitro diagnostic device intended to simultaneously detect and identify multiple gastrointestinal microbial nucleic acids extracted from human stool specimens. The detection and identification of a specific gastrointestinal microbial nucleic acid from individuals exhibiting signs and/or symptoms of gastrointestinal infection aids in the diagnosis of gastrointestinal infection when used in conjunction with clinical evaluation and other laboratory findings.
PCN,Immunoglobulin G Kappa Heavy And Light Chain Combined,866.5510,2,Immunology,IM,3,Intended for the in-vitro quantification of IgG kappa concentration in human serum.
PDJ,Hemoglobin A1c Test System,862.1373,2,Clinical Chemistry,CH,26,Quantitative determination of Hemoglobin A1c to aid in the diagnosis of diabetes.
PEN,Gram-Negative Bacteria And Associated Resistance Markers,866.3365,2,Microbiology,MI,11,A qualitative multiplexed in vitro diagnostic device to detect and identify gram-negative bacteria and resistance markers in positive blood cultures.
PEX,"System, Mass Spectrometry, Maldi Tof, Microorganism Identification, Cultured Isolates",866.3361,2,Microbiology,MI,5,A mass spectrometer system using matrix-assisted laser desorption/ ionization - time of flight (MALDI-TOF) for the identification of microorganisms cultured from human specimens.
PFG,"Dna Fish Probe Kit For Specimen Characterization, Human Chromosome, Hematological Disorders",864.1870,2,Hematology,PA,1,DNA FISH probe kits for specimen characterization detect DNA probe targets on human chromosomes in bone marrow and peripheral blood specimens.
PFQ,Mmp-9 Test System,862.1540,1,Clinical Chemistry,CH,1,"A visual, qualitative immunoassay for the in vitro detection of elevated levels of the MMP-9 protein in tear fluid from patients suspected of having dry eye."
PFR,"System, Cystic Fibrosis Transmembrane Conductance Regulator Gene, Mutations & Variants Panel Sequencing Detection",866.5900,2,Immunology,PA,1,"The CFTR gene mutation detection system is used to simultaneously detect and identify a specified panel of mutations and variants in the CFTR gene using sequencing methods. It is intended for carrier screening, as an aid in confirmatory diagnostic testing of individuals with suspected cystic fibrosis (CF), and as an initial test to aid in the diagnosis of individuals with suspected CF. It is not intended for stand-alone diagnostic purposes, prenatal diagnostic, or pre-implantation screening."
PFS,"System, Cystic Fibrosis Transmembrane Conductance Regulator Gene, Variant Gene Sequence Detection",866.5900,2,Immunology,PA,1,"The CFTR gene variant detection system is used to sequence specified regions of the CFTR gene to detect gene variants. It is intended as an aid in confirmatory diagnostic testing of individuals with suspected cystic fibrosis (CF), those with atypical or non-classic presentation of CF, or when other mutation panels have failed to identify both causative mutations. It is not intended for screening (carrier, newborn, population, or pre-implantation), prenatal diagnostic, or used for stand-alone diagnostic purposes"
PGV,Anti-Phospholipase A2 Receptor,866.5780,2,Microbiology,IM,2,"The test system is intended for the qualitative determination of IgG class autoantibodies against phospholipase A2 receptor (PLA2R) in human serum. It is used as an aid in the diagnosis of primary membranous glomerulonephritis (pMGN), in conjunction with other  laboratory and clinical findings."
POV,Semen Analysis Device,864.5220,2,Hematology,HE,28,"Device used to evaluate one or more human semen parameters including semen volume, sperm concentration, total sperm number, sperm motility, sperm morphology, sperm vitality, white blood cell concentration, and pH."
PSZ,"Devices Detecting Influenza A, B, And C Virus Antigens",866.3328,2,Microbiology,MI,73,An influenza virus antigen detection test system is a device intended for the qualitative detection of influenza viral antigens directly from clinical specimens in patients with signs and symptoms of respiratory infection.
PZI,Prescription Use Blood Glucose Meter For Near-Patient Testing,862.1345,2,Clinical Chemistry,CH,14,"Intended for use in near-patient testing settings for in vitro diagnostic, multiple-patient use for the quantitative determination of glucose throughout all hospital and all professional healthcare settings for use in determining dysglycemia."
