gene,uniprot,protein_name,ensembl_gene,surface_evidence,cspa_confirmed,topology,topology_class,n_tm,ecd_length,max_ecd_segment,cyto_length,has_signal_peptide,accessible_sites,almen_class,uniprot_subcellular,ml_score
SLC41A3,Q96GZ6,Solute carrier family 41 member 3,ENSG00000114544,experimental,False,CY:1-64;TM:65-86;NC:87-148;TM:149-171;CY:172-182;TM:183-209;NC:210-221;TM:222-245;CY:246-251;TM:252-272;NC:273-283;TM:284-303;CY:304-314;TM:315-334;NC:335-376;TM:377-396;CY:397-407;TM:408-426;NC:427-477;TM:478-502;CY:503-507,multi-pass (10 TM),10,178,62,108,False,6.0,Transporters,Cell membrane (Multi-pass membrane protein),0.6647
SLC43A1,O75387,Large neutral amino acids transporter small subunit 3,ENSG00000149150,machine_learning,False,CY:1-19;TM:20-39;NC:40-75;TM:76-97;CY:98-105;TM:106-124;NC:125-130;TM:131-154;CY:155-165;TM:166-185;NC:186-190;TM:191-212;CY:213-303;TM:304-324;NC:325-353;TM:354-376;CY:377-415;TM:416-439;NC:440-446;TM:447-470;CY:471-481;TM:482-503;NC:504-509;TM:510-532;CY:533-559,multi-pass (12 TM),12,89,36,206,False,4.0,Transporters,Membrane (Multi-pass membrane protein),0.8543
SLC43A2,Q8N370,Large neutral amino acids transporter small subunit 4,ENSG00000167703;ENSG00000278550,machine_learning,False,CY:1-12;TM:13-39;NC:40-87;TM:88-108;CY:109-117;TM:118-137;NC:138-142;TM:143-166;CY:167-177;TM:178-197;NC:198-202;TM:203-227;CY:228-322;TM:323-342;NC:343-361;TM:362-384;CY:385-423;TM:424-447;NC:448-453;TM:454-475;CY:476-486;TM:487-508;NC:509-514;TM:515-537;CY:538-569,multi-pass (12 TM),12,89,48,209,False,0.0,Transporters,Membrane (Multi-pass membrane protein),0.8403
SLC43A3,Q8NBI5,Solute carrier family 43 member 3,ENSG00000134802,machine_learning,False,CY:1-11;TM:12-33;NC:34-70;TM:71-92;CY:93-98;TM:99-117;NC:118-122;TM:123-145;CY:146-183;TM:184-204;NC:205-245;TM:246-262;CY:263-281;TM:282-300;NC:301-317;TM:318-338;CY:339-357;TM:358-381;NC:382-391;TM:392-415;CY:416-424;TM:425-444;NC:445-455;TM:456-477;CY:478-491,multi-pass (12 TM),12,121,41,116,False,4.0,Transporters,Membrane (Multi-pass membrane protein),0.6647
SLC44A1,Q8WWI5,Choline transporter-like protein 1,ENSG00000070214,experimental,True,CY:1-30;TM:31-54;NC:55-213;TM:214-233;CY:234-239;TM:240-263;NC:264-288;TM:289-309;CY:310-314;TM:315-334;NC:335-339;TM:340-361;CY:362-383;TM:384-406;NC:407-537;TM:538-560;CY:561-566;TM:567-589;NC:590-657,multi-pass (9 TM),9,388,159,69,False,13.0,Transporters,Cell membrane (Multi-pass membrane protein);Mitochondrion outer membrane (Multi- pass membrane protein),0.7104
SLC44A2,Q8IWA5,Choline transporter-like protein 2,ENSG00000129353,machine_learning,False,CY:1-33;TM:34-56;NC:57-231;TM:232-252;CY:253-258;TM:259-277;NC:278-314;TM:315-336;CY:337-360;TM:361-380;NC:381-452;TM:453-479;CY:480-499;TM:500-522;NC:523-561;TM:562-585;CY:586-599;TM:600-622;NC:623-636;TM:637-659;CY:660-706,multi-pass (10 TM),10,337,175,144,False,14.0,Transporters,Membrane (Multi-pass membrane protein),0.8583
SLC44A3,Q8N4M1,Choline transporter-like protein 3,ENSG00000143036,machine_learning,False,NC:1-32;TM:33-55;CY:56-213;TM:214-233;NC:234-238;TM:239-263;CY:264-283;TM:284-305;NC:306-333;TM:334-359;CY:360-380;TM:381-407;NC:408-425;TM:426-448;CY:449-531;TM:532-555;NC:556-560;TM:561-580;CY:581-653,multi-pass (9 TM),9,88,32,355,False,6.0,Transporters,Membrane (Multi-pass membrane protein),0.6667
SLC44A4,Q53GD3,Choline transporter-like protein 4,ENSG00000204385;ENSG00000206378;ENSG00000229077;ENSG00000235336;ENSG00000228263;ENSG00000232180;ENSG00000231479,machine_learning,False,CY:1-34;TM:35-58;NC:59-228;TM:229-250;CY:251-256;TM:257-275;NC:276-308;TM:309-330;CY:331-355;TM:356-380;NC:381-453;TM:454-476;CY:477-496;TM:497-519;NC:520-558;TM:559-582;CY:583-596;TM:597-618;NC:619-636;TM:637-660;CY:661-710,multi-pass (10 TM),10,333,170,149,False,14.0,Transporters,Membrane (Multi-pass membrane protein),0.8862
SLC44A5,Q8NCS7,Choline transporter-like protein 5,ENSG00000137968,machine_learning,False,CY:1-38;TM:39-61;NC:62-241;TM:242-262;CY:263-268;TM:269-287;NC:288-324;TM:325-346;CY:347-366;TM:367-394;NC:395-461;TM:462-488;CY:489-508;TM:509-532;NC:533-608;TM:609-632;CY:633-647;TM:648-671;NC:672-719,multi-pass (9 TM),9,408,180,99,False,14.0,Transporters,Membrane (Multi-pass membrane protein),0.8204
SLC45A2,Q9UMX9,Membrane-associated transporter protein,ENSG00000164175,machine_learning,False,CY:1-46;TM:47-65;NC:66-70;TM:71-90;CY:91-106;TM:107-132;NC:133-137;TM:138-159;CY:160-179;TM:180-203;NC:204-216;TM:217-237;CY:238-316;TM:317-338;NC:339-366;TM:367-387;CY:388-398;TM:399-418;NC:419-423;TM:424-446;CY:447-476;TM:477-498;NC:499-503;TM:504-526;CY:527-530,multi-pass (12 TM),12,61,28,206,False,3.0,Transporters,Melanosome membrane (Multi-pass membrane protein),0.7106
SLC45A4,Q5BKX6,Solute carrier family 45 member 4,ENSG00000022567,machine_learning,False,CY:1-63;TM:64-82;NC:83-87;TM:88-109;CY:110-120;TM:121-144;NC:145-153;TM:154-174;CY:175-193;TM:194-213;NC:214-232;TM:233-252;CY:253-512;TM:513-537;NC:538-557;TM:558-579;CY:580-590;TM:591-611;NC:612-616;TM:617-639;CY:640-659;TM:660-682;NC:683-693;TM:694-716;CY:717-768,multi-pass (12 TM),12,69,20,436,False,3.0,Transporters,Membrane (Multi-pass membrane protein),0.7046
SLC46A1,Q96NT5,Proton-coupled folate transporter,ENSG00000076351,experimental,True,CY:1-27;TM:28-48;NC:49-84;TM:85-106;CY:107-115;TM:116-137;NC:138-144;TM:145-169;CY:170-180;TM:181-200;NC:201-210;TM:211-231;CY:232-266;TM:267-284;NC:285-303;TM:304-325;CY:326-332;TM:333-354;NC:355-359;TM:360-378;CY:379-389;TM:390-412;NC:413-422;TM:423-443;CY:444-459,multi-pass (12 TM),12,87,36,116,False,9.0,Transporters,Apical cell membrane (Multi-pass membrane protein);Cytoplasm,0.7641
SLC46A2,Q9BY10,Thymic stromal cotransporter homolog,ENSG00000119457,machine_learning,False,CY:1-20;TM:21-44;NC:45-77;TM:78-98;CY:99-108;TM:109-129;NC:130-134;TM:135-160;CY:161-172;TM:173-194;NC:195-205;TM:206-227;CY:228-282;TM:283-308;NC:309-319;TM:320-341;CY:342-348;TM:349-368;NC:369-373;TM:374-395;CY:396-406;TM:407-425;NC:426-436;TM:437-460;CY:461-475,multi-pass (12 TM),12,76,33,130,False,6.0,Transporters,Cell membrane (Multi-pass membrane protein),0.7585
SLC46A3,Q7Z3Q1,Solute carrier family 46 member 3,ENSG00000139508,machine_learning,False,SP:1-20;NC:21-73;TM:74-94;CY:95-103;TM:104-126;NC:127-131;TM:132-155;CY:156-167;TM:168-191;NC:192-197;TM:198-218;CY:219-257;TM:258-284;NC:285-295;TM:296-318;CY:319-324;TM:325-344;NC:345-350;TM:351-372;CY:373-383;TM:384-406;NC:407-412;TM:413-436;CY:437-461,multi-pass (11 TM),11,87,53,102,True,4.0,Transporters,Membrane (Multi-pass membrane protein),0.7964
SLC47A1,Q96FL8,Multidrug and toxin extrusion protein 1,ENSG00000142494,machine_learning,False,CY:1-36;TM:37-61;NC:62-73;TM:74-98;CY:99-119;TM:120-142;NC:143-154;TM:155-173;CY:174-181;TM:182-201;NC:202-212;TM:213-236;CY:237-256;TM:257-277;NC:278-296;TM:297-317;CY:318-337;TM:338-356;NC:357-370;TM:371-394;CY:395-408;TM:409-430;NC:431-436;TM:437-458;CY:459-546;TM:547-567;NC:568-570,multi-pass (13 TM),13,77,19,207,False,1.0,Unclassified,Cell membrane (Multi-pass membrane protein),0.6607
SLC4A1,P02730,Band 3 anion transport protein,ENSG00000004939,experimental,False,CY:1-404;TM:405-427;NC:428-433;TM:434-454;CY:455-458;TM:459-478;NC:479-490;TM:491-512;CY:513-522;TM:523-544;NC:545-566;TM:567-588;CY:589-604;TM:605-624;NC:625-660;TM:661-680;CY:681-700;TM:701-723;NC:724-760;TM:761-780;CY:781-784;TM:785-806;NC:807-838;TM:839-866;CY:867-911,multi-pass (12 TM),12,145,37,503,False,5.0,Transporters,Basolateral cell membrane (Multi-pass membrane protein);Cell membrane (Multi-pass membrane protein),0.5736
SLC4A10,Q6U841,Sodium-driven chloride bicarbonate exchanger,ENSG00000144290,machine_learning,False,CY:1-508;TM:509-531;NC:532-537;TM:538-558;CY:559-562;TM:563-580;NC:581-596;TM:597-620;CY:621-626;TM:627-645;NC:646-724;TM:725-743;CY:744-762;TM:763-781;NC:782-810;TM:811-830;CY:831-850;TM:851-875;NC:876-910;TM:911-930;CY:931-936;TM:937-956;NC:957-995;TM:996-1019;CY:1020-1118,multi-pass (12 TM),12,204,79,662,False,8.0,Transporters,Cell membrane (Multi-pass membrane protein),0.7345
SLC4A4,Q9Y6R1,Electrogenic sodium bicarbonate cotransporter 1,ENSG00000080493,machine_learning,False,CY:1-468;TM:469-491;NC:492-503;TM:504-527;CY:528-552;TM:553-579;NC:580-687;TM:688-710;CY:711-726;TM:727-748;NC:749-776;TM:777-797;CY:798-817;TM:818-842;NC:843-877;TM:878-900;CY:901-949;TM:950-967;NC:968-972;TM:973-990;CY:991-1079,multi-pass (10 TM),10,188,108,667,False,3.0,Transporters,Basolateral cell membrane (Multi- pass membrane protein),0.8503
SLC4A5,Q9BY07,Electrogenic sodium bicarbonate cotransporter 4,ENSG00000188687,machine_learning,False,NC:1-518;TM:519-544;CY:545-559;TM:560-587;NC:588-606;TM:607-629;CY:630-639;TM:640-662;NC:663-739;TM:740-761;CY:762-775;TM:776-799;NC:800-828;TM:829-847;CY:848-866;TM:867-883;NC:884-888;TM:889-908;CY:909-928;TM:929-948;NC:949-953;TM:954-974;CY:975-1016;TM:1017-1034;NC:1035-1039;TM:1040-1057;CY:1058-1137,multi-pass (13 TM),13,658,518,200,False,14.0,Transporters,Apical cell membrane (Multi-pass membrane protein),0.6766
SLC4A7,Q9Y6M7,Sodium bicarbonate cotransporter 3,ENSG00000033867,experimental,True,NC:1-603;TM:604-630;CY:631-638;TM:639-659;NC:660-695;TM:696-719;CY:720-725;TM:726-744;NC:745-823;TM:824-842;CY:843-861;TM:862-880;NC:881-909;TM:910-929;CY:930-949;TM:950-974;NC:975-1009;TM:1010-1029;CY:1030-1035;TM:1036-1055;NC:1056-1089;TM:1090-1118;CY:1119-1214,multi-pass (11 TM),11,816,603,155,False,24.0,Transporters,"Apical cell membrane (Multi-pass membrane protein);Basolateral cell membrane (Multi-pass membrane protein);Cell projection, stereocilium",0.7581
SLC4A8,Q2Y0W8,Electroneutral sodium bicarbonate exchanger 1,ENSG00000050438,machine_learning,False,NC:1-473;TM:474-501;CY:502-520;TM:521-544;NC:545-565;TM:566-589;CY:590-595;TM:596-615;NC:616-693;TM:694-712;CY:713-731;TM:732-751;NC:752-779;TM:780-799;CY:800-819;TM:820-844;NC:845-879;TM:880-899;CY:900-905;TM:906-925;NC:926-957;TM:958-988;CY:989-1093,multi-pass (11 TM),11,667,473,175,False,13.0,Transporters,Membrane (Multi-pass membrane protein),0.6886
SLC51A,Q86UW1,Organic solute transporter subunit alpha,ENSG00000163959,experimental,False,NC:1-50;TM:51-69;CY:70-87;TM:88-108;NC:109-119;TM:120-139;CY:140-178;TM:179-202;NC:203-217;TM:218-238;CY:239-255;TM:256-276;NC:277-294;TM:295-317;CY:318-340,multi-pass (7 TM),7,94,50,97,False,3.0,Unclassified,Cell membrane (Multi-pass membrane protein);Endoplasmic reticulum membrane (Multi-pass membrane protein),0.6168
SLC51B,Q86UW2,Organic solute transporter subunit beta,ENSG00000186198,experimental,False,NC:1-35;TM:36-57;CY:58-128,type I,1,35,35,71,False,1.0,Unclassified,Cell membrane (Single-pass membrane protein),0.1402
SLC52A1,Q9NWF4,"Solute carrier family 52, riboflavin transporter, member 1",ENSG00000132517,experimental,False,SP:1-25;NC:26-48;TM:49-68;CY:69-79;TM:80-100;NC:101-111;TM:112-136;CY:137-146;TM:147-167;NC:168-194;TM:195-217;CY:218-278;TM:279-299;NC:300-311;TM:312-334;CY:335-340;TM:341-362;NC:363-369;TM:370-394;CY:395-406;TM:407-427;NC:428-448,multi-pass (10 TM),10,101,27,100,True,3.0,Receptors,Cell membrane (Multi-pass membrane protein),0.7568
SLC52A2,Q9HAB3,"Solute carrier family 52, riboflavin transporter, member 2",ENSG00000185803,experimental,False,SP:1-25;NC:26-48;TM:49-68;CY:69-79;TM:80-100;NC:101-111;TM:112-136;CY:137-146;TM:147-166;NC:167-195;TM:196-218;CY:219-276;TM:277-297;NC:298-308;TM:309-331;CY:332-338;TM:339-359;NC:360-368;TM:369-391;CY:392-403;TM:404-424;NC:425-445,multi-pass (10 TM),10,104,29,98,True,4.0,Receptors,Cell membrane (Multi-pass membrane protein),0.8922
SLC52A3,Q9NQ40,"Solute carrier family 52, riboflavin transporter, member 3",ENSG00000101276,experimental,False,CY:1-6;TM:7-25;NC:26-39;TM:40-61;CY:62-72;TM:73-93;NC:94-104;TM:105-124;CY:125-135;TM:136-157;NC:158-219;TM:220-241;CY:242-294;TM:295-313;NC:314-332;TM:333-354;CY:355-359;TM:360-380;NC:381-397;TM:398-421;CY:422-427;TM:428-450;NC:451-469,multi-pass (11 TM),11,142,62,92,False,1.0,Receptors,Apical cell membrane (Multi-pass membrane protein),0.9368
SLC5A1,P13866,Sodium/glucose cotransporter 1,ENSG00000100170,machine_learning,False,NC:1-28;TM:29-49;CY:50-64;TM:65-85;NC:86-105;TM:106-126;CY:127-142;TM:143-163;NC:164-178;TM:179-201;CY:202-208;TM:209-229;NC:230-277;TM:278-298;CY:299-313;TM:314-334;NC:335-380;TM:381-401;CY:402-423;TM:424-444;NC:445-455;TM:456-476;CY:477-484;TM:485-505;NC:506-526;IM:527-563;NC:564-643;TM:644-664,multi-pass (13 TM),13,269,80,83,False,7.0,Transporters,Membrane (Multi-pass membrane protein),0.7784
SLC5A10,A0PJK1,Sodium/glucose cotransporter 5,ENSG00000154025,machine_learning,False,NC:1-15;TM:16-37;CY:38-73;TM:74-93;NC:94-98;TM:99-124;CY:125-145;TM:146-169;NC:170-174;TM:175-194;CY:195-200;TM:201-219;NC:220-260;TM:261-279;CY:280-299;TM:300-321;NC:322-362;TM:363-381;CY:382-408;TM:409-428;NC:429-439;TM:440-464;CY:465-470;TM:471-492;NC:493-511;TM:512-534;CY:535-571;TM:572-595;NC:596-596,multi-pass (14 TM),14,138,41,153,False,3.0,Transporters,Cell membrane (Multi-pass membrane protein),0.8802
SLC5A11,Q8WWX8,Sodium/myo-inositol cotransporter 2,ENSG00000158865,machine_learning,False,NC:1-28;TM:29-46;CY:47-65;TM:66-86;NC:87-104;TM:105-125;CY:126-136;TM:137-156;NC:157-177;TM:178-202;CY:203-208;TM:209-228;NC:229-268;TM:269-287;CY:288-307;TM:308-328;NC:329-374;TM:375-396;CY:397-416;TM:417-437;NC:438-447;TM:448-472;CY:473-479;TM:480-501;NC:502-520;TM:521-542;CY:543-654;TM:655-674;NC:675-675,multi-pass (14 TM),14,183,46,195,False,4.0,Transporters,Membrane (Multi-pass membrane protein),0.8663
SLC5A12,Q1EHB4,Sodium-coupled monocarboxylate transporter 2,ENSG00000148942,machine_learning,False,NC:1-5;TM:6-30;CY:31-49;TM:50-69;NC:70-80;TM:81-104;CY:105-124;TM:125-146;NC:147-157;TM:158-175;CY:176-183;TM:184-203;NC:204-236;TM:237-255;CY:256-275;TM:276-298;NC:299-318;TM:319-342;CY:343-383;TM:384-406;NC:407-411;TM:412-432;CY:433-439;TM:440-461;NC:462-503;TM:504-525;CY:526-618,multi-pass (13 TM),13,127,42,208,False,2.0,Transporters,Apical cell membrane (Multi-pass membrane protein),0.8902
SLC5A2,P31639,Sodium/glucose cotransporter 2,ENSG00000140675,machine_learning,False,CY:1-24;TM:25-43;NC:44-62;TM:63-86;CY:87-99;TM:100-123;NC:124-169;TM:170-191;CY:192-202;TM:203-221;NC:222-273;TM:274-292;CY:293-312;TM:313-334;NC:335-422;TM:423-443;CY:444-454;TM:455-477;NC:478-525;TM:526-549;CY:550-648;TM:649-671;NC:672-672,multi-pass (11 TM),11,254,88,178,False,9.0,Transporters,Membrane (Multi-pass membrane protein),0.7764
SLC5A3,P53794,Sodium/myo-inositol cotransporter,ENSG00000198743,machine_learning,False,NC:1-11;TM:12-29;CY:30-39;TM:40-61;NC:62-81;TM:82-102;CY:103-121;TM:122-143;NC:144-156;TM:157-182;CY:183-188;TM:189-209;NC:210-301;TM:302-323;CY:324-357;TM:358-376;NC:377-408;TM:409-432;CY:433-443;TM:444-462;NC:463-510;TM:511-532;CY:533-695;TM:696-716;NC:717-718,multi-pass (12 TM),12,218,92,243,False,7.0,Transporters,Membrane (Multi-pass membrane protein),0.8503
SLC5A4,Q9NY91,Low affinity sodium-glucose cotransporter,ENSG00000100191,machine_learning,False,CY:1-26;TM:27-47;NC:48-66;TM:67-88;CY:89-100;TM:101-121;NC:122-170;TM:171-193;CY:194-204;TM:205-223;NC:224-273;TM:274-292;CY:293-311;TM:312-334;NC:335-421;TM:422-443;CY:444-458;TM:459-477;NC:478-525;TM:526-548;CY:549-637;TM:638-658;NC:659-659,multi-pass (11 TM),11,254,87,172,False,9.0,Transporters,Membrane (Multi-pass membrane protein),0.8563
SLC5A5,Q92911,Sodium/iodide cotransporter,ENSG00000105641,machine_learning,False,NC:1-14;TM:15-35;CY:36-54;TM:55-75;NC:76-86;TM:87-111;CY:112-132;TM:133-156;NC:157-161;TM:162-181;CY:182-187;TM:188-211;NC:212-241;TM:242-261;CY:262-281;TM:282-307;NC:308-326;TM:327-348;CY:349-390;TM:391-411;NC:412-416;TM:417-437;CY:438-444;TM:445-466;NC:467-527;TM:528-549;CY:550-643,multi-pass (13 TM),13,145,61,209,False,3.0,Transporters,Membrane (Multi-pass membrane protein),0.8643
SLC5A6,Q9Y289,Sodium-dependent multivitamin transporter,ENSG00000138074,machine_learning,False,SP:1-16;NC:17-25;TM:26-47;CY:48-67;TM:68-87;NC:88-98;TM:99-122;CY:123-142;TM:143-164;NC:165-175;TM:176-196;CY:197-207;TM:208-229;NC:230-254;TM:255-273;CY:274-293;TM:294-318;NC:319-351;TM:352-375;CY:376-395;TM:396-417;NC:418-422;TM:423-448;CY:449-455;TM:456-478;NC:479-526;TM:527-548;CY:549-635,multi-pass (13 TM),13,142,48,185,True,3.0,Transporters,Membrane (Multi-pass membrane protein),0.8124
SLC5A7,Q9GZV3,High affinity choline transporter 1,ENSG00000115665,machine_learning,False,NC:1-5;TM:6-27;CY:28-47;TM:48-68;NC:69-81;TM:82-103;CY:104-127;TM:128-149;NC:150-160;TM:161-182;CY:183-188;TM:189-208;NC:209-236;TM:237-257;CY:258-269;TM:270-296;NC:297-317;TM:318-343;CY:344-377;TM:378-398;NC:399-403;TM:404-427;CY:428-433;TM:434-456;NC:457-480;TM:481-502;CY:503-580,multi-pass (13 TM),13,107,28,180,False,4.0,Transporters,Membrane (Multi-pass membrane protein),0.6567
SLC5A8,Q8N695,Sodium-coupled monocarboxylate transporter 1,ENSG00000256870;ENSG00000262217,machine_learning,False,NC:1-11;TM:12-34;CY:35-53;TM:54-73;NC:74-81;TM:82-108;CY:109-128;TM:129-150;NC:151-161;TM:162-181;CY:182-190;TM:191-211;NC:212-240;TM:241-259;CY:260-279;TM:280-302;NC:303-338;TM:339-364;CY:365-387;TM:388-410;NC:411-415;TM:416-436;CY:437-441;TM:442-463;NC:464-520;TM:521-541;CY:542-610,multi-pass (13 TM),13,157,57,165,False,8.0,Transporters,Apical cell membrane (Multi-pass membrane protein),0.8862
SLC5A9,Q2M3M2,Sodium/glucose cotransporter 4,ENSG00000117834,machine_learning,False,NC:1-34;TM:35-55;CY:56-75;TM:76-98;NC:99-114;TM:115-136;CY:137-155;TM:156-180;NC:181-186;TM:187-211;CY:212-217;TM:218-238;NC:239-278;TM:279-298;CY:299-317;TM:318-338;NC:339-381;TM:382-405;CY:406-425;TM:426-447;NC:448-458;TM:459-481;CY:482-487;TM:488-510;NC:511-529;TM:530-552;CY:553-659;TM:660-680;NC:681-681,multi-pass (14 TM),14,170,43,197,False,2.0,Transporters,Membrane (Multi-pass membrane protein),0.8982
SLC6A1,P30531,Sodium- and chloride-dependent GABA transporter 1,ENSG00000157103,experimental,False,CY:1-50;TM:51-70;NC:71-81;TM:82-103;CY:104-124;TM:125-149;NC:150-209;TM:210-230;CY:231-238;TM:239-259;NC:260-288;TM:289-309;CY:310-320;TM:321-345;NC:346-374;TM:375-394;CY:395-421;TM:422-444;NC:445-451;TM:452-477;CY:478-495;TM:496-517;NC:518-536;TM:537-557;CY:558-599,multi-pass (12 TM),12,155,60,177,False,12.0,Transporters,Cell membrane (Multi-pass membrane protein);Membrane (Multi-pass membrane protein),0.8889
SLC6A11,P48066,Sodium- and chloride-dependent GABA transporter 3,ENSG00000132164,machine_learning,False,CY:1-57;TM:58-76;NC:77-87;TM:88-108;CY:109-131;TM:132-156;NC:157-224;TM:225-244;CY:245-252;TM:253-273;NC:274-303;TM:304-323;CY:324-334;TM:335-359;NC:360-388;TM:389-408;CY:409-437;TM:438-457;NC:458-467;TM:468-491;CY:492-510;TM:511-533;NC:534-552;TM:553-574;CY:575-632,multi-pass (12 TM),12,167,68,205,False,7.0,Transporters,Membrane (Multi-pass membrane protein),0.8643
SLC6A12,P48065,Sodium- and chloride-dependent betaine transporter,ENSG00000111181,machine_learning,False,CY:1-43;TM:44-63;NC:64-74;TM:75-96;CY:97-116;TM:117-142;NC:143-209;TM:210-229;CY:230-237;TM:238-258;NC:259-288;TM:289-308;CY:309-319;TM:320-343;NC:344-373;TM:374-393;CY:394-422;TM:423-441;NC:442-452;TM:453-476;CY:477-496;TM:497-518;NC:519-537;TM:538-559;CY:560-614,multi-pass (12 TM),12,168,67,186,False,4.0,Transporters,Membrane (Multi-pass membrane protein),0.8703
SLC6A13,Q9NSD5,Sodium- and chloride-dependent GABA transporter 2,ENSG00000010379,machine_learning,False,CY:1-40;TM:41-59;NC:60-69;TM:70-88;CY:89-120;TM:121-141;NC:142-203;TM:204-224;CY:225-232;TM:233-254;NC:255-281;TM:282-303;CY:304-314;TM:315-338;NC:339-364;TM:365-388;CY:389-417;TM:418-441;NC:442-447;TM:448-471;CY:472-491;TM:492-513;NC:514-532;TM:533-553;CY:554-602,multi-pass (12 TM),12,150,62,189,False,8.0,Transporters,Cell membrane (Multi-pass membrane protein),0.9162
SLC6A14,Q9UN76,Sodium- and chloride-dependent neutral and basic amino acid transporter B(0+),ENSG00000268104,machine_learning,False,CY:1-44;TM:45-63;NC:64-72;TM:73-92;CY:93-112;TM:113-134;NC:135-234;TM:235-255;CY:256-263;TM:264-284;NC:285-317;TM:318-336;CY:337-347;TM:348-370;NC:371-403;TM:404-421;CY:422-449;TM:450-474;NC:475-481;TM:482-502;CY:503-522;TM:523-544;NC:545-562;TM:563-586;CY:587-642,multi-pass (12 TM),12,200,100,187,False,11.0,Transporters,Membrane (Multi-pass membrane protein),0.7525
SLC6A15,Q9H2J7,Sodium-dependent neutral amino acid transporter B(0)AT2,ENSG00000072041,machine_learning,False,CY:1-69;TM:70-88;NC:89-99;TM:100-120;CY:121-140;TM:141-167;NC:168-224;TM:225-244;CY:245-252;TM:253-274;NC:275-302;TM:303-323;CY:324-334;TM:335-356;NC:357-456;TM:457-476;CY:477-495;TM:496-515;NC:516-528;TM:529-550;CY:551-570;TM:571-594;NC:595-613;TM:614-639;CY:640-730,multi-pass (12 TM),12,228,100,238,False,11.0,Transporters,Membrane (Multi-pass membrane protein),0.9182
SLC6A16,Q9GZN6,Orphan sodium- and chloride-dependent neurotransmitter transporter NTT5,ENSG00000063127,machine_learning,False,CY:1-137;TM:138-158;NC:159-176;TM:177-196;CY:197-202;TM:203-221;NC:222-264;TM:265-284;CY:285-292;TM:293-314;NC:315-337;TM:338-361;CY:362-379;TM:380-402;NC:403-494;TM:495-516;CY:517-536;TM:537-555;NC:556-567;TM:568-589;CY:590-609;TM:610-633;NC:634-657;TM:658-680;CY:681-736,multi-pass (12 TM),12,212,92,265,False,8.0,Transporters,Membrane (Multi-pass membrane protein),0.8124
SLC6A17,Q9H1V8,Sodium-dependent neutral amino acid transporter SLC6A17,ENSG00000197106,machine_learning,False,CY:1-68;TM:69-87;NC:88-98;TM:99-120;CY:121-141;TM:142-169;NC:170-223;TM:224-244;CY:245-254;TM:255-277;NC:278-300;TM:301-322;CY:323-333;TM:334-355;NC:356-456;TM:457-482;CY:483-494;TM:495-513;NC:514-527;TM:528-548;CY:549-568;TM:569-592;NC:593-615;TM:616-638;CY:639-727,multi-pass (12 TM),12,226,101,231,False,14.0,Transporters,"Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane (Multi-pass membrane protein)",0.8124
SLC6A18,Q96N87,Sodium-dependent neutral amino acid transporter B(0)AT3,ENSG00000164363,machine_learning,False,CY:1-26;TM:27-45;NC:46-55;TM:56-76;CY:77-89;TM:90-115;NC:116-178;TM:179-199;CY:200-207;TM:208-229;NC:230-256;TM:257-278;CY:279-289;TM:290-311;NC:312-400;TM:401-422;CY:423-442;TM:443-467;NC:468-477;TM:478-497;CY:498-517;TM:518-540;NC:541-565;TM:566-591;CY:592-628,multi-pass (12 TM),12,224,89,135,False,12.0,Transporters,Membrane (Multi-pass membrane protein),0.8623
SLC6A19,Q695T7,Sodium-dependent neutral amino acid transporter B(0)AT1,ENSG00000174358,machine_learning,False,CY:1-39;TM:40-58;NC:59-69;TM:70-88;CY:89-117;TM:118-141;NC:142-192;TM:193-211;CY:212-222;TM:223-242;NC:243-271;TM:272-292;CY:293-303;TM:304-325;NC:326-414;TM:415-436;CY:437-456;TM:457-476;NC:477-487;TM:488-511;CY:512-531;TM:532-552;NC:553-580;TM:581-603;CY:604-634,multi-pass (12 TM),12,219,89,161,False,9.0,Transporters,Membrane (Multi-pass membrane protein),0.8822
SLC6A2,P23975,Sodium-dependent noradrenaline transporter,ENSG00000103546,machine_learning,False,CY:1-63;TM:64-82;NC:83-93;TM:94-116;CY:117-136;TM:137-161;NC:162-233;TM:234-252;CY:253-261;TM:262-282;NC:283-310;TM:311-332;CY:333-343;TM:344-368;NC:369-394;TM:395-417;CY:418-443;TM:444-468;NC:469-473;TM:474-498;CY:499-518;TM:519-540;NC:541-555;TM:556-577;CY:578-617,multi-pass (12 TM),12,157,72,189,False,4.0,Transporters,Membrane (Multi-pass membrane protein),0.8503
SLC6A20,Q9NP91,Sodium- and chloride-dependent transporter XTRP3,ENSG00000163817,machine_learning,False,CY:1-6;TM:7-29;NC:30-42;TM:43-62;CY:63-81;TM:82-103;NC:104-166;TM:167-186;CY:187-194;TM:195-218;NC:219-240;TM:241-265;CY:266-276;TM:277-298;NC:299-392;TM:393-415;CY:416-435;TM:436-457;NC:458-462;TM:463-486;CY:487-506;TM:507-526;NC:527-552;TM:553-576;CY:577-592,multi-pass (12 TM),12,223,94,100,False,15.0,Transporters,Apical cell membrane (Multi- pass membrane protein),0.9142
