ensembl_gene,ot_symbol,ab_tractability_bucket,ab_druggability,ot_surface_localisation,ot_locations,ot_is_essential,ot_n_drugs,ot_drugs,ot_max_clinical_stage
ENSG00000182256,GABRG3,GO CC high conf,0.65,True,uniprot:Postsynaptic cell membrane; Multi-pass membrane protein; uniprot:Cell membrane; Multi-pass membrane protein; HPA_main:Microtubules; HPA_main:Plasma membrane; HPA_additional:Nucleoli,False,71,MIDAZOLAM HYDROCHLORIDE; TETRAZEPAM; CLOMETHIAZOLE; BREXANOLONE; ETOMIDATE; CLONAZEPAM,PHASE_3
ENSG00000182264,IZUMO1,UniProt loc high conf,0.7,True,"uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Cytoplasmic vesicle, secretory vesicle, acrosome membrane ; Single-pass type I membrane protein",False,0,,
ENSG00000182271,TMIGD1,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Cytoplasm; HPA_main:Cytosol; HPA_main:Mitochondria,False,0,,
ENSG00000182508,LHFPL1,UniProt SigP or TMHMM,0.45,False,uniprot:Membrane ; Multi-pass membrane protein,False,0,,
ENSG00000182544,SLC61A1,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein,,0,,
ENSG00000182557,SPNS3,UniProt SigP or TMHMM,0.45,False,uniprot:Membrane ; Multi-pass membrane protein,False,0,,
ENSG00000182566,CLEC4G,GO CC high conf,0.65,True,uniprot:Cell membrane; Single-pass type II membrane protein,False,0,,
ENSG00000182578,CSF1R,Advanced Clinical,0.9,True,uniprot:Cell membrane; Single-pass type I membrane protein; HPA_main:Plasma membrane; HPA_main:Vesicles,False,21,VATALANIB; AXATILIMAB; IMC-CS4; AMG-820; EDICOTINIB; PAZOPANIB HYDROCHLORIDE,PHASE_3
ENSG00000182580,EPHB3,UniProt loc high conf,0.7,True,"uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Cell projection, dendrite",False,1,VANDETANIB,APPROVAL
ENSG00000182613,OR2V2,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000182634,OR10G7,GO CC high conf,0.65,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000182652,OR4Q3,no antibody tractability bucket,0.0,True,uniprot:Cell membrane; Multi-pass membrane protein,,0,,
ENSG00000182667,NTM,GO CC high conf,0.65,True,"uniprot:Cell membrane; Lipid-anchor, GPI-anchor",False,0,,
ENSG00000182687,GALR2,GO CC high conf,0.65,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000182771,GRID1,UniProt loc high conf,0.7,True,uniprot:Postsynaptic cell membrane ; Multi-pass membrane protein,False,0,,
ENSG00000182782,HCAR2,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Cell Junctions,False,1,SCH-900271,PHASE_2
ENSG00000182783,OR2T29,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000182854,OR4F15,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000182885,ADGRG3,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein,False,0,,
ENSG00000182896,TMEM95,UniProt SigP or TMHMM,0.45,False,"uniprot:Cytoplasmic vesicle, secretory vesicle, acrosome membrane ; Single-pass type I membrane protein",False,0,,
ENSG00000182985,CADM1,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Synapse; HPA_main:Plasma membrane,False,0,,
ENSG00000183018,SPNS2,GO CC high conf,0.65,True,uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Endosome membrane ; Multi-pass membrane protein,False,0,,
ENSG00000183023,SLC8A1,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Nucleoplasm; HPA_main:Plasma membrane,False,0,,
ENSG00000183024,OR1G1,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000183034,OTOP2,UniProt loc med conf,0.55,True,uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Plasma membrane,False,0,,
ENSG00000183067,IGSF5,UniProt loc med conf,0.55,True,"uniprot:Apical cell membrane ; Single-pass type I membrane protein; uniprot:Cell junction, tight junction; HPA_main:Focal adhesion sites",False,0,,
ENSG00000183098,GPC6,GO CC high conf,0.65,True,"uniprot:Cell membrane ; Lipid-anchor, GPI- anchor ; Extracellular side; uniprot:Secreted, extracellular space; HPA_main:Golgi apparatus; HPA_main:Vesicles",False,0,,
ENSG00000183134,PTGDR2,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein,False,16,AM-211; FEVIPIPRANT; ADC3680; BI-671800; RAMATROBAN; SETIPIPRANT,PRECLINICAL
ENSG00000183150,GPR19,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein,False,0,,
ENSG00000183185,GABRR3,GO CC high conf,0.65,True,uniprot:Postsynaptic cell membrane; Multi-pass membrane protein; uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000183251,OR51B4,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000183269,OR52E8,UniProt SigP or TMHMM,0.45,False,uniprot:Membrane ; Multi-pass membrane protein,False,0,,
ENSG00000183310,OR2T34,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,,0,,
ENSG00000183313,OR52L1,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000183317,EPHA10,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single- pass type I membrane protein; uniprot:Cell membrane ; Single- pass type I membrane protein; uniprot:Secreted,False,1,VANDETANIB,APPROVAL
ENSG00000183389,OR56A4,GO CC high conf,0.65,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000183454,GRIN2A,UniProt loc high conf,0.7,True,"uniprot:Cell projection, dendritic spine; uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Synapse; uniprot:Postsynaptic cell membrane ; Multi-pass membrane protein; uniprot:Cytoplasmic vesicle membrane; HPA_main:Endoplasmic reticulum",False,30,INDANTADOL; DEXTROMETHORPHAN; CNS-5161; GW468816; DEXTROMETHORPHAN POLISTIREX; ESKETAMINE HYDROCHLORIDE,PHASE_3
ENSG00000183484,GPR132,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein,False,0,,
ENSG00000183560,IZUMO1R,UniProt loc high conf,0.7,True,"uniprot:Cell membrane ; Lipid-anchor, GPI-anchor; uniprot:Cell projection, microvillus membrane ; Lipid- anchor, GPI-anchor",False,0,,
ENSG00000183625,CCR3,GO CC high conf,0.65,True,uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Plasma membrane,False,0,,
ENSG00000183671,CMKLR2,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Plasma membrane; HPA_additional:Nucleoplasm; HPA_additional:Vesicles,False,0,,
ENSG00000183695,MRGPRX2,UniProt loc med conf,0.55,True,uniprot:Cell membrane ; Multi-pass membrane protein,False,0,,
ENSG00000183715,OPCML,GO CC high conf,0.65,True,"uniprot:Cell membrane ; Lipid-anchor, GPI- anchor",False,0,,
ENSG00000183762,KREMEN1,UniProt loc med conf,0.55,True,uniprot:Cell membrane ; Single-pass type I membrane protein,False,0,,
ENSG00000183813,CCR4,Approved Drug,1.0,True,uniprot:Cell membrane; Multi-pass membrane protein; HPA_main:Plasma membrane,False,1,MOGAMULIZUMAB,APPROVAL
ENSG00000183840,GPR39,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein,False,0,,
ENSG00000183853,KIRREL1,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein,False,0,,
ENSG00000183873,SCN5A,UniProt loc high conf,0.7,True,"uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Cytoplasm, perinuclear region; uniprot:Cell membrane, sarcolemma, T-tubule; uniprot:Cell junction; HPA_main:Plasma membrane; HPA_additional:Nucleoli",False,81,MORICIZINE; MORICIZINE HYDROCHLORIDE; TETRACAINE; RALFINAMIDE; VERNAKALANT HYDROCHLORIDE; TOCAINIDE,PHASE_3
ENSG00000184022,OR2T10,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000184140,OR4F6,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000184144,CNTN2,GO CC high conf,0.65,True,"uniprot:Cell membrane; Lipid-anchor, GPI-anchor",False,0,,
ENSG00000184155,OR10J5,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein,False,0,,
ENSG00000184160,ADRA2C,GO CC high conf,0.65,True,uniprot:Cell membrane; Multi-pass membrane protein,False,58,APRACLONIDINE; DIPIVEFRIN; EPHEDRINE HYDROCHLORIDE; LABETALOL; LEVONORDEFRIN; ERGOTAMINE,UNKNOWN
ENSG00000184166,OR1D2,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein,True,0,,
ENSG00000184194,GPR173,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Cytosol; HPA_main:Plasma membrane,False,0,,
ENSG00000184226,PCDH9,UniProt loc med conf,0.55,True,uniprot:Cell membrane ; Single-pass type I membrane protein; HPA_main:Centrosome; HPA_main:Nucleoplasm,False,0,,
ENSG00000184292,TACSTD2,UniProt SigP or TMHMM,0.45,True,uniprot:Membrane; Single-pass type I membrane protein; HPA_main:Plasma membrane; HPA_additional:Nucleoli; HPA_additional:Vesicles,False,2,SACITUZUMAB GOVITECAN; DATOPOTAMAB DERUXTECAN,APPROVAL
ENSG00000184321,OR51J1,no antibody tractability bucket,0.0,True,uniprot:Cell membrane; Multi-pass membrane protein,,0,,
ENSG00000184349,EFNA5,UniProt loc high conf,0.7,True,"uniprot:Cell membrane ; Lipid-anchor, GPI-anchor; uniprot:Membrane, caveola ; Lipid-anchor, GPI-anchor; HPA_main:Cytosol; HPA_main:Vesicles",False,0,,
ENSG00000184371,CSF1,Advanced Clinical,0.9,True,"uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Secreted, extracellular space; HPA_main:Plasma membrane; HPA_additional:Nuclear bodies; HPA_extracellular_location:Predicted to be secreted",False,2,MCS-110; PD-360324,PHASE_2
ENSG00000184394,OR4N5,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000184434,LRRC19,UniProt SigP or TMHMM,0.45,False,uniprot:Membrane ; Single-pass type I membrane protein,False,0,,
ENSG00000184451,CCR10,GO CC high conf,0.65,True,uniprot:Cell membrane; Multi-pass membrane protein; HPA_main:Endoplasmic reticulum,False,0,,
ENSG00000184454,NCMAP,UniProt loc med conf,0.55,True,uniprot:Cell membrane ; Single-pass type I membrane protein,False,0,,
ENSG00000184478,OR56A3,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000184497,TMEM255B,UniProt SigP or TMHMM,0.45,False,uniprot:Membrane ; Multi-pass membrane protein; HPA_main:Nucleoplasm,False,0,,
ENSG00000184574,LPAR5,GO CC high conf,0.65,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000184697,CLDN6,UniProt loc high conf,0.7,True,"uniprot:Cell junction, tight junction; uniprot:Cell membrane ; Multi-pass membrane protein",False,0,,
ENSG00000184698,OR51M1,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000184716,SERINC4,UniProt SigP or TMHMM,0.45,False,uniprot:Membrane ; Multi-pass membrane protein,False,0,,
ENSG00000184845,DRD1,GO CC high conf,0.65,True,"uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Endoplasmic reticulum membrane ; Multi-pass membrane protein; uniprot:Cell projection, cilium membrane ; Multi-pass membrane protein; uniprot:Cell projection, dendrite; uniprot:Cell projection, dendritic spine; HPA_main:Plasma membrane",False,15,FENOLDOPAM MESYLATE; MINAPRINE HYDROCHLORIDE; ECOPIPAM; AMINEPTINE; PIMOZIDE; MEVIDALEN,PHASE_3
ENSG00000184908,CLCNKB,UniProt loc high conf,0.7,True,uniprot:Basolateral cell membrane ; Multi-pass membrane protein,False,0,,
ENSG00000184916,JAG2,GO CC high conf,0.65,False,uniprot:Membrane; Single-pass type I membrane protein; HPA_main:Vesicles,False,0,,
ENSG00000184933,OR6A2,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000184954,OR6C70,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000184984,CHRM5,GO CC high conf,0.65,True,uniprot:Cell membrane; Multi-pass membrane protein; uniprot:Postsynaptic cell membrane; Multi-pass membrane protein,False,8,AFACIFENACIN; DAROTROPIUM; TERODILINE HYDROCHLORIDE; DAROTROPIUM BROMIDE; GLYCOPYRRONIUM; GLYCOPYRRONIUM TOSYLATE,PHASE_2
ENSG00000184985,SORCS2,UniProt loc high conf,0.7,True,"uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Cell projection; uniprot:Cytoplasmic vesicle membrane ; Single-pass type I membrane protein; uniprot:Early endosome membrane; uniprot:Recycling endosome membrane; uniprot:Synapse, synaptosome",False,0,,
ENSG00000184988,TMEM106A,UniProt loc med conf,0.55,True,uniprot:Cell membrane ; Single-pass membrane protein,False,0,,
ENSG00000185008,ROBO2,GO CC high conf,0.65,True,uniprot:Membrane ; Single-pass type I membrane protein; HPA_main:Plasma membrane; HPA_main:Vesicles,False,0,,
ENSG00000185033,SEMA4B,UniProt SigP or TMHMM,0.45,False,uniprot:Membrane; Single-pass type I membrane protein; HPA_main:Cell Junctions; HPA_additional:Nucleoplasm; HPA_additional:Vesicles,False,0,,
ENSG00000185052,SLC24A3,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Golgi apparatus; HPA_additional:Cytosol,False,0,,
ENSG00000185053,SGCZ,GO CC high conf,0.65,True,"uniprot:Cell membrane, sarcolemma ; Single- pass type II membrane protein; uniprot:Cytoplasm, cytoskeleton",False,0,,
ENSG00000185070,FLRT2,GO CC high conf,0.65,True,"uniprot:Cell membrane ; Single-pass membrane protein; uniprot:Endoplasmic reticulum membrane; uniprot:Cell junction, focal adhesion; uniprot:Secreted, extracellular space, extracellular matrix; uniprot:Microsome membrane; uniprot:Secreted",False,0,,
ENSG00000185101,ANO9,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Endoplasmic reticulum; HPA_main:Golgi apparatus,False,0,,
ENSG00000185105,MYADML2,UniProt SigP or TMHMM,0.45,False,uniprot:Membrane ; Multi-pass membrane protein,False,0,,
ENSG00000185149,NPY2R,GO CC high conf,0.65,True,uniprot:Cell membrane ; Multi-pass membrane protein,False,1,PEPTIDE YY HUMAN (3-36),PHASE_2
ENSG00000185156,MFSD6L,UniProt SigP or TMHMM,0.45,False,uniprot:Membrane ; Multi-pass membrane protein,False,0,,
ENSG00000185158,LRRC37B,UniProt SigP or TMHMM,0.45,False,uniprot:Membrane ; Single-pass type I membrane protein; HPA_main:Cytosol,True,0,,
ENSG00000185187,SIGIRR,GO CC high conf,0.65,False,uniprot:Membrane ; Single-pass type III membrane protein; HPA_main:Cytosol; HPA_main:Nucleoli fibrillar center,False,0,,
ENSG00000185231,MC2R,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein,False,4,COSYNTROPIN; CORTICOTROPIN; CORTICOTROPIN ZINC HYDROXIDE; SERACTIDE ACETATE,APPROVAL
ENSG00000185245,GP1BA,GO CC high conf,0.65,False,uniprot:Membrane; Single-pass type I membrane protein,False,1,ANFIBATIDE,PHASE_2
ENSG00000185291,IL3RA,Advanced Clinical,0.9,True,uniprot:Cell membrane ; Single-pass type I membrane protein,False,5,FLOTETUZUMAB; TAGRAXOFUSP; CSL-360; TALACOTUZUMAB; PIVEKIMAB SUNIRINE,PHASE_2_3
ENSG00000185313,SCN10A,GO CC high conf,0.65,True,uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Connecting piece; HPA_main:Flagellar centriole,False,76,NKTR-171; TETRACAINE; DRONEDARONE HYDROCHLORIDE; PROCAINE; BENOXINATE; ROPIVACAINE,PHASE_3
ENSG00000185344,ATP6V0A2,GO CC high conf,0.65,True,uniprot:Cell membrane; Multi-pass membrane protein; uniprot:Endosome membrane; HPA_main:Connecting piece; HPA_main:Mid piece; HPA_main:Plasma membrane; HPA_additional:End piece,False,0,,
ENSG00000185372,OR2V1,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000185385,OR7A17,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,True,0,,
ENSG00000185436,IFNLR1,GO CC high conf,0.65,False,uniprot:Membrane ; Single-pass type I membrane protein; HPA_main:Cytosol,False,1,PEGINTERFERON LAMBDA-1A,PHASE_3
ENSG00000185442,FAM174B,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Golgi apparatus; HPA_main:Intermediate filaments,False,0,,
ENSG00000185475,TMEM179B,GO CC high conf,0.65,False,uniprot:Membrane ; Multi-pass membrane protein; HPA_main:Nuclear speckles,False,0,,
ENSG00000185483,ROR1,Advanced Clinical,0.9,True,"uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Cell projection, axon",False,1,CIRMTUZUMAB,PHASE_3
ENSG00000185499,MUC1,Advanced Clinical,0.9,True,uniprot:Apical cell membrane ; Single-pass type I membrane protein; uniprot:Secreted; uniprot:Secreted; uniprot:Secreted; uniprot:Cell membrane; uniprot:Cytoplasm,False,12,CANTUZUMAB MERTANSINE; GATIPOTUZUMAB; NACOLOMAB TAFENATOX; CMB-401; TECEMOTIDE; HUHMFG1,UNKNOWN
ENSG00000185559,DLK1,UniProt SigP or TMHMM,0.45,False,uniprot:Membrane; Single-pass type I membrane protein; uniprot:Cytoplasm; HPA_main:Golgi apparatus,False,0,,
ENSG00000185565,LSAMP,GO CC high conf,0.65,True,"uniprot:Cell membrane; Lipid-anchor, GPI-anchor; HPA_main:Cytosol",False,0,,
ENSG00000185742,C11orf87,UniProt SigP or TMHMM,0.45,False,uniprot:Membrane ; Single-pass type I membrane protein,False,0,,
ENSG00000185758,CLDN24,UniProt loc med conf,0.55,True,"uniprot:Cell junction, tight junction; uniprot:Cell membrane ; Multi-pass membrane protein",False,0,,
ENSG00000185803,SLC52A2,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein,False,0,,
ENSG00000185821,OR6C76,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000185862,EVI2B,GO CC high conf,0.65,True,uniprot:Membrane; Single-pass type I membrane protein; HPA_main:Plasma membrane,False,0,,
ENSG00000185873,TMPRSS11B,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type II membrane protein,False,0,,
ENSG00000185896,LAMP1,UniProt loc high conf,0.7,True,uniprot:Lysosome membrane ; Single-pass type I membrane protein; uniprot:Endosome membrane ; Single- pass type I membrane protein; uniprot:Late endosome membrane ; Single-pass type I membrane protein; uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Cytolytic granule membrane ; Single-pass type I membrane protein,False,0,,
ENSG00000185897,FFAR3,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein,,0,,
ENSG00000185920,PTCH1,GO CC high conf,0.65,True,"uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Cell projection, cilium membrane ; Multi-pass membrane protein; HPA_main:Golgi apparatus; HPA_additional:Primary cilium",False,0,,
ENSG00000185924,RTN4RL1,UniProt loc high conf,0.7,True,"uniprot:Cell membrane ; Lipid-anchor, GPI-anchor; uniprot:Membrane raft; uniprot:Perikaryon; uniprot:Cell projection; HPA_main:Actin filaments; HPA_additional:Midbody",False,0,,
ENSG00000185926,OR4C46,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,True,0,,
ENSG00000185942,NKAIN3,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein,False,0,,
ENSG00000186009,ATP4B,GO CC high conf,0.65,True,uniprot:Apical cell membrane ; Single-pass type II membrane protein; uniprot:Cell membrane ; Single- pass type II membrane protein; HPA_main:Plasma membrane,False,17,TEGOPRAZAN; PANTOPRAZOLE; PANTOPRAZOLE SODIUM; RABEPRAZOLE SODIUM; OMEPRAZOLE MAGNESIUM; ESOMEPRAZOLE SODIUM,APPROVAL
ENSG00000186038,HTR3E,UniProt loc high conf,0.7,True,uniprot:Postsynaptic cell membrane ; Multi-pass membrane protein; uniprot:Cell membrane ; Multi-pass membrane protein,False,14,TEDATIOXETINE; DEXFENFLURAMINE; AMISULPRIDE; FACINICLINE HYDROCHLORIDE; RAMOSETRON HYDROCHLORIDE; PUMOSETRAG,PHASE_3
ENSG00000186074,CD300LF,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein,False,0,,
ENSG00000186090,HTR3D,UniProt loc high conf,0.7,True,uniprot:Postsynaptic cell membrane ; Multi-pass membrane protein; uniprot:Cell membrane ; Multi-pass membrane protein,False,14,FACINICLINE HYDROCHLORIDE; TEDATIOXETINE; RAMOSETRON; AMISULPRIDE; RENZAPRIDE; MOSAPRIDE,PHASE_3
ENSG00000186092,OR4F5,no antibody tractability bucket,0.0,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000186113,OR5D14,GO CC high conf,0.65,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000186119,OR5D18,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000186188,FFAR4,UniProt loc high conf,0.7,True,"uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Endosome membrane ; Multi- pass membrane protein; uniprot:Lysosome membrane ; Multi-pass membrane protein; uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Cell projection, cilium membrane ; Multi-pass membrane protein; HPA_main:Plasma membrane",False,0,,
ENSG00000186198,SLC51B,UniProt loc high conf,0.7,True,uniprot:Basolateral cell membrane ; Single-pass membrane protein; HPA_main:Mitochondria; HPA_additional:Vesicles,False,0,,
ENSG00000186265,BTLA,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein,False,0,,
ENSG00000186297,GABRA5,UniProt loc high conf,0.7,True,uniprot:Postsynaptic cell membrane ; Multi-pass membrane protein; uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Plasma membrane; HPA_additional:Actin filaments; HPA_additional:Cytosol; HPA_additional:Nucleoplasm,False,72,GANAXOLONE; DIAZEPAM; ADIPIPLON; BREXANOLONE; MIDAZOLAM HYDROCHLORIDE; REMIMAZOLAM BESYLATE,PHASE_3
ENSG00000186306,OR10T2,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000186318,BACE1,UniProt loc high conf,0.7,True,"uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Golgi apparatus, trans-Golgi network; uniprot:Endoplasmic reticulum; uniprot:Endosome; uniprot:Cell surface; uniprot:Cytoplasmic vesicle membrane ; Single-pass type I membrane protein",False,4,VERUBECESTAT; ATABECESTAT; LANABECESTAT; ELENBECESTAT,PHASE_3
ENSG00000186334,SLC36A3,UniProt SigP or TMHMM,0.45,False,uniprot:Membrane ; Multi-pass membrane protein,False,0,,
ENSG00000186335,SLC36A2,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Endoplasmic reticulum membrane; uniprot:Recycling endosome membrane,False,0,,
ENSG00000186407,CD300E,GO CC high conf,0.65,True,uniprot:Cell membrane; Single-pass type I membrane protein,False,0,,
ENSG00000186417,GLDN,UniProt loc high conf,0.7,True,"uniprot:Cell membrane ; Single-pass type II membrane protein; uniprot:Cell projection, axon; uniprot:Secreted; uniprot:Secreted, extracellular space, extracellular matrix; HPA_main:Plasma membrane; HPA_main:Vesicles",False,0,,
ENSG00000186440,OR6P1,GO CC high conf,0.65,True,uniprot:Cell membrane; Multi-pass membrane protein; HPA_main:Mid piece; HPA_main:Principal piece,False,0,,
ENSG00000186470,BTN3A2,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein,False,0,,
ENSG00000186509,OR9Q1,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000186513,OR9Q2,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000186567,CEACAM19,UniProt SigP or TMHMM,0.45,False,uniprot:Membrane ; Single-pass type I membrane protein; HPA_main:Mitochondria; HPA_main:Nucleoli; HPA_additional:Nucleoplasm,False,0,,
ENSG00000186723,OR10H1,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000186795,KCNK18,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein,False,5,ISOFLURANE; SEVOFLURANE; HALOTHANE; DESFLURANE; ENFLURANE,APPROVAL
ENSG00000186806,VSIG10L,UniProt SigP or TMHMM,0.45,False,uniprot:Membrane ; Single-pass type I membrane protein; HPA_main:Nucleoplasm,False,0,,
ENSG00000186810,CXCR3,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Cell membrane ; Multi-pass membrane protein,False,0,,
ENSG00000186827,TNFRSF4,Advanced Clinical,0.9,False,uniprot:Membrane; Single-pass type I membrane protein,False,5,GSK-3174998; IVUXOLIMAB; MEDI-6469; TELAZORLIMAB; ROCATINLIMAB,PHASE_3
ENSG00000186854,TRABD2A,UniProt loc high conf,0.7,True,"uniprot:Cell membrane ; Lipid-anchor, GPI-anchor; uniprot:Membrane raft",False,0,,
ENSG00000186867,QRFPR,GO CC high conf,0.65,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000186881,OR13F1,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000186891,TNFRSF18,Advanced Clinical,0.9,True,uniprot:Cell membrane; Single-pass type I membrane protein; uniprot:Secreted,False,2,TRX-518; RAGIFILIMAB,PHASE_2
ENSG00000186907,RTN4RL2,UniProt loc high conf,0.7,True,"uniprot:Cell membrane ; Lipid-anchor, GPI-anchor; uniprot:Membrane raft; uniprot:Cell projection, dendrite; uniprot:Perikaryon; uniprot:Cell projection, axon",False,0,,
ENSG00000186912,P2RY4,GO CC high conf,0.65,True,uniprot:Cell membrane; Multi-pass membrane protein,False,2,DIQUAFOSOL; DIQUAFOSOL TETRASODIUM,APPROVAL
ENSG00000186919,ZACN,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein,False,0,,
ENSG00000186943,OR13C8,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000187037,GPR141,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000187045,TMPRSS6,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type II membrane protein,False,1,SAPABLURSEN,PHASE_3
