gene,uniprot,protein_name,ensembl_gene,surface_evidence,cspa_confirmed,topology,topology_class,n_tm,ecd_length,max_ecd_segment,cyto_length,has_signal_peptide,accessible_sites,almen_class,uniprot_subcellular,ml_score,loc_pass,loc_reason,ecd_pass,ecd_reason,antibody_accessible,exclusion_reason,accessibility_score,surface_confirmation,ot_symbol,ab_tractability_bucket,ab_druggability,ot_surface_localisation,ot_locations,ot_is_essential,ot_n_drugs,ot_drugs,ot_max_clinical_stage,depmap_mean_gene_effect,rna_risk,rna_max_ntpm,rna_worst_tissue,safety_rna,protein_risk,protein_worst_tissue,level_score,safety_protein,n_normal_tissues_medium_high,safety_source,safety_score,safety_is_default,epi_mean,epi_detection,caf_mean,immune_mean,endothelial_mean,tme_max_mean,log2fc_mean,log2fc_sd,n_datasets,n_datasets_reproducible,consensus_fraction
OR5P3,Q8WZ94,Olfactory receptor 5P3,ENSG00000182334;ENSG00000278253,experimental,False,NC:1-24;TM:25-48;CY:49-59;TM:60-78;NC:79-97;TM:98-120;CY:121-139;TM:140-160;NC:161-199;TM:200-223;CY:224-242;TM:243-261;NC:262-272;TM:273-292;CY:293-311,multi-pass (7 TM),7,93,39,68,False,2.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9896,True,,True,,True,,0.21750000000000003,experimental (CSPA/GPI),,not in Open Targets,0.3,,,,,,,0.04359157262966278,0.023703158709979886,0.2,skin,0.9762968412900201,,,,,,RNA only,0.9762968412900201,False,0.00010815154,3.70851103282e-05,0.0,0.0,0.0,0.0,0.003103839648113,0.0069403964444397,5,0,0.0
TMEM132E,Q6IEE7,Transmembrane protein 132E,ENSG00000181291,machine_learning,True,SP:1-29;NC:30-799;TM:800-824;CY:825-984,type I,1,770,770,160,True,20.0,Miscellaneous,Membrane (Single-pass type I membrane protein),0.8463,True,,True,,True,,1.0,unconfirmed (ML prediction only),TMEM132E,UniProt SigP or TMHMM,0.45,False,uniprot:Membrane ; Single-pass type I membrane protein; HPA_main:Golgi apparatus; HPA_main:Nucleoplasm; HPA_additional:Cytosol; HPA_additional:Nuclear bodies,False,0.0,,,-0.09476788841283601,0.5387781385380235,12.7,cerebellum,0.4612218614619765,0.627,Cerebellum,0.66,0.373,6.0,protein+RNA (min),0.373,False,1.07343e-05,3.70851103282e-05,0.0782645947146,0.003365405424,0.0004597635,0.07897055878,-0.8059200184032337,1.2542279220519457,5,0,0.0
GPRC6A,Q5T6X5,G-protein coupled receptor family C group 6 member A,ENSG00000173612,machine_learning,False,SP:1-18;NC:19-592;TM:593-616;CY:617-627;TM:628-652;NC:653-664;TM:665-688;CY:689-701;TM:702-727;NC:728-747;TM:748-771;CY:772-782;TM:783-803;NC:804-808;TM:809-831;CY:832-926,multi-pass (7 TM),7,611,574,130,True,26.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9441,True,,True,,True,,0.8433333333333334,Open Targets confirmed,GPRC6A,GO CC high conf,0.65,True,uniprot:Cell membrane ; Multi-pass membrane protein,False,0.0,,,0.08481016795065771,0.09674794973481003,0.7,kidney,0.90325205026519,,,,,,RNA only,0.90325205026519,False,5.018746000000001e-06,3.70851103282e-05,0.0,0.0,0.0,0.0,0.0001447740731366,0.000323724668913,5,0,0.0
OR1E1,P30953,Olfactory receptor 1E1,ENSG00000180016,experimental,False,NC:1-27;TM:28-49;CY:50-59;TM:60-81;NC:82-100;TM:101-120;CY:121-138;TM:139-158;NC:159-196;TM:197-219;CY:220-236;TM:237-260;NC:261-271;TM:272-292;CY:293-314,multi-pass (7 TM),7,95,38,67,False,1.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9948,True,,True,,True,,0.20666666666666667,experimental (CSPA/GPI),OR1E1,GO CC high conf,0.65,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0.0,,,-0.0006901671031850823,0.01580210580665326,0.2,skeletal muscle,0.9841978941933467,,,,,,RNA only,0.9841978941933467,False,3.863857600000001e-05,3.70851103282e-05,0.0,8.305672e-06,0.0,8.305672e-06,0.0008731737472121,0.0019524758549345,5,0,0.0
LRRTM3,Q86VH5,Leucine-rich repeat transmembrane neuronal protein 3,ENSG00000198739,machine_learning,False,SP:1-30;NC:31-419;TM:420-442;CY:443-581,type I,1,389,389,139,True,15.0,Miscellaneous,"Cell junction, synapse, postsynaptic cell membrane (Single-pass type I membrane protein);Cell membrane (Single-pass type I membrane protein)",0.8383,True,,True,,True,,0.7741666666666667,Open Targets confirmed,LRRTM3,UniProt loc med conf,0.55,True,uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Postsynaptic cell membrane ; Single-pass type I membrane protein,False,0.0,,,0.005276631784633636,0.5009474138744247,10.4,cerebral cortex,0.49905258612557535,,,,,,RNA only,0.49905258612557535,False,5.0947988e-05,3.70851103282e-05,0.0,0.0,0.0,0.0,0.0014663160636635,0.0032787823948516,5,0,0.0
GPR52,Q9Y2T5,Probable G-protein coupled receptor 52,ENSG00000203737,experimental,False,NC:1-44;TM:45-70;CY:71-82;TM:83-104;NC:105-115;TM:116-137;CY:138-157;TM:158-180;NC:181-200;TM:201-226;CY:227-265;TM:266-286;NC:287-298;TM:299-320;CY:321-361,multi-pass (7 TM),7,87,44,112,False,1.0,Receptors,Cell membrane (Multi-pass membrane protein),0.994,True,,True,,True,,0.21166666666666667,experimental (CSPA/GPI),GPR52,GO CC high conf,0.65,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0.0,,,0.06762583976724577,0.3722274047560673,5.1,basal ganglia,0.6277725952439327,,,,,,RNA only,0.6277725952439327,False,1.5580181999999998e-05,3.70851103282e-05,0.0,0.001372477766,0.0,0.001372477766,-0.0378844882692657,0.0508340052041385,5,0,0.0
CHRM5,P08912,Muscarinic acetylcholine receptor M5,ENSG00000184984,machine_learning,False,NC:1-29;TM:30-55;CY:56-66;TM:67-91;NC:92-104;TM:105-126;CY:127-146;TM:147-172;NC:173-191;TM:192-214;CY:215-443;TM:444-466;NC:467-478;TM:479-498;CY:499-532,multi-pass (7 TM),7,73,29,294,False,5.0,Receptors,"Cell junction, synapse, postsynaptic cell membrane (Multi-pass membrane protein);Cell membrane (Multi-pass membrane protein)",0.9102,True,,True,,True,,0.2391666666666667,Open Targets confirmed,CHRM5,GO CC high conf,0.65,True,uniprot:Cell membrane; Multi-pass membrane protein; uniprot:Postsynaptic cell membrane; Multi-pass membrane protein,False,8.0,AFACIFENACIN; DAROTROPIUM; TERODILINE HYDROCHLORIDE; DAROTROPIUM BROMIDE; GLYCOPYRRONIUM; GLYCOPYRRONIUM TOSYLATE,PHASE_2,-0.05098923719965583,0.43059999220879003,7.1,spinal cord,0.56940000779121,,,,,,RNA only,0.56940000779121,False,1.06520988e-05,3.70851103282e-05,0.001023229854,0.0002366227916,0.0,0.0010356171716,-0.0284134492373787,0.0544211512488344,5,0,0.0
NCR2,O95944,Natural cytotoxicity triggering receptor 2,ENSG00000096264,machine_learning,False,SP:1-21;NC:22-190;TM:191-215;CY:216-276,type I,1,169,169,61,True,8.0,Receptors,Cell membrane (Single-pass type I membrane protein),0.8024,True,,True,,True,,0.5208333333333334,Open Targets confirmed,NCR2,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein,False,0.0,,,-0.06479976628936729,0.051034542819708185,0.4,duodenum,0.9489654571802918,,,,,,RNA only,0.9489654571802918,False,1.6687132000000002e-05,3.70851103282e-05,0.0,0.000762509616,0.0,0.000762509616,-0.0211900787927176,0.0239211858348741,5,0,0.0
MYADML2,A6NDP7,Myeloid-associated differentiation marker-like protein 2,ENSG00000185105,machine_learning,False,NC:1-54;TM:55-74;CY:75-85;TM:86-109;NC:110-128;TM:129-148;CY:149-159;TM:160-183;NC:184-195;TM:196-218;CY:219-229;TM:230-252;NC:253-277;TM:278-297;CY:298-307,multi-pass (7 TM),7,110,54,43,False,3.0,Unclassified,Membrane (Multi-pass membrane protein),0.7465,True,,True,,True,,0.24,unconfirmed (ML prediction only),MYADML2,UniProt SigP or TMHMM,0.45,False,uniprot:Membrane ; Multi-pass membrane protein,False,0.0,,,0.06309323936546189,0.3794717446549198,78.7,skeletal muscle,0.6205282553450802,,,,,,RNA only,0.6205282553450802,False,1.2534948999999998e-05,3.70851103282e-05,0.000276987,0.0,0.0,0.000276987,-0.0075220159549001,0.0168197390029946,5,0,0.0
FFAR1,O14842,Free fatty acid receptor 1,ENSG00000126266,experimental,False,NC:1-5;TM:6-30;CY:31-41;TM:42-61;NC:62-80;TM:81-101;CY:102-120;TM:121-143;NC:144-183;TM:184-203;CY:204-221;TM:222-240;NC:241-259;TM:260-279;CY:280-300,multi-pass (7 TM),7,83,40,69,False,3.0,Receptors,Cell membrane (Multi-pass membrane protein),0.7895,True,,True,,True,,0.22833333333333333,experimental (CSPA/GPI),FFAR1,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Plasma membrane,False,3.0,FASIGLIFAM; SETOGEPRAM; LY2881835,PHASE_3,-0.017518609649381848,0.2654056147292959,2.9,bone marrow,0.7345943852707041,,,,,,RNA only,0.7345943852707041,False,1.490496e-05,3.70851103282e-05,0.0,0.003861004326,0.00122416386,0.004561660526,-0.1206558704585046,0.1311129047470774,5,0,0.0
OR9A4,Q8NGU2,Olfactory receptor 9A4,ENSG00000258083,machine_learning,False,NC:1-23;TM:24-47;CY:48-58;TM:59-79;NC:80-98;TM:99-120;CY:121-140;TM:141-161;NC:162-196;TM:197-221;CY:222-240;TM:241-260;NC:261-271;TM:272-292;CY:293-314,multi-pass (7 TM),7,88,35,72,False,2.0,Receptors,Cell membrane (Multi-pass membrane protein),0.988,True,,True,,True,,0.21416666666666667,Open Targets confirmed,OR9A4,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0.0,,,-0.09420141360714399,0.03555473806496983,0.2,bone marrow,0.9644452619350302,,,,,,RNA only,0.9644452619350302,False,7.260793199999999e-06,3.70851103282e-05,0.0,0.0,0.0,0.0,0.0002094261860371,0.0004682911882474,5,0,0.0
NPSR1,Q6W5P4,Neuropeptide S receptor,ENSG00000187258,machine_learning,False,NC:1-53;TM:54-73;CY:74-83;TM:84-103;NC:104-122;TM:123-144;CY:145-164;TM:165-185;NC:186-209;TM:210-233;CY:234-271;TM:272-293;NC:294-312;TM:313-333;CY:334-371,multi-pass (7 TM),7,115,53,106,False,5.0,Receptors,Cell membrane (Multi- pass membrane protein);Cytoplasm;Cell membrane (Multi-pass membrane protein);Cell membrane (Multi-pass membrane protein);Cytoplasm;Cytoplasm;Cytoplasm;Cytoplasm,0.9281,True,,True,,True,,0.25916666666666666,Open Targets confirmed,NPSR1,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Cytoplasm; uniprot:Cytoplasm; uniprot:Cytoplasm,False,0.0,,,0.1169593527983405,0.05400640142214719,0.4,hypothalamus,0.9459935985778528,,,,,,RNA only,0.9459935985778528,False,1.28112552e-05,3.70851103282e-05,0.0,0.0,0.0,0.0,0.0003694181019074,0.0008260439879838,5,0,0.0
ABCB11,O95342,Bile salt export pump,ENSG00000073734,machine_learning,False,CY:1-58;TM:59-83;NC:84-143;TM:144-167;CY:168-216;TM:217-236;NC:237-241;TM:242-263;CY:264-319;TM:320-343;NC:344-354;TM:355-374;CY:375-751;TM:752-775;NC:776-794;TM:795-820;CY:821-875;TM:876-894;NC:895-899;TM:900-917;CY:918-978;TM:979-998;NC:999-1014;TM:1015-1035;CY:1036-1321,multi-pass (12 TM),12,116,60,942,False,5.0,Transporters,Membrane (Multi-pass membrane protein),0.8663,True,,True,,True,,0.265,Open Targets confirmed,ABCB11,UniProt loc high conf,0.7,True,uniprot:Apical cell membrane ; Multi-pass membrane protein; uniprot:Recycling endosome membrane ; Multi-pass membrane protein; uniprot:Endosome; uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Cytosol; HPA_main:Nucleoplasm,False,0.0,,,-0.08408398689179108,0.8922712367637895,75.3,liver,0.1077287632362105,0.95,Liver,1.0,0.050000000000000044,1.0,protein+RNA (min),0.050000000000000044,False,1.683841e-05,3.70851103282e-05,0.0,0.0,0.0,0.0,0.0004854452203893,0.0010854885121429,5,0,0.0
SSTR3,P32745,Somatostatin receptor type 3,ENSG00000278195,machine_learning,False,NC:1-44;TM:45-70;CY:71-81;TM:82-102;NC:103-121;TM:122-143;CY:144-162;TM:163-184;NC:185-203;TM:204-230;CY:231-255;TM:256-277;NC:278-291;TM:292-316;CY:317-418,multi-pass (7 TM),7,96,44,157,False,1.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9521,True,,True,,True,,0.21166666666666667,Open Targets confirmed,SSTR3,GO CC high conf,0.65,True,uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Actin filaments; HPA_main:Plasma membrane; HPA_main:Primary cilium,False,9.0,LUTETIUM OXODOTREOTIDE LU-177; OCTREOTIDE ACETATE; VAPREOTIDE; SOMATOSTATIN; LUTETIUM OXODOTREOTIDE; PASIREOTIDE DIASPARTATE,PHASE_3,-0.052853809627533756,0.3853013288748478,10.3,cerebral cortex,0.6146986711251522,0.95,Cerebellum,1.0,0.050000000000000044,5.0,protein+RNA (min),0.050000000000000044,False,0.0003027369999999,3.70851103282e-05,0.0,0.00614714158,0.0,0.00614714158,-0.1541156389920347,0.1343142414042245,5,0,0.0
OR52D1,Q9H346,Olfactory receptor 52D1,ENSG00000181609,experimental,False,NC:1-26;TM:27-51;CY:52-62;TM:63-81;NC:82-100;TM:101-123;CY:124-142;TM:143-166;NC:167-198;TM:199-224;CY:225-243;TM:244-264;NC:265-275;TM:276-297;CY:298-318,multi-pass (7 TM),7,88,32,70,False,2.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9481,True,,True,,True,,0.21166666666666667,experimental (CSPA/GPI),OR52D1,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0.0,,,-0.029438816039837883,0.06430491615739506,1.1,testis,0.9356950838426049,,,,,,RNA only,0.9356950838426049,False,7.5376168e-06,3.70851103282e-05,0.0,0.0,0.0,0.0,0.0002174077210346,0.0004861384430668,5,0,0.0
PROKR1,Q8TCW9,Prokineticin receptor 1,ENSG00000169618,experimental,False,NC:1-62;TM:63-88;CY:89-99;TM:100-120;NC:121-145;TM:146-166;CY:167-178;TM:179-200;NC:201-231;TM:232-253;CY:254-282;TM:283-303;NC:304-322;TM:323-345;CY:346-393,multi-pass (7 TM),7,137,62,100,False,4.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9162,True,,True,,True,,0.2566666666666667,experimental (CSPA/GPI),PROKR1,GO CC high conf,0.65,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0.0,,,-0.036456161251963416,0.12642053592115862,3.3,epididymis,0.8735794640788414,,,,,,RNA only,0.8735794640788414,False,3.3974536e-05,3.70851103282e-05,0.00016605513,0.0003680989686,0.00017265832,0.0007068124186,-0.0191521756656231,0.02074463306088,5,0,0.0
OR5AC1,P0C628,Olfactory receptor 5AC1,,machine_learning,False,NC:1-26;TM:27-49;CY:50-58;TM:59-79;NC:80-100;TM:101-120;CY:121-140;TM:141-164;NC:165-195;TM:196-221;CY:222-240;TM:241-261;NC:262-272;TM:273-292;CY:293-307,multi-pass (7 TM),7,89,31,63,False,1.0,Receptors,Cell membrane (Multi-pass membrane protein),0.7605,True,,True,,True,,0.20083333333333334,unconfirmed (ML prediction only),,not in Open Targets,0.3,,,,,,,,0.0,0.0,adipose tissue,1.0,,,,,,RNA only,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0.0
OR5AC2,Q9NZP5,Olfactory receptor 5AC2,ENSG00000196578,experimental,False,NC:1-24;TM:25-50;CY:51-61;TM:62-81;NC:82-102;TM:103-122;CY:123-141;TM:142-160;NC:161-196;TM:197-220;CY:221-239;TM:240-262;NC:263-274;TM:275-294;CY:295-309,multi-pass (7 TM),7,93,36,64,False,2.0,Receptors,Cell membrane (Multi-pass membrane protein),0.992,True,,True,,True,,0.21500000000000002,experimental (CSPA/GPI),OR5AC2,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0.0,,,-0.06351469659989606,0.01580210580665326,0.2,testis,0.9841978941933467,,,,,,RNA only,0.9841978941933467,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0.0
GPR101,Q96P66,Probable G-protein coupled receptor 101,ENSG00000165370,experimental,False,NC:1-31;TM:32-57;CY:58-68;TM:69-90;NC:91-106;TM:107-127;CY:128-147;TM:148-169;NC:170-192;TM:193-218;CY:219-399;TM:400-425;NC:426-430;TM:431-454;CY:455-508,multi-pass (7 TM),7,75,31,266,False,3.0,Receptors,Cell membrane (Multi-pass membrane protein),0.8667,True,,True,,True,,0.22083333333333333,experimental (CSPA/GPI),GPR101,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0.0,,,-0.06930373623719298,0.5199088958428978,11.5,basal ganglia,0.4800911041571022,,,,,,RNA only,0.4800911041571022,False,0.0,0.0,0.0,6.312816000000001e-05,0.0,6.312816000000001e-05,-0.0018157683727863,0.0040601815129444,5,0,0.0
SPPL2C,Q8IUH8,Signal peptide peptidase-like 2C,ENSG00000185294,machine_learning,False,SP:1-21;NC:22-184;TM:185-207;CY:208-250;TM:251-273;NC:274-278;TM:279-301;CY:302-319;TM:320-341;NC:342-346;TM:347-365;CY:366-376;TM:377-396;NC:397-440;TM:441-459;CY:460-470;TM:471-493;NC:494-498;TM:499-518;CY:519-684,multi-pass (9 TM),9,222,163,249,True,10.0,Unclassified,Endoplasmic reticulum membrane (Multi-pass membrane protein);Membrane (Multi-pass membrane protein),0.8383,True,,True,,True,,0.4008333333333334,unconfirmed (ML prediction only),SPPL2C,UniProt SigP or TMHMM,0.45,False,uniprot:Endoplasmic reticulum membrane ; Multi-pass membrane protein ; Lumenal side,False,0.0,,,-0.15665859268131996,0.3124943612647071,35.8,testis,0.6875056387352929,0.132,Testis,0.33,0.868,0.0,protein+RNA (min),0.6875056387352929,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0.0
OR5AK2,Q8NH90,Olfactory receptor 5AK2,ENSG00000181273,experimental,False,NC:1-22;TM:23-48;CY:49-58;TM:59-78;NC:79-97;TM:98-120;CY:121-131;TM:132-152;NC:153-195;TM:196-221;CY:222-240;TM:241-260;NC:261-271;TM:272-292;CY:293-309,multi-pass (7 TM),7,95,43,57,False,2.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9641,True,,True,,True,,0.22083333333333335,experimental (CSPA/GPI),OR5AK2,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0.0,,,-0.0869786564035143,0.21743789939312466,5.2,spleen,0.7825621006068754,,,,,,RNA only,0.7825621006068754,False,0.0,0.0,0.0007449966,0.002341819,0.0,0.0030868156,-0.0814440136287141,0.1320288456579013,5,0,0.0
OR51A2,Q8NGJ7,Olfactory receptor 51A2,ENSG00000205496,experimental,False,NC:1-25;TM:26-50;CY:51-61;TM:62-80;NC:81-103;TM:104-122;CY:123-142;TM:143-163;NC:164-197;TM:198-222;CY:223-241;TM:242-262;NC:263-271;TM:272-293;CY:294-313,multi-pass (7 TM),7,91,34,70,False,0.0,Receptors,Cell membrane (Multi-pass membrane protein),0.988,True,,True,,True,,0.19333333333333333,experimental (CSPA/GPI),OR51A2,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0.0,,,0.09841427515186879,0.0,0.0,adipose tissue,1.0,,,,,,RNA only,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0.0
OR4X2,Q8NGF9,Olfactory receptor 4X2,ENSG00000172208;ENSG00000279556,experimental,False,NC:1-19;TM:20-41;CY:42-50;TM:51-71;NC:72-92;TM:93-112;CY:113-131;TM:132-155;NC:156-184;TM:185-214;CY:215-225;TM:226-250;NC:251-262;TM:263-282;CY:283-303,multi-pass (7 TM),7,81,29,60,False,0.0,Receptors,Cell membrane (Multi-pass membrane protein),0.7166,True,,True,,True,,0.18916666666666668,experimental (CSPA/GPI),,not in Open Targets,0.3,,,,,,,,0.0,0.0,adipose tissue,1.0,,,,,,RNA only,1.0,False,0.0,0.0,0.0,0.00039449916,0.0,0.00039449916,-0.0111640492478837,0.0249635730224234,5,0,0.0
OR51A7,Q8NH64,Olfactory receptor 51A7,ENSG00000176895,experimental,False,NC:1-24;TM:25-48;CY:49-59;TM:60-78;NC:79-101;TM:102-120;CY:121-140;TM:141-162;NC:163-195;TM:196-220;CY:221-239;TM:240-261;NC:262-269;TM:270-293;CY:294-312,multi-pass (7 TM),7,88,33,69,False,3.0,Receptors,Cell membrane (Multi-pass membrane protein),0.8862,True,,True,,True,,0.2225,experimental (CSPA/GPI),OR51A7,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0.0,,,0.026180228122625455,0.008260688270785032,0.1,testis,0.9917393117292149,,,,,,RNA only,0.9917393117292149,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0.0
P2RY4,P51582,P2Y purinoceptor 4,ENSG00000186912,experimental,False,NC:1-38;TM:39-61;CY:62-72;TM:73-95;NC:96-114;TM:115-133;CY:134-150;TM:151-173;NC:174-198;TM:199-223;CY:224-243;TM:244-264;NC:265-289;TM:290-309;CY:310-365,multi-pass (7 TM),7,107,38,104,False,3.0,Receptors,Cell membrane (Multi-pass membrane protein),0.7394,True,,True,,True,,0.22666666666666668,experimental (CSPA/GPI),P2RY4,GO CC high conf,0.65,True,uniprot:Cell membrane; Multi-pass membrane protein,False,2.0,DIQUAFOSOL; DIQUAFOSOL TETRASODIUM,APPROVAL,0.13584953701548766,0.17160580642557707,2.1,small intestine,0.8283941935744229,,,,,,RNA only,0.8283941935744229,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0.0
SSTR4,P31391,Somatostatin receptor type 4,ENSG00000132671,experimental,False,NC:1-47;TM:48-73;CY:74-84;TM:85-108;NC:109-123;TM:124-145;CY:146-164;TM:165-185;NC:186-208;TM:209-235;CY:236-256;TM:257-278;NC:279-294;TM:295-314;CY:315-388,multi-pass (7 TM),7,101,47,125,False,1.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9321,True,,True,,True,,0.21416666666666667,experimental (CSPA/GPI),SSTR4,GO CC high conf,0.65,True,uniprot:Cell membrane; Multi-pass membrane protein,False,6.0,OCTREOTIDE ACETATE; LUTETIUM OXODOTREOTIDE; VELDOREOTIDE; OCTREOTIDE; SOMATOSTATIN; LUTETIUM OXODOTREOTIDE LU-177,PHASE_3,0.09392960457422049,0.12099301190929647,0.8,cerebellum,0.8790069880907035,,,,,,RNA only,0.8790069880907035,False,0.0,0.0,0.0965254659999999,0.0,0.0,0.0965254659999999,-0.6826252915091308,1.5263965549750265,5,0,0.0
OR5AK3P,Q8NH89,Putative olfactory receptor 5AK3,,machine_learning,False,NC:1-24;TM:25-48;CY:49-59;TM:60-78;NC:79-97;TM:98-120;CY:121-138;TM:139-158;NC:159-196;TM:197-221;CY:222-240;TM:241-260;NC:261-271;TM:272-292;CY:293-298,multi-pass (7 TM),7,92,38,54,False,1.0,Unclassified,Cell membrane (Multi-pass membrane protein),0.9301,True,,True,,True,,0.20666666666666667,unconfirmed (ML prediction only),,not in Open Targets,0.3,,,,,,,,0.06323681841442841,0.7,spleen,0.9367631815855716,,,,,,RNA only,0.9367631815855716,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0.0
OR51B2,Q9Y5P1,Olfactory receptor 51B2,ENSG00000184881;ENSG00000279012,experimental,False,NC:1-23;TM:24-46;CY:47-57;TM:58-77;NC:78-97;TM:98-118;CY:119-138;TM:139-159;NC:160-196;TM:197-219;CY:220-238;TM:239-260;NC:261-271;TM:272-291;CY:292-312,multi-pass (7 TM),7,91,37,71,False,3.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9661,True,,True,,True,,0.22583333333333333,experimental (CSPA/GPI),,not in Open Targets,0.3,,,,,,,,0.0,0.0,adipose tissue,1.0,,,,,,RNA only,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0.0
SPACA1,Q9HBV2,Sperm acrosome membrane-associated protein 1,ENSG00000118434,machine_learning,False,SP:1-29;NC:30-216;TM:217-245;CY:246-294,type I,1,187,187,49,True,3.0,Unclassified,Membrane (Single-pass type I membrane protein),0.8942,True,,True,,True,,0.48583333333333334,unconfirmed (ML prediction only),SPACA1,UniProt SigP or TMHMM,0.45,False,"uniprot:Cytoplasmic vesicle, secretory vesicle, acrosome inner membrane ; Single-pass type I membrane protein; HPA_main:Acrosome",False,0.0,,,-0.046786961136288684,0.3207978609101013,39.5,testis,0.6792021390898987,0.4,Testis,1.0,0.6,1.0,protein+RNA (min),0.6,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0.0
OR51B5,Q9H339,Olfactory receptor 51B5,ENSG00000242180,experimental,False,NC:1-23;TM:24-46;CY:47-57;TM:58-79;NC:80-98;TM:99-118;CY:119-138;TM:139-158;NC:159-196;TM:197-219;CY:220-236;TM:237-260;NC:261-267;TM:268-286;CY:287-312,multi-pass (7 TM),7,87,38,74,False,3.0,Receptors,Cell membrane (Multi-pass membrane protein),0.6902,True,,True,,True,,0.22666666666666668,experimental (CSPA/GPI),,not in Open Targets,0.3,,,,,,,0.038255157743255074,0.008260688270785032,0.1,epididymis,0.9917393117292149,,,,,,RNA only,0.9917393117292149,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0.0
SLC7A3,Q8WY07,Cationic amino acid transporter 3,ENSG00000165349,experimental,False,CY:1-32;TM:33-53;NC:54-64;TM:65-87;CY:88-107;TM:108-129;NC:130-165;TM:166-183;CY:184-191;TM:192-210;NC:211-234;TM:235-254;CY:255-287;TM:288-311;NC:312-331;TM:332-354;CY:355-382;TM:383-403;NC:404-408;TM:409-428;CY:429-475;TM:476-496;NC:497-507;TM:508-528;CY:529-539;TM:540-560;NC:561-565;TM:566-586;CY:587-619,multi-pass (14 TM),14,112,36,212,False,4.0,Transporters,Cell membrane (Multi-pass membrane protein),0.6568,True,,True,,True,,0.23500000000000001,experimental (CSPA/GPI),SLC7A3,GO CC high conf,0.65,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0.0,,,-0.014015811115301967,0.3212562982102592,18.4,thymus,0.6787437017897409,,,,,,RNA only,0.6787437017897409,False,0.0,0.0,0.0001281791799999,0.0002238666806,0.0,0.00034478038,-0.0098905139610579,0.0092289646251353,5,0,0.0
GPR50,Q13585,Melatonin-related receptor,ENSG00000102195,experimental,False,NC:1-26;TM:27-53;CY:54-64;TM:65-83;NC:84-102;TM:103-125;CY:126-144;TM:145-166;NC:167-186;TM:187-209;CY:210-236;TM:237-262;NC:263-273;TM:274-297;CY:298-617,multi-pass (7 TM),7,76,26,377,False,4.0,Receptors,Cell membrane (Multi-pass membrane protein),0.6596,True,,True,,True,,0.22666666666666668,experimental (CSPA/GPI),GPR50,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Postsynaptic density; uniprot:Nucleus; HPA_main:Plasma membrane; HPA_additional:Nucleoplasm; HPA_additional:Primary cilium,False,0.0,,,0.04470482646187067,0.24349550007290774,15.6,pituitary gland,0.7565044999270922,0.4,Pituitary gland,1.0,0.6,3.0,protein+RNA (min),0.6,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0.0
