ensembl_id,symbol,baseline_K562,baseline_RPE1,baseline_HepG2,baseline_Jurkat,response_sd_K562,response_sd_RPE1,response_sd_HepG2,response_sd_Jurkat,shared_response_fraction
ENSG00000184903,IMMP2L,0.2229,0.1319,0.0917,0.1616,0.0459,0.0466,0.0401,0.0503,0.3159
ENSG00000184924,PTRHD1,0.5134,0.4630,0.5187,0.5249,0.0587,0.0894,0.0777,0.0877,0.3646
ENSG00000184967,NOC4L,0.3830,0.2307,0.2821,0.4554,0.0604,0.0610,0.0666,0.0786,0.3277
ENSG00000184983,NDUFA6,0.8484,0.7694,0.6827,0.9809,0.0814,0.0913,0.1026,0.0878,0.4629
ENSG00000184990,SIVA1,1.0367,1.0611,1.4223,2.0997,0.0719,0.1414,0.1517,0.1270,0.3548
ENSG00000184992,BRI3BP,0.4575,0.3056,0.6824,0.8167,0.0598,0.0905,0.1119,0.0881,0.3751
ENSG00000185000,DGAT1,0.2063,0.1574,0.5589,0.2011,0.0431,0.0480,0.1199,0.0546,0.2941
ENSG00000185009,AP3M1,0.3458,0.3023,0.2918,0.1504,0.0496,0.0621,0.0604,0.0544,0.2990
ENSG00000185024,BRF1,0.0755,0.1021,0.0735,0.1805,0.0248,0.0363,0.0335,0.0511,0.2679
ENSG00000185043,CIB1,0.7274,1.0237,0.9280,1.1311,0.0717,0.1118,0.1152,0.0953,0.4662
ENSG00000185049,NELFA,0.3895,0.1374,0.2114,0.3335,0.0569,0.0429,0.0517,0.0701,0.3001
ENSG00000185085,INTS5,0.1678,0.1292,0.0861,0.1712,0.0350,0.0409,0.0347,0.0482,0.3002
ENSG00000185088,RPS27L,0.6959,1.9535,1.7661,0.8373,0.0748,0.2817,0.2035,0.0883,0.3636
ENSG00000185104,FAF1,0.7098,0.3944,0.2591,0.6211,0.0961,0.0829,0.0602,0.1054,0.3106
ENSG00000185115,NSMCE3,0.1381,0.3380,0.0672,0.3518,0.0366,0.0730,0.0399,0.0703,0.3353
ENSG00000185122,HSF1,0.4537,0.3335,0.3892,0.6300,0.0630,0.0722,0.0734,0.0920,0.4040
ENSG00000185127,C6orf120,0.2617,0.2791,0.2771,0.1812,0.0450,0.0660,0.0658,0.0503,0.3252
ENSG00000185129,PURA,0.5889,0.4553,0.3391,0.6554,0.0610,0.0738,0.0647,0.0802,0.3390
ENSG00000185163,DDX51,0.2091,0.1552,0.1714,0.3200,0.0418,0.0502,0.0494,0.0678,0.3051
ENSG00000185201,IFITM2,0.4690,0.3615,0.4869,0.2434,0.0900,0.0789,0.1060,0.0785,0.3418
ENSG00000185219,ZNF445,0.3309,0.1047,0.1434,0.3333,0.0572,0.0376,0.0467,0.0764,0.2753
ENSG00000185222,TCEAL9,0.4087,0.7981,0.1933,0.2597,0.0650,0.0954,0.0575,0.0648,0.3102
ENSG00000185236,RAB11B,0.2717,0.3959,0.2970,0.3618,0.0452,0.0690,0.0598,0.0663,0.3015
ENSG00000185238,PRMT3,0.2771,0.1671,0.1471,0.2346,0.0518,0.0532,0.0470,0.0586,0.3192
ENSG00000185246,PRPF39,0.2497,0.1530,0.1050,0.2558,0.0643,0.0576,0.0497,0.0679,0.4285
ENSG00000185262,UBALD2,0.5245,0.3144,0.5417,0.3677,0.0750,0.0889,0.1087,0.0916,0.2809
ENSG00000185278,ZBTB37,0.2200,0.0781,0.0653,0.1480,0.0445,0.0365,0.0335,0.0529,0.2877
ENSG00000185298,CCDC137,0.6239,0.4023,0.5447,0.4765,0.0621,0.0860,0.0893,0.0754,0.3399
ENSG00000185324,CDK10,0.1383,0.1897,0.0949,0.2015,0.0334,0.0492,0.0528,0.0543,0.2612
ENSG00000185340,GAS2L1,0.1250,0.2062,0.0613,0.3789,0.0323,0.0549,0.0315,0.0752,0.2937
ENSG00000185344,ATP6V0A2,0.1729,0.1320,0.1516,0.2054,0.0453,0.0440,0.0515,0.0568,0.3024
ENSG00000185347,TEDC1,0.1123,0.1891,0.2757,0.3069,0.0321,0.0663,0.0792,0.0649,0.2901
ENSG00000185359,HGS,0.3267,0.4224,0.4052,0.2969,0.0516,0.0743,0.0786,0.0743,0.3340
ENSG00000185361,TNFAIP8L1,0.1025,0.1257,0.3272,0.1368,0.0323,0.0467,0.0751,0.0505,0.2519
ENSG00000185379,RAD51D,0.1529,0.1702,0.1162,0.3464,0.0368,0.0500,0.0415,0.0690,0.2547
ENSG00000185414,MRPL30,0.4124,0.1714,0.3206,0.1955,0.0539,0.0498,0.0644,0.0517,0.3008
ENSG00000185418,TARSL2,0.1403,0.0955,0.1080,0.1623,0.0373,0.0420,0.0385,0.0503,0.2724
ENSG00000185420,SMYD3,0.6844,0.1785,0.2573,0.4302,0.0988,0.0586,0.0936,0.0724,0.3558
ENSG00000185475,TMEM179B,0.4234,0.5215,0.4191,0.5982,0.0608,0.1089,0.0933,0.0879,0.3644
ENSG00000185480,PARPBP,0.3865,0.2125,0.2066,0.3655,0.0529,0.0730,0.0712,0.0673,0.2651
ENSG00000185504,FAAP100,0.1468,0.1143,0.1389,0.1200,0.0353,0.0397,0.0437,0.0432,0.3205
ENSG00000185515,BRCC3,0.2545,0.3252,0.2719,0.4204,0.0486,0.0658,0.0576,0.0776,0.3000
ENSG00000185591,SP1,0.2735,0.1875,0.1797,0.2958,0.0421,0.0491,0.0490,0.0628,0.2892
ENSG00000185608,MRPL40,1.6756,0.8080,0.7841,0.6667,0.1102,0.0968,0.0945,0.0895,0.4934
ENSG00000185619,PCGF3,0.1811,0.1543,0.1456,0.2517,0.0371,0.0507,0.0505,0.0622,0.2795
ENSG00000185624,P4HB,0.8808,1.4548,2.2817,0.7788,0.0757,0.1710,0.1428,0.0937,0.4372
ENSG00000185627,PSMD13,0.8617,0.8819,0.6411,1.1586,0.0666,0.1175,0.1027,0.0897,0.4129
ENSG00000185650,ZFP36L1,0.3717,0.8662,0.6260,0.1659,0.0835,0.1334,0.1201,0.0644,0.3601
ENSG00000185651,UBE2L3,2.4286,1.2795,1.0582,1.3676,0.0827,0.0932,0.0914,0.0912,0.4940
ENSG00000185658,BRWD1,0.4823,0.3257,0.3217,0.4027,0.0596,0.0713,0.0678,0.0716,0.3360
ENSG00000185716,MOSMO,0.1263,0.2116,0.2055,0.1278,0.0363,0.0578,0.0598,0.0471,0.3175
ENSG00000185721,DRG1,0.5672,0.3638,0.3316,0.6465,0.0706,0.0684,0.0712,0.0855,0.3746
ENSG00000185722,ANKFY1,0.1144,0.1825,0.1446,0.2314,0.0293,0.0490,0.0462,0.0561,0.2781
ENSG00000185728,YTHDF3,0.2782,0.2790,0.2114,0.2406,0.0454,0.0636,0.0570,0.0602,0.3138
ENSG00000185753,CXorf38,0.1083,0.1482,0.1029,0.2691,0.0299,0.0469,0.0421,0.0632,0.2675
ENSG00000185787,MORF4L1,1.2991,1.3716,1.2110,1.2194,0.0622,0.0916,0.0785,0.0835,0.4450
ENSG00000185800,DMWD,0.2080,0.2298,0.1530,0.1422,0.0461,0.0546,0.0459,0.0523,0.3325
ENSG00000185803,SLC52A2,0.4249,0.4285,0.5314,0.3360,0.0548,0.0844,0.0836,0.0645,0.3255
ENSG00000185808,PIGP,0.4800,0.3219,0.3266,0.7673,0.0740,0.0733,0.0748,0.0854,0.4360
ENSG00000185813,PCYT2,0.2371,0.1704,0.8516,0.1993,0.0466,0.0521,0.1326,0.0556,0.3374
ENSG00000185825,BCAP31,0.7445,1.0861,0.9141,0.9410,0.0636,0.1215,0.0918,0.0879,0.3009
ENSG00000185829,ARL17A,0.1468,0.0821,0.1016,0.1514,0.0346,0.0370,0.0380,0.0530,0.2830
ENSG00000185842,DNAH14,0.3066,0.1128,0.0555,0.2164,0.0509,0.0407,0.0327,0.0650,0.3218
ENSG00000185883,ATP6V0C,1.2162,1.1727,1.0852,0.9192,0.0714,0.1243,0.1247,0.0887,0.4602
ENSG00000185896,LAMP1,0.7095,0.7444,0.7778,0.4088,0.0589,0.1184,0.1219,0.0759,0.3329
ENSG00000185917,SETD4,0.1951,0.0793,0.0618,0.1228,0.0415,0.0401,0.0344,0.0468,0.3326
ENSG00000185946,RNPC3,0.1120,0.0891,0.0618,0.1664,0.0354,0.0436,0.0325,0.0549,0.3369
ENSG00000185947,ZNF267,0.2085,0.1114,0.1062,0.2940,0.0446,0.0449,0.0429,0.0690,0.2787
ENSG00000185963,BICD2,0.2185,0.2399,0.1507,0.2246,0.0397,0.0584,0.0458,0.0564,0.2770
ENSG00000186001,LRCH3,0.2262,0.2002,0.2147,0.2270,0.0424,0.0537,0.0550,0.0598,0.3213
ENSG00000186010,NDUFA13,1.8604,1.5265,1.4309,1.9643,0.0691,0.1563,0.1198,0.0768,0.4952
ENSG00000186063,AIDA,0.4384,0.5471,0.3279,0.2737,0.0554,0.0844,0.0643,0.0603,0.2744
ENSG00000186111,PIP5K1C,0.1349,0.1321,0.0824,0.0937,0.0358,0.0457,0.0346,0.0396,0.2778
ENSG00000186141,POLR3C,0.2288,0.1620,0.1047,0.2428,0.0628,0.0481,0.0475,0.0787,0.3887
ENSG00000186166,CCDC84,0.1033,0.1562,0.1701,0.2809,0.0334,0.0537,0.0546,0.0672,0.3156
ENSG00000186184,POLR1D,1.2132,0.8965,1.3091,1.0600,0.0618,0.1061,0.1143,0.0809,0.4187
ENSG00000186187,ZNRF1,0.5200,0.4091,0.6636,1.1605,0.0847,0.0746,0.0882,0.0923,0.3675
ENSG00000186193,SAPCD2,0.1575,0.1423,0.5840,0.1817,0.0389,0.0587,0.1420,0.0534,0.2834
ENSG00000186222,BLOC1S4,0.5315,0.3048,0.3204,0.2722,0.0630,0.0714,0.0682,0.0630,0.3707
ENSG00000186230,ZNF749,0.1513,0.1815,0.2034,0.0852,0.0460,0.0526,0.0749,0.0391,0.3537
ENSG00000186260,MRTFB,0.1358,0.1142,0.1620,0.1845,0.0342,0.0404,0.0485,0.0521,0.2657
ENSG00000186283,TOR3A,0.4751,0.1648,0.2675,0.2037,0.0688,0.0515,0.0633,0.0519,0.2717
ENSG00000186298,PPP1CC,1.1534,0.8350,1.3588,1.0594,0.0693,0.1165,0.1049,0.0833,0.3193
ENSG00000186350,RXRA,0.1033,0.1725,0.3114,0.1889,0.0302,0.0481,0.0637,0.0621,0.2882
ENSG00000186395,KRT10,1.3751,1.2598,0.6727,0.9161,0.0920,0.1368,0.1564,0.1389,0.5120
ENSG00000186416,NKRF,0.1805,0.1084,0.0986,0.2415,0.0354,0.0391,0.0389,0.0557,0.2959
ENSG00000186432,KPNA4,0.5798,0.7491,0.4827,0.5482,0.0886,0.0963,0.0920,0.0890,0.3409
ENSG00000186468,RPS23,3.8623,3.6351,3.3787,3.5646,0.0988,0.1336,0.1330,0.1402,0.7374
ENSG00000186501,TMEM222,0.1401,0.1991,0.2076,0.1689,0.0394,0.0656,0.0610,0.0622,0.3781
ENSG00000186532,SMYD4,0.1218,0.1089,0.0900,0.2778,0.0327,0.0400,0.0379,0.0604,0.2498
ENSG00000186566,GPATCH8,0.4416,0.3768,0.4024,0.5182,0.0566,0.0718,0.0736,0.0758,0.3367
ENSG00000186575,NF2,0.2538,0.6110,0.1927,0.3253,0.0421,0.1054,0.0518,0.0615,0.3020
ENSG00000186577,SMIM29,0.1254,0.3060,0.1141,0.1126,0.0378,0.0707,0.0499,0.0443,0.3043
ENSG00000186591,UBE2H,0.2179,0.4898,0.2509,0.2961,0.0829,0.1296,0.1122,0.0910,0.4677
ENSG00000186625,KATNA1,0.2421,0.2103,0.1773,0.4277,0.0522,0.0543,0.0574,0.0771,0.3112
ENSG00000186660,ZFP91,0.5682,0.7081,0.4395,0.7828,0.0590,0.0870,0.0670,0.0782,0.3052
ENSG00000186665,C17orf58,0.4184,0.1282,0.1838,0.2211,0.0609,0.0474,0.0513,0.0630,0.3483
ENSG00000186687,LYRM7,0.4731,0.1587,0.1440,0.4032,0.0695,0.0467,0.0468,0.0771,0.3267
ENSG00000186716,BCR,0.1690,0.1974,0.1789,0.3068,0.0351,0.0524,0.0502,0.0649,0.2816
ENSG00000186812,ZNF397,0.1683,0.1140,0.0877,0.3494,0.0361,0.0452,0.0391,0.0750,0.2926
ENSG00000186834,HEXIM1,0.2067,0.2107,0.3647,0.2577,0.0526,0.0718,0.0890,0.0838,0.4704
ENSG00000186908,ZDHHC17,0.1453,0.1581,0.1392,0.1781,0.0349,0.0557,0.0454,0.0548,0.2700
ENSG00000187024,PTRH1,0.1555,0.1950,0.1695,0.2266,0.0365,0.0572,0.0564,0.0580,0.3943
ENSG00000187051,RPS19BP1,1.2540,0.9735,1.0830,1.1975,0.1056,0.1029,0.1334,0.1178,0.5133
ENSG00000187079,TEAD1,0.1453,0.6857,0.2921,0.0950,0.0385,0.0886,0.0681,0.0486,0.3095
ENSG00000187109,NAP1L1,1.9508,2.2581,2.0867,2.0796,0.0724,0.1293,0.1531,0.0891,0.5114
ENSG00000187118,CMC1,0.5001,0.4746,0.4776,0.6864,0.0563,0.0830,0.0755,0.0869,0.3634
ENSG00000187147,RNF220,0.3425,0.2215,0.3088,0.3332,0.0459,0.0565,0.0590,0.0648,0.2864
ENSG00000187164,SHTN1,0.1982,0.3415,0.6048,0.1128,0.0406,0.0776,0.0918,0.0487,0.2817
ENSG00000187189,TSPYL4,0.1164,0.1857,0.0982,0.1679,0.0358,0.0704,0.0431,0.0571,0.3756
ENSG00000187193,MT1X,0.3295,0.4568,0.1199,0.4283,0.0679,0.1563,0.0680,0.0825,0.3630
ENSG00000187239,FNBP1,0.2589,0.2687,0.1114,1.0765,0.0624,0.0655,0.0479,0.1023,0.2694
ENSG00000187257,RSBN1L,0.5371,0.2762,0.3505,0.7105,0.0576,0.0649,0.0689,0.0792,0.2670
ENSG00000187325,TAF9B,0.1195,0.1115,0.0988,0.1612,0.0342,0.0423,0.0388,0.0541,0.2693
ENSG00000187446,CHP1,0.2425,0.2505,0.3734,0.2389,0.0441,0.0696,0.0707,0.0562,0.2900
ENSG00000187514,PTMA,3.5111,3.1928,3.2137,3.9075,0.1348,0.3291,0.2272,0.1300,0.4636
ENSG00000187522,HSPA14,0.4160,0.2160,0.2416,0.4775,0.0680,0.0676,0.0695,0.0904,0.3736
ENSG00000187531,SIRT7,0.2701,0.1830,0.2611,0.2971,0.0528,0.0666,0.0784,0.0678,0.3926
ENSG00000187555,USP7,0.7500,0.6918,0.8883,1.2569,0.0604,0.0953,0.0806,0.1111,0.3337
ENSG00000187607,ZNF286A,0.1243,0.2217,0.1301,0.4160,0.0333,0.0589,0.0453,0.0706,0.2895
ENSG00000187608,ISG15,0.2077,0.2621,0.5739,1.3059,0.0789,0.1097,0.2106,0.1123,0.3352
ENSG00000187630,DHRS4L2,0.2996,0.1953,0.2498,0.4276,0.0743,0.0558,0.0630,0.0707,0.3166
ENSG00000187713,TMEM203,0.5058,0.4073,0.2777,0.3730,0.0548,0.0705,0.0587,0.0709,0.3320
ENSG00000187735,TCEA1,1.1141,1.0859,0.9696,1.0555,0.0967,0.1722,0.1262,0.1058,0.4970
ENSG00000187741,FANCA,0.2043,0.1876,0.2165,0.4036,0.0414,0.0714,0.0714,0.0737,0.3287
ENSG00000187742,SECISBP2,0.3357,0.2976,0.2956,0.6759,0.0532,0.0616,0.0707,0.0921,0.3376
ENSG00000187778,MCRS1,0.4043,0.2980,0.4388,0.4278,0.0545,0.0648,0.0729,0.0719,0.3832
ENSG00000187790,FANCM,0.2673,0.1217,0.0877,0.2471,0.0443,0.0411,0.0377,0.0624,0.2545
ENSG00000187837,HIST1H1C,2.0912,0.9243,0.6162,0.9068,0.3104,0.2328,0.1820,0.2347,0.3855
ENSG00000187840,EIF4EBP1,1.1892,1.2642,1.1310,0.4303,0.1155,0.2410,0.1897,0.1051,0.5072
ENSG00000187866,FAM122A,0.1128,0.0774,0.0736,0.1584,0.0323,0.0375,0.0324,0.0518,0.2823
ENSG00000187954,CYHR1,0.3534,0.2941,0.2952,0.3150,0.0578,0.0762,0.0751,0.0653,0.4137
ENSG00000188010,MORN2,0.2914,0.4423,0.2658,0.1342,0.0614,0.0882,0.0668,0.0454,0.4428
ENSG00000188021,UBQLN2,0.1274,0.1947,0.1191,0.2516,0.0326,0.0510,0.0423,0.0615,0.2804
ENSG00000188130,MAPK12,0.2678,0.2425,0.1038,0.0998,0.0492,0.0588,0.0402,0.0400,0.3025
ENSG00000188186,LAMTOR4,1.0495,1.0035,0.9371,1.1111,0.0737,0.1204,0.1278,0.0874,0.4788
ENSG00000188191,PRKAR1B,0.0993,0.0956,0.2003,0.1478,0.0310,0.0392,0.0574,0.0459,0.2989
ENSG00000188229,TUBB4B,1.4638,2.2566,1.8352,1.7345,0.1307,0.3783,0.2505,0.1877,0.4076
ENSG00000188243,COMMD6,0.6977,1.1580,0.7993,0.9266,0.0689,0.1346,0.0875,0.0837,0.2826
ENSG00000188290,HES4,0.1615,0.4554,0.8777,1.2309,0.0497,0.1477,0.1552,0.1948,0.3554
ENSG00000188313,PLSCR1,0.2823,0.1758,0.1215,0.1974,0.0474,0.0582,0.0486,0.0531,0.2607
ENSG00000188342,GTF2F2,0.7498,0.6035,0.3890,0.5706,0.0682,0.0886,0.0712,0.0752,0.3593
ENSG00000188343,FAM92A,0.1497,0.4358,0.1328,0.3043,0.0485,0.0843,0.0474,0.0691,0.3559
ENSG00000188419,CHM,0.1632,0.2082,0.1991,0.2184,0.0388,0.0701,0.0554,0.0562,0.3214
ENSG00000188428,BLOC1S5,0.2995,0.1005,0.2847,0.2514,0.0495,0.0375,0.0618,0.0671,0.2942
ENSG00000188486,H2AFX,0.6812,0.8378,0.7894,0.6530,0.0878,0.2135,0.1887,0.1248,0.3546
ENSG00000188529,SRSF10,1.2709,0.9276,1.2366,1.2662,0.0695,0.1234,0.1205,0.0976,0.2979
ENSG00000188554,NBR1,0.1467,0.3217,0.3164,0.1619,0.0411,0.0858,0.0843,0.0562,0.3546
ENSG00000188603,CLN3,0.3567,0.2355,0.3452,0.2617,0.0476,0.0569,0.0766,0.0606,0.3089
ENSG00000188612,SUMO2,2.0969,1.9322,2.0291,2.2450,0.0509,0.1247,0.0990,0.0760,0.3923
ENSG00000188647,PTAR1,0.2283,0.2237,0.2159,0.4059,0.0429,0.0610,0.0554,0.0785,0.2924
ENSG00000188690,UROS,0.3104,0.6740,0.4369,0.6469,0.0692,0.1007,0.0877,0.0956,0.4893
ENSG00000188725,SMIM15,0.6153,0.5610,0.4294,0.6467,0.0580,0.0774,0.0773,0.0835,0.3698
ENSG00000188735,TMEM120B,0.1316,0.0721,0.1767,0.1340,0.0353,0.0366,0.0509,0.0441,0.2935
ENSG00000188786,MTF1,0.1599,0.1251,0.0818,0.1623,0.0441,0.0542,0.0383,0.0539,0.3612
ENSG00000188811,NHLRC3,0.2749,0.1232,0.2156,0.3035,0.0547,0.0443,0.0582,0.0739,0.2811
ENSG00000188846,RPL14,3.7044,2.9526,3.0941,3.0464,0.0925,0.1253,0.1241,0.1098,0.6801
ENSG00000188895,MSL1,0.4083,0.2853,0.2520,0.3700,0.0505,0.0607,0.0557,0.0683,0.2949
ENSG00000188938,FAM120AOS,0.4744,0.3502,0.2919,0.5682,0.0639,0.0709,0.0663,0.0851,0.3611
ENSG00000188976,NOC2L,0.9140,0.5729,0.7032,0.5945,0.0758,0.0877,0.0905,0.0859,0.3836
ENSG00000188986,NELFB,0.3675,0.3147,0.3541,0.3212,0.0491,0.0673,0.0632,0.0609,0.2743
ENSG00000188994,ZNF292,0.4752,0.5324,0.3981,0.8308,0.0758,0.0950,0.1003,0.1119,0.4174
ENSG00000189043,NDUFA4,1.9281,1.7685,1.7358,1.8204,0.0712,0.1938,0.0997,0.0855,0.3425
ENSG00000189046,ALKBH2,0.1855,0.1444,0.3721,0.4648,0.0436,0.0489,0.0753,0.0762,0.3456
ENSG00000189077,TMEM120A,0.0739,0.1093,0.2612,0.1102,0.0315,0.0447,0.0714,0.0454,0.3089
ENSG00000189079,ARID2,0.2681,0.1849,0.2234,0.4929,0.0443,0.0498,0.0548,0.0740,0.2497
ENSG00000189091,SF3B3,0.6287,0.5567,0.6849,0.7681,0.0589,0.1009,0.0963,0.0892,0.4164
ENSG00000189159,JPT1,1.2895,1.5531,1.7308,1.8563,0.0908,0.2188,0.1359,0.1186,0.3731
ENSG00000189180,ZNF33A,0.3347,0.2872,0.3443,0.5222,0.0500,0.0668,0.0633,0.0795,0.3092
ENSG00000189227,C15orf61,0.4119,0.2738,0.4060,0.5530,0.0606,0.0612,0.0690,0.0795,0.3734
ENSG00000189241,TSPYL1,0.1700,0.3262,0.4234,0.2065,0.0393,0.0728,0.0794,0.0571,0.2885
ENSG00000189266,PNRC2,0.8408,0.5010,0.8056,0.7872,0.0733,0.0795,0.0952,0.0966,0.3241
ENSG00000189306,RRP7A,0.6621,0.5705,0.3523,0.8312,0.0687,0.1123,0.0698,0.0936,0.3749
ENSG00000189308,LIN54,0.1294,0.1059,0.1685,0.2315,0.0349,0.0403,0.0547,0.0624,0.2451
ENSG00000189376,C8orf76,0.3422,0.1780,0.1816,0.4573,0.0499,0.0498,0.0492,0.0732,0.3247
ENSG00000189403,HMGB1,2.7823,2.6177,2.3366,3.2644,0.0790,0.3750,0.2578,0.1214,0.3605
ENSG00000196072,BLOC1S2,0.3270,0.6035,0.5713,0.4943,0.0529,0.1599,0.1547,0.0757,0.3996
ENSG00000196151,WDSUB1,0.0758,0.0828,0.0855,0.1424,0.0257,0.0372,0.0376,0.0461,0.2646
ENSG00000196177,ACADSB,0.1068,0.1199,0.4329,0.1239,0.0306,0.0429,0.1067,0.0443,0.2870
ENSG00000196182,STK40,0.3801,0.1188,0.2531,0.2105,0.0524,0.0473,0.0652,0.0575,0.2859
ENSG00000196187,TMEM63A,0.2521,0.1056,0.0980,0.1591,0.0481,0.0378,0.0396,0.0561,0.2708
ENSG00000196199,MPHOSPH8,0.3640,0.3690,0.4590,0.6704,0.0517,0.0795,0.0728,0.0767,0.3264
ENSG00000196214,ZNF766,0.1622,0.1246,0.1105,0.3923,0.0355,0.0473,0.0409,0.0668,0.2821
ENSG00000196227,FAM217B,0.5107,0.1486,0.2217,0.5542,0.0558,0.0498,0.0597,0.0824,0.2922
ENSG00000196230,TUBB,2.4820,2.8388,2.5350,3.0593,0.1023,0.2693,0.2893,0.1270,0.4857
ENSG00000196233,LCOR,0.3194,0.4827,0.7994,0.4819,0.0518,0.0851,0.1068,0.0790,0.2995
ENSG00000196235,SUPT5H,0.5312,0.4775,0.3268,0.5523,0.0589,0.0809,0.0683,0.0804,0.3680
ENSG00000196236,XPNPEP3,0.3082,0.1701,0.2018,0.2617,0.0502,0.0522,0.0555,0.0666,0.3220
ENSG00000196262,PPIA,2.6910,2.5381,2.3921,2.7492,0.0788,0.1253,0.1021,0.0978,0.5524
ENSG00000196284,SUPT3H,0.0876,0.1126,0.1234,0.1888,0.0301,0.0439,0.0458,0.0564,0.2857
ENSG00000196290,NIF3L1,0.1872,0.1951,0.2381,0.2730,0.0397,0.0543,0.0587,0.0607,0.2672
ENSG00000196295,GARS-DT,0.1809,0.1298,0.0927,0.2454,0.0449,0.0514,0.0392,0.0663,0.3112
ENSG00000196305,IARS,1.0698,0.8479,0.7507,1.0853,0.0798,0.1295,0.0965,0.1119,0.5016
ENSG00000196312,MFSD14C,0.3097,0.2152,0.1784,0.3856,0.0586,0.0561,0.0508,0.0714,0.3194
ENSG00000196313,POM121,0.5141,0.2825,0.4177,0.4534,0.0524,0.0609,0.0682,0.0680,0.2856
ENSG00000196323,ZBTB44,0.3222,0.1943,0.1867,0.6718,0.0473,0.0629,0.0570,0.0827,0.3156
ENSG00000196352,CD55,0.4338,0.5368,0.0786,0.0880,0.0678,0.1152,0.0748,0.0437,0.3525
ENSG00000196363,WDR5,0.3190,0.1986,0.2271,0.3178,0.0492,0.0551,0.0576,0.0666,0.2951
ENSG00000196365,LONP1,0.6538,0.3691,0.4634,0.6398,0.0775,0.0951,0.0908,0.0899,0.5032
ENSG00000196367,TRRAP,0.2226,0.1935,0.1507,0.3817,0.0396,0.0508,0.0472,0.0681,0.2655
ENSG00000196396,PTPN1,0.5579,0.5602,0.4450,0.4970,0.0563,0.0803,0.0723,0.0770,0.3022
ENSG00000196405,EVL,0.3360,0.1909,0.0474,1.1058,0.0515,0.0555,0.0549,0.1211,0.3000
ENSG00000196419,XRCC6,1.5989,1.4852,1.3286,1.8998,0.0635,0.1662,0.0947,0.0830,0.3540
ENSG00000196428,TSC22D2,0.2537,0.2674,0.1369,0.1431,0.0463,0.0662,0.0488,0.0502,0.3041
ENSG00000196449,YRDC,0.9804,0.3633,0.3842,0.6746,0.0987,0.0880,0.0891,0.0960,0.4269
ENSG00000196453,ZNF777,0.1772,0.0900,0.0782,0.1373,0.0438,0.0369,0.0376,0.0512,0.3060
ENSG00000196455,PIK3R4,0.1551,0.1000,0.0788,0.1418,0.0350,0.0375,0.0356,0.0461,0.3026
ENSG00000196459,TRAPPC2,0.1613,0.1328,0.0681,0.1659,0.0395,0.0469,0.0346,0.0527,0.3103
ENSG00000196465,MYL6B,0.7900,0.9720,0.7743,0.8663,0.0763,0.1272,0.1018,0.0889,0.5056
ENSG00000196470,SIAH1,0.1520,0.1223,0.2468,0.2256,0.0348,0.0426,0.0604,0.0563,0.2771
ENSG00000196497,IPO4,0.4968,0.2426,0.2544,0.3047,0.0666,0.0607,0.0651,0.0673,0.4267
ENSG00000196498,NCOR2,0.3022,0.6326,0.3156,0.4449,0.0537,0.0888,0.0710,0.0767,0.3422
ENSG00000196504,PRPF40A,1.4711,1.2311,1.2760,1.5928,0.0765,0.1061,0.0954,0.0938,0.4227
ENSG00000196505,GDAP2,0.1107,0.1088,0.1107,0.1424,0.0316,0.0470,0.0445,0.0521,0.3230
ENSG00000196510,ANAPC7,0.6657,0.3973,0.4270,0.4825,0.0649,0.0790,0.0743,0.0729,0.3736
ENSG00000196531,NACA,2.8998,2.8860,2.9861,2.9388,0.0883,0.1161,0.1062,0.1051,0.6817
ENSG00000196535,MYO18A,0.0894,0.1746,0.1107,0.1964,0.0305,0.0538,0.0442,0.0558,0.2769
ENSG00000196584,XRCC2,0.5748,0.1890,0.1595,0.5464,0.0740,0.0720,0.0580,0.0955,0.3262
ENSG00000196588,MRTFA,0.0856,0.0800,0.0849,0.1072,0.0298,0.0370,0.0390,0.0429,0.2956
ENSG00000196591,HDAC2,0.8917,0.7782,0.8995,1.0851,0.0709,0.1065,0.0956,0.0825,0.2583
ENSG00000196636,SDHAF3,0.5880,0.2245,0.3162,0.5077,0.0904,0.0595,0.0724,0.0806,0.3901
ENSG00000196642,RABL6,1.1522,0.9129,1.1784,1.1234,0.0905,0.1310,0.1356,0.1043,0.4961
ENSG00000196652,ZKSCAN5,0.1001,0.0810,0.0621,0.1559,0.0300,0.0395,0.0353,0.0528,0.3082
ENSG00000196655,TRAPPC4,0.8913,0.8285,0.5373,0.6339,0.0732,0.0970,0.0880,0.0777,0.3384
ENSG00000196683,TOMM7,1.4994,1.6731,0.9536,1.0312,0.0771,0.1370,0.0884,0.0947,0.3365
ENSG00000196693,ZNF33B,0.2849,0.1394,0.1981,0.2561,0.0496,0.0504,0.0610,0.0628,0.2793
ENSG00000196700,ZNF512B,0.1986,0.1279,0.2290,0.2694,0.0397,0.0433,0.0631,0.0598,0.3077
ENSG00000196704,AMZ2,0.2323,0.3395,0.3075,0.4289,0.0489,0.0761,0.0927,0.0784,0.4385
ENSG00000196705,ZNF431,0.5328,0.1363,0.1380,0.4927,0.0930,0.0504,0.0479,0.0837,0.2888
ENSG00000196712,NF1,0.4371,0.4650,0.3248,0.3816,0.0551,0.0718,0.0668,0.0722,0.3366
ENSG00000196715,VKORC1L1,0.4710,0.3579,0.3493,0.3799,0.0555,0.0693,0.0667,0.0662,0.3065
